#LB_label,#LA_label,#ID,ChargeTransfer,la_nB,nO,la_C-026,la_nHAcc,C-041,la_AMW,AMW,la_Mv,nPyrroles,TPSA(NO),la_Me,nRSR,nCt,nHDon,C-035,nPyridines,C-006,Total_MW,nCIR,la_nH,nBT,nR=Cs,la_Mp,nRNHR,nRCONR2,C-020,nCrt,RBN,C-033,nRNH2,Ui,nArNH2,H-051,nC,nR=Ct,nPyrazines,nCL,F-085,C-002,H-047,nBnz,ALOGP,AMR,nR08,nR12,nR09,C-005,C-027,C-028,C-019,C-016,la_nBT,la_H-050,la_Hy,la_nCL,la_nBO,la_F-084,la_nX,la_nSK,MW,la_nBnz,la_ARR,la_nC,la_nHM,la_MLOGP,la_Ms,la_nAT,la_nAB,la_nBM
19,7,CH5N:BF3,-0.31126,1,0,0,3,0,16.95,4.44,0.51,0,26.02,1.3,0,0,2,0,0,0,98.88,0,0,6,0,0.67,0,0,0,0,0,0,1,0.0,0,0,1,0,0,0,0,0,3,0,-0.648,9.919,0,0,0,1,0,0,0,0,3,0,0.0,0,3,0,3,4,31.07,0,0.0,0,0,0.546,6.33,4,0,0
19,8,CH5N:BCl3,-0.34326,1,0,0,0,0,29.29,4.44,0.95,0,26.02,1.16,0,0,2,0,0,0,148.23,0,0,6,0,1.36,0,0,0,0,0,0,1,0.0,0,0,1,0,0,0,0,0,3,0,-0.648,9.919,0,0,0,1,0,0,0,0,3,0,0.0,3,3,0,3,4,31.07,0,0.0,0,0,1.364,3.42,4,0,0
19,9,CH5N:BBr3,-0.33016,1,0,0,0,0,62.63,4.44,1.24,0,26.02,1.09,0,0,2,0,0,0,281.58,0,0,6,0,1.73,0,0,0,0,0,0,1,0.0,0,0,1,0,0,0,0,0,3,0,-0.648,9.919,0,0,0,1,0,0,0,0,3,0,0.0,0,3,0,3,4,31.07,0,0.0,0,0,2.026,2.4,4,0,0
19,10,CH5N:C18BF15,-0.39548,1,0,18,15,0,15.06,4.44,0.73,0,26.02,1.2,0,0,2,0,0,0,543.06,0,0,6,0,0.72,0,0,0,0,0,0,1,0.0,0,0,1,0,0,0,0,0,3,0,-0.648,9.919,0,0,0,1,0,0,0,0,36,0,-0.525,0,36,15,15,34,31.07,3,0.5,18,0,7.875,4.45,34,18,18
19,11,CH5N:BI3,-0.3012,1,0,0,0,0,97.88,4.44,1.49,0,26.02,0.97,0,0,2,0,0,0,422.58,0,0,6,0,2.71,0,0,0,0,0,0,1,0.0,0,0,1,0,0,0,0,0,3,0,-0.648,9.919,0,0,0,1,0,0,0,0,3,0,0.0,0,3,0,3,4,31.07,0,0.0,0,0,2.604,1.92,4,0,0
19,12,CH5N:O2S,-0.1548,0,0,0,2,0,21.36,4.44,0.7,0,26.02,1.24,0,0,2,0,0,0,95.14,0,0,6,0,0.85,0,0,0,0,0,0,1,0.0,0,0,1,0,0,0,0,0,3,0,-0.648,9.919,0,0,0,1,0,0,0,0,2,0,0.0,0,2,0,0,3,31.07,0,0.0,0,0,-2.379,5.28,3,0,2
20,1,C2H7N:AlCl3,-0.16264,0,0,0,0,0,33.33,4.51,1.16,0,12.03,1.1,0,0,1,0,0,0,178.43,0,0,9,0,1.89,1,0,0,0,0,0,0,0.0,0,0,2,0,0,0,0,0,6,0,-0.216,14.693,0,0,0,2,0,0,0,0,3,0,0.0,3,3,0,3,4,45.1,0,0.0,0,1,1.364,3.28,4,0,0
20,2,C2H7N:AlH3,-0.15608,0,0,0,0,0,7.5,4.51,0.63,0,12.03,0.86,0,0,1,0,0,0,75.11,0,3,9,0,1.25,1,0,0,0,0,0,0,0.0,0,0,2,0,0,0,0,0,6,0,-0.216,14.693,0,0,0,2,0,0,0,0,3,3,0.0,0,0,0,0,1,45.1,0,0.0,0,1,-1.041,2.0,4,0,0
20,3,C2H7N:C18F15Al,-0.17594,0,0,15,15,0,15.53,4.51,0.76,0,12.03,1.19,0,0,1,0,0,0,573.26,0,0,9,0,0.78,1,0,0,0,0,0,0,0.0,0,0,2,0,0,0,0,0,6,0,-0.216,14.693,0,0,0,2,0,0,0,0,36,0,-0.525,0,36,15,15,34,45.1,3,0.5,18,1,7.875,4.43,34,18,18
20,4,C2H7N:C3H9Al,-0.14752,0,0,0,0,0,5.55,4.51,0.56,0,12.03,0.93,0,0,1,0,0,0,117.2,0,9,9,0,0.79,1,0,0,0,0,0,0,0.0,0,0,2,0,0,0,0,0,6,0,-0.216,14.693,0,0,0,2,0,0,0,0,12,0,-0.646,0,3,0,0,4,45.1,0,0.0,3,1,1.364,1.69,13,0,0
20,5,C2H7N:C2H5AlCl2,-0.15544,0,0,0,0,0,12.7,4.51,0.71,0,12.03,0.99,0,0,1,0,0,0,172.05,0,5,9,0,1.02,1,0,0,0,0,0,0,0.0,0,0,2,0,0,0,0,0,6,0,-0.216,14.693,0,0,0,2,0,0,0,0,9,0,-0.359,2,4,0,2,5,45.1,0,0.0,2,1,1.817,2.5,10,0,0
20,6,C2H7N:BH3,-0.35029,1,0,0,0,0,3.46,4.51,0.42,0,12.03,0.91,0,0,1,0,0,0,58.94,0,3,9,0,0.72,1,0,0,0,0,0,0,0.0,0,0,2,0,0,0,0,0,6,0,-0.216,14.693,0,0,0,2,0,0,0,0,3,3,0.0,0,0,0,0,1,45.1,0,0.0,0,0,-1.041,2.0,4,0,0
20,7,C2H7N:BF3,-0.3051,1,0,0,3,0,16.95,4.51,0.51,0,12.03,1.3,0,0,1,0,0,0,112.91,0,0,9,0,0.67,1,0,0,0,0,0,0,0.0,0,0,2,0,0,0,0,0,6,0,-0.216,14.693,0,0,0,2,0,0,0,0,3,0,0.0,0,3,0,3,4,45.1,0,0.0,0,0,0.546,6.33,4,0,0
20,8,C2H7N:BCl3,-0.32704,1,0,0,0,0,29.29,4.51,0.95,0,12.03,1.16,0,0,1,0,0,0,162.26,0,0,9,0,1.36,1,0,0,0,0,0,0,0.0,0,0,2,0,0,0,0,0,6,0,-0.216,14.693,0,0,0,2,0,0,0,0,3,0,0.0,3,3,0,3,4,45.1,0,0.0,0,0,1.364,3.42,4,0,0
20,9,C2H7N:BBr3,-0.31312,1,0,0,0,0,62.63,4.51,1.24,0,12.03,1.09,0,0,1,0,0,0,295.61,0,0,9,0,1.73,1,0,0,0,0,0,0,0.0,0,0,2,0,0,0,0,0,6,0,-0.216,14.693,0,0,0,2,0,0,0,0,3,0,0.0,0,3,0,3,4,45.1,0,0.0,0,0,2.026,2.4,4,0,0
20,10,C2H7N:C18BF15,-0.38534,1,0,18,15,0,15.06,4.51,0.73,0,12.03,1.2,0,0,1,0,0,0,557.09,0,0,9,0,0.72,1,0,0,0,0,0,0,0.0,0,0,2,0,0,0,0,0,6,0,-0.216,14.693,0,0,0,2,0,0,0,0,36,0,-0.525,0,36,15,15,34,45.1,3,0.5,18,0,7.875,4.45,34,18,18
20,11,C2H7N:BI3,-0.2871,1,0,0,0,0,97.88,4.51,1.49,0,12.03,0.97,0,0,1,0,0,0,436.61,0,0,9,0,2.71,1,0,0,0,0,0,0,0.0,0,0,2,0,0,0,0,0,6,0,-0.216,14.693,0,0,0,2,0,0,0,0,3,0,0.0,0,3,0,3,4,45.1,0,0.0,0,0,2.604,1.92,4,0,0
20,12,C2H7N:O2S,-0.1882,0,0,0,2,0,21.36,4.51,0.7,0,12.03,1.24,0,0,1,0,0,0,109.17,0,0,9,0,0.85,1,0,0,0,0,0,0,0.0,0,0,2,0,0,0,0,0,6,0,-0.216,14.693,0,0,0,2,0,0,0,0,2,0,0.0,0,2,0,0,3,45.1,0,0.0,0,0,-2.379,5.28,3,0,2
21,1,C3H9N:AlCl3,-0.14898,0,0,0,0,0,33.33,4.55,1.16,0,3.24,1.1,0,0,0,0,0,0,192.46,0,0,12,0,1.89,0,0,0,0,0,0,0,0.0,0,0,3,0,0,0,0,0,9,0,0.32,19.988,0,0,0,3,0,0,0,0,3,0,0.0,3,3,0,3,4,59.13,0,0.0,0,1,1.364,3.28,4,0,0
21,2,C3H9N:AlH3,-0.14104,0,0,0,0,0,7.5,4.55,0.63,0,3.24,0.86,0,0,0,0,0,0,89.14,0,3,12,0,1.25,0,0,0,0,0,0,0,0.0,0,0,3,0,0,0,0,0,9,0,0.32,19.988,0,0,0,3,0,0,0,0,3,3,0.0,0,0,0,0,1,59.13,0,0.0,0,1,-1.041,2.0,4,0,0
21,3,C3H9N:C18F15Al,-0.16274,0,0,15,15,0,15.53,4.55,0.76,0,3.24,1.19,0,0,0,0,0,0,587.29,0,0,12,0,0.78,0,0,0,0,0,0,0,0.0,0,0,3,0,0,0,0,0,9,0,0.32,19.988,0,0,0,3,0,0,0,0,36,0,-0.525,0,36,15,15,34,59.13,3,0.5,18,1,7.875,4.43,34,18,18
21,4,C3H9N:C3H9Al,-0.13346,0,0,0,0,0,5.55,4.55,0.56,0,3.24,0.93,0,0,0,0,0,0,131.23,0,9,12,0,0.79,0,0,0,0,0,0,0,0.0,0,0,3,0,0,0,0,0,9,0,0.32,19.988,0,0,0,3,0,0,0,0,12,0,-0.646,0,3,0,0,4,59.13,0,0.0,3,1,1.364,1.69,13,0,0
21,5,C3H9N:C2H5AlCl2,-0.14134,0,0,0,0,0,12.7,4.55,0.71,0,3.24,0.99,0,0,0,0,0,0,186.08,0,5,12,0,1.02,0,0,0,0,0,0,0,0.0,0,0,3,0,0,0,0,0,9,0,0.32,19.988,0,0,0,3,0,0,0,0,9,0,-0.359,2,4,0,2,5,59.13,0,0.0,2,1,1.817,2.5,10,0,0
21,6,C3H9N:BH3,-0.3324,1,0,0,0,0,3.46,4.55,0.42,0,3.24,0.91,0,0,0,0,0,0,72.97,0,3,12,0,0.72,0,0,0,0,0,0,0,0.0,0,0,3,0,0,0,0,0,9,0,0.32,19.988,0,0,0,3,0,0,0,0,3,3,0.0,0,0,0,0,1,59.13,0,0.0,0,0,-1.041,2.0,4,0,0
21,7,C3H9N:BF3,-0.2895,1,0,0,3,0,16.95,4.55,0.51,0,3.24,1.3,0,0,0,0,0,0,126.94,0,0,12,0,0.67,0,0,0,0,0,0,0,0.0,0,0,3,0,0,0,0,0,9,0,0.32,19.988,0,0,0,3,0,0,0,0,3,0,0.0,0,3,0,3,4,59.13,0,0.0,0,0,0.546,6.33,4,0,0
21,8,C3H9N:BCl3,-0.3046,1,0,0,0,0,29.29,4.55,0.95,0,3.24,1.16,0,0,0,0,0,0,176.29,0,0,12,0,1.36,0,0,0,0,0,0,0,0.0,0,0,3,0,0,0,0,0,9,0,0.32,19.988,0,0,0,3,0,0,0,0,3,0,0.0,3,3,0,3,4,59.13,0,0.0,0,0,1.364,3.42,4,0,0
21,9,C3H9N:BBr3,-0.29132,1,0,0,0,0,62.63,4.55,1.24,0,3.24,1.09,0,0,0,0,0,0,309.64,0,0,12,0,1.73,0,0,0,0,0,0,0,0.0,0,0,3,0,0,0,0,0,9,0,0.32,19.988,0,0,0,3,0,0,0,0,3,0,0.0,0,3,0,3,4,59.13,0,0.0,0,0,2.026,2.4,4,0,0
21,10,C3H9N:C18BF15,-0.3461,1,0,18,15,0,15.06,4.55,0.73,0,3.24,1.2,0,0,0,0,0,0,571.12,0,0,12,0,0.72,0,0,0,0,0,0,0,0.0,0,0,3,0,0,0,0,0,9,0,0.32,19.988,0,0,0,3,0,0,0,0,36,0,-0.525,0,36,15,15,34,59.13,3,0.5,18,0,7.875,4.45,34,18,18
21,11,C3H9N:BI3,-0.26952,1,0,0,0,0,97.88,4.55,1.49,0,3.24,0.97,0,0,0,0,0,0,450.64,0,0,12,0,2.71,0,0,0,0,0,0,0,0.0,0,0,3,0,0,0,0,0,9,0,0.32,19.988,0,0,0,3,0,0,0,0,3,0,0.0,0,3,0,3,4,59.13,0,0.0,0,0,2.604,1.92,4,0,0
21,12,C3H9N:O2S,-0.20366,0,0,0,2,0,21.36,4.55,0.7,0,3.24,1.24,0,0,0,0,0,0,123.2,0,0,12,0,0.85,0,0,0,0,0,0,0,0.0,0,0,3,0,0,0,0,0,9,0,0.32,19.988,0,0,0,3,0,0,0,0,2,0,0.0,0,2,0,0,3,59.13,0,0.0,0,0,-2.379,5.28,3,0,2
22,1,CHN:AlCl3,-0.14508,0,0,0,0,0,33.33,9.01,1.16,0,23.79,1.1,0,0,0,0,0,0,160.36,0,0,2,0,1.89,0,0,0,0,0,0,0,1.0,0,0,1,0,0,0,0,0,0,0,-0.002,7.031,0,0,0,0,0,0,0,0,3,0,0.0,3,3,0,3,4,27.03,0,0.0,0,1,1.364,3.28,4,0,0
22,2,CHN:AlH3,-0.13308,0,0,0,0,0,7.5,9.01,0.63,0,23.79,0.86,0,0,0,0,0,0,57.04,0,3,2,0,1.25,0,0,0,0,0,0,0,1.0,0,0,1,0,0,0,0,0,0,0,-0.002,7.031,0,0,0,0,0,0,0,0,3,3,0.0,0,0,0,0,1,27.03,0,0.0,0,1,-1.041,2.0,4,0,0
22,3,CHN:C18F15Al,-0.16824,0,0,15,15,0,15.53,9.01,0.76,0,23.79,1.19,0,0,0,0,0,0,555.19,0,0,2,0,0.78,0,0,0,0,0,0,0,1.0,0,0,1,0,0,0,0,0,0,0,-0.002,7.031,0,0,0,0,0,0,0,0,36,0,-0.525,0,36,15,15,34,27.03,3,0.5,18,1,7.875,4.43,34,18,18
22,4,CHN:C3H9Al,-0.1296,0,0,0,0,0,5.55,9.01,0.56,0,23.79,0.93,0,0,0,0,0,0,99.13,0,9,2,0,0.79,0,0,0,0,0,0,0,1.0,0,0,1,0,0,0,0,0,0,0,-0.002,7.031,0,0,0,0,0,0,0,0,12,0,-0.646,0,3,0,0,4,27.03,0,0.0,3,1,1.364,1.69,13,0,0
22,5,CHN:C2H5AlCl2,-0.13958,0,0,0,0,0,12.7,9.01,0.71,0,23.79,0.99,0,0,0,0,0,0,153.98,0,5,2,0,1.02,0,0,0,0,0,0,0,1.0,0,0,1,0,0,0,0,0,0,0,-0.002,7.031,0,0,0,0,0,0,0,0,9,0,-0.359,2,4,0,2,5,27.03,0,0.0,2,1,1.817,2.5,10,0,0
22,6,CHN:BH3,-0.26836,1,0,0,0,0,3.46,9.01,0.42,0,23.79,0.91,0,0,0,0,0,0,40.87,0,3,2,0,0.72,0,0,0,0,0,0,0,1.0,0,0,1,0,0,0,0,0,0,0,-0.002,7.031,0,0,0,0,0,0,0,0,3,3,0.0,0,0,0,0,1,27.03,0,0.0,0,0,-1.041,2.0,4,0,0
22,7,CHN:BF3,-0.05116,1,0,0,3,0,16.95,9.01,0.51,0,23.79,1.3,0,0,0,0,0,0,94.84,0,0,2,0,0.67,0,0,0,0,0,0,0,1.0,0,0,1,0,0,0,0,0,0,0,-0.002,7.031,0,0,0,0,0,0,0,0,3,0,0.0,0,3,0,3,4,27.03,0,0.0,0,0,0.546,6.33,4,0,0
22,8,CHN:BCl3,-0.28674,1,0,0,0,0,29.29,9.01,0.95,0,23.79,1.16,0,0,0,0,0,0,144.19,0,0,2,0,1.36,0,0,0,0,0,0,0,1.0,0,0,1,0,0,0,0,0,0,0,-0.002,7.031,0,0,0,0,0,0,0,0,3,0,0.0,3,3,0,3,4,27.03,0,0.0,0,0,1.364,3.42,4,0,0
22,9,CHN:BBr3,-0.26818,1,0,0,0,0,62.63,9.01,1.24,0,23.79,1.09,0,0,0,0,0,0,277.54,0,0,2,0,1.73,0,0,0,0,0,0,0,1.0,0,0,1,0,0,0,0,0,0,0,-0.002,7.031,0,0,0,0,0,0,0,0,3,0,0.0,0,3,0,3,4,27.03,0,0.0,0,0,2.026,2.4,4,0,0
22,10,CHN:C18BF15,-0.35422,1,0,18,15,0,15.06,9.01,0.73,0,23.79,1.2,0,0,0,0,0,0,539.02,0,0,2,0,0.72,0,0,0,0,0,0,0,1.0,0,0,1,0,0,0,0,0,0,0,-0.002,7.031,0,0,0,0,0,0,0,0,36,0,-0.525,0,36,15,15,34,27.03,3,0.5,18,0,7.875,4.45,34,18,18
22,11,CHN:BI3,-0.19632,1,0,0,0,0,97.88,9.01,1.49,0,23.79,0.97,0,0,0,0,0,0,418.54,0,0,2,0,2.71,0,0,0,0,0,0,0,1.0,0,0,1,0,0,0,0,0,0,0,-0.002,7.031,0,0,0,0,0,0,0,0,3,0,0.0,0,3,0,3,4,27.03,0,0.0,0,0,2.604,1.92,4,0,0
23,1,C2H3N:AlCl3,-0.16194,0,0,0,0,0,33.33,6.84,1.16,0,23.79,1.1,0,0,0,0,0,0,174.39,0,0,5,0,1.89,0,0,0,0,0,0,0,1.0,0,3,2,0,0,0,0,0,0,0,0.045,11.623,0,0,0,0,0,0,0,0,3,0,0.0,3,3,0,3,4,41.06,0,0.0,0,1,1.364,3.28,4,0,0
23,2,C2H3N:AlH3,-0.15014,0,0,0,0,0,7.5,6.84,0.63,0,23.79,0.86,0,0,0,0,0,0,71.07,0,3,5,0,1.25,0,0,0,0,0,0,0,1.0,0,3,2,0,0,0,0,0,0,0,0.045,11.623,0,0,0,0,0,0,0,0,3,3,0.0,0,0,0,0,1,41.06,0,0.0,0,1,-1.041,2.0,4,0,0
23,3,C2H3N:C18F15Al,-0.19064,0,0,15,15,0,15.53,6.84,0.76,0,23.79,1.19,0,0,0,0,0,0,569.22,0,0,5,0,0.78,0,0,0,0,0,0,0,1.0,0,3,2,0,0,0,0,0,0,0,0.045,11.623,0,0,0,0,0,0,0,0,36,0,-0.525,0,36,15,15,34,41.06,3,0.5,18,1,7.875,4.43,34,18,18
23,4,C2H3N:C3H9Al,-0.14608,0,0,0,0,0,5.55,6.84,0.56,0,23.79,0.93,0,0,0,0,0,0,113.16,0,9,5,0,0.79,0,0,0,0,0,0,0,1.0,0,3,2,0,0,0,0,0,0,0,0.045,11.623,0,0,0,0,0,0,0,0,12,0,-0.646,0,3,0,0,4,41.06,0,0.0,3,1,1.364,1.69,13,0,0
23,5,C2H3N:C2H5AlCl2,-0.1562,0,0,0,0,0,12.7,6.84,0.71,0,23.79,0.99,0,0,0,0,0,0,168.01,0,5,5,0,1.02,0,0,0,0,0,0,0,1.0,0,3,2,0,0,0,0,0,0,0,0.045,11.623,0,0,0,0,0,0,0,0,9,0,-0.359,2,4,0,2,5,41.06,0,0.0,2,1,1.817,2.5,10,0,0
23,6,C2H3N:BH3,-0.28739,1,0,0,0,0,3.46,6.84,0.42,0,23.79,0.91,0,0,0,0,0,0,54.9,0,3,5,0,0.72,0,0,0,0,0,0,0,1.0,0,3,2,0,0,0,0,0,0,0,0.045,11.623,0,0,0,0,0,0,0,0,3,3,0.0,0,0,0,0,1,41.06,0,0.0,0,0,-1.041,2.0,4,0,0
23,7,C2H3N:BF3,-0.20008,1,0,0,3,0,16.95,6.84,0.51,0,23.79,1.3,0,0,0,0,0,0,108.87,0,0,5,0,0.67,0,0,0,0,0,0,0,1.0,0,3,2,0,0,0,0,0,0,0,0.045,11.623,0,0,0,0,0,0,0,0,3,0,0.0,0,3,0,3,4,41.06,0,0.0,0,0,0.546,6.33,4,0,0
23,8,C2H3N:BCl3,-0.31718,1,0,0,0,0,29.29,6.84,0.95,0,23.79,1.16,0,0,0,0,0,0,158.22,0,0,5,0,1.36,0,0,0,0,0,0,0,1.0,0,3,2,0,0,0,0,0,0,0,0.045,11.623,0,0,0,0,0,0,0,0,3,0,0.0,3,3,0,3,4,41.06,0,0.0,0,0,1.364,3.42,4,0,0
23,9,C2H3N:BBr3,-0.30024,1,0,0,0,0,62.63,6.84,1.24,0,23.79,1.09,0,0,0,0,0,0,291.57,0,0,5,0,1.73,0,0,0,0,0,0,0,1.0,0,3,2,0,0,0,0,0,0,0,0.045,11.623,0,0,0,0,0,0,0,0,3,0,0.0,0,3,0,3,4,41.06,0,0.0,0,0,2.026,2.4,4,0,0
23,10,C2H3N:C18BF15,-0.3811,1,0,18,15,0,15.06,6.84,0.73,0,23.79,1.2,0,0,0,0,0,0,553.05,0,0,5,0,0.72,0,0,0,0,0,0,0,1.0,0,3,2,0,0,0,0,0,0,0,0.045,11.623,0,0,0,0,0,0,0,0,36,0,-0.525,0,36,15,15,34,41.06,3,0.5,18,0,7.875,4.45,34,18,18
23,11,C2H3N:BI3,-0.23684,1,0,0,0,0,97.88,6.84,1.49,0,23.79,0.97,0,0,0,0,0,0,432.57,0,0,5,0,2.71,0,0,0,0,0,0,0,1.0,0,3,2,0,0,0,0,0,0,0,0.045,11.623,0,0,0,0,0,0,0,0,3,0,0.0,0,3,0,3,4,41.06,0,0.0,0,0,2.604,1.92,4,0,0
24,1,C3H3N3:AlCl3,-0.15124,0,0,0,0,0,33.33,9.01,1.16,0,38.67,1.1,0,0,0,0,0,0,214.42,1,0,9,0,1.89,0,0,0,0,0,0,0,2.807,0,0,3,0,0,0,0,0,0,0,-0.054,22.618,0,0,0,0,0,0,0,0,3,0,0.0,3,3,0,3,4,81.09,0,0.0,0,1,1.364,3.28,4,0,0
24,2,C3H3N3:AlH3,-0.14066,0,0,0,0,0,7.5,9.01,0.63,0,38.67,0.86,0,0,0,0,0,0,111.1,1,3,9,0,1.25,0,0,0,0,0,0,0,2.807,0,0,3,0,0,0,0,0,0,0,-0.054,22.618,0,0,0,0,0,0,0,0,3,3,0.0,0,0,0,0,1,81.09,0,0.0,0,1,-1.041,2.0,4,0,0
24,3,C3H3N3:C18F15Al,-0.15848,0,0,15,15,0,15.53,9.01,0.76,0,38.67,1.19,0,0,0,0,0,0,609.25,1,0,9,0,0.78,0,0,0,0,0,0,0,2.807,0,0,3,0,0,0,0,0,0,0,-0.054,22.618,0,0,0,0,0,0,0,0,36,0,-0.525,0,36,15,15,34,81.09,3,0.5,18,1,7.875,4.43,34,18,18
24,4,C3H3N3:C3H9Al,-0.13228,0,0,0,0,0,5.55,9.01,0.56,0,38.67,0.93,0,0,0,0,0,0,153.19,1,9,9,0,0.79,0,0,0,0,0,0,0,2.807,0,0,3,0,0,0,0,0,0,0,-0.054,22.618,0,0,0,0,0,0,0,0,12,0,-0.646,0,3,0,0,4,81.09,0,0.0,3,1,1.364,1.69,13,0,0
24,5,C3H3N3:C2H5AlCl2,-0.14146,0,0,0,0,0,12.7,9.01,0.71,0,38.67,0.99,0,0,0,0,0,0,208.04,1,5,9,0,1.02,0,0,0,0,0,0,0,2.807,0,0,3,0,0,0,0,0,0,0,-0.054,22.618,0,0,0,0,0,0,0,0,9,0,-0.359,2,4,0,2,5,81.09,0,0.0,2,1,1.817,2.5,10,0,0
24,6,C3H3N3:BH3,-0.30546,1,0,0,0,0,3.46,9.01,0.42,0,38.67,0.91,0,0,0,0,0,0,94.93,1,3,9,0,0.72,0,0,0,0,0,0,0,2.807,0,0,3,0,0,0,0,0,0,0,-0.054,22.618,0,0,0,0,0,0,0,0,3,3,0.0,0,0,0,0,1,81.09,0,0.0,0,0,-1.041,2.0,4,0,0
24,7,C3H3N3:BF3,-0.27408,1,0,0,3,0,16.95,9.01,0.51,0,38.67,1.3,0,0,0,0,0,0,148.9,1,0,9,0,0.67,0,0,0,0,0,0,0,2.807,0,0,3,0,0,0,0,0,0,0,-0.054,22.618,0,0,0,0,0,0,0,0,3,0,0.0,0,3,0,3,4,81.09,0,0.0,0,0,0.546,6.33,4,0,0
24,8,C3H3N3:BCl3,-0.29974,1,0,0,0,0,29.29,9.01,0.95,0,38.67,1.16,0,0,0,0,0,0,198.25,1,0,9,0,1.36,0,0,0,0,0,0,0,2.807,0,0,3,0,0,0,0,0,0,0,-0.054,22.618,0,0,0,0,0,0,0,0,3,0,0.0,3,3,0,3,4,81.09,0,0.0,0,0,1.364,3.42,4,0,0
24,9,C3H3N3:BBr3,-0.27748,1,0,0,0,0,62.63,9.01,1.24,0,38.67,1.09,0,0,0,0,0,0,331.6,1,0,9,0,1.73,0,0,0,0,0,0,0,2.807,0,0,3,0,0,0,0,0,0,0,-0.054,22.618,0,0,0,0,0,0,0,0,3,0,0.0,0,3,0,3,4,81.09,0,0.0,0,0,2.026,2.4,4,0,0
24,10,C3H3N3:C18BF15,-0.35084,1,0,18,15,0,15.06,9.01,0.73,0,38.67,1.2,0,0,0,0,0,0,593.08,1,0,9,0,0.72,0,0,0,0,0,0,0,2.807,0,0,3,0,0,0,0,0,0,0,-0.054,22.618,0,0,0,0,0,0,0,0,36,0,-0.525,0,36,15,15,34,81.09,3,0.5,18,0,7.875,4.45,34,18,18
24,11,C3H3N3:BI3,-0.2105,1,0,0,0,0,97.88,9.01,1.49,0,38.67,0.97,0,0,0,0,0,0,472.6,1,0,9,0,2.71,0,0,0,0,0,0,0,2.807,0,0,3,0,0,0,0,0,0,0,-0.054,22.618,0,0,0,0,0,0,0,0,3,0,0.0,0,3,0,3,4,81.09,0,0.0,0,0,2.604,1.92,4,0,0
24,12,C3H3N3:O2S,-0.06906,0,0,0,2,0,21.36,9.01,0.7,0,38.67,1.24,0,0,0,0,0,0,145.16,1,0,9,0,0.85,0,0,0,0,0,0,0,2.807,0,0,3,0,0,0,0,0,0,0,-0.054,22.618,0,0,0,0,0,0,0,0,2,0,0.0,0,2,0,0,3,81.09,0,0.0,0,0,-2.379,5.28,3,0,2
25,1,C6H7N:AlCl3,-0.16978,0,0,0,0,0,33.33,6.65,1.16,0,26.02,1.1,0,0,2,0,0,0,226.47,1,0,14,0,1.89,0,0,0,0,0,0,0,2.807,1,0,6,0,0,0,0,0,5,1,1.083,30.758,0,0,0,0,0,0,0,0,3,0,0.0,3,3,0,3,4,93.14,0,0.0,0,1,1.364,3.28,4,0,0
25,2,C6H7N:AlH3,-0.15576,0,0,0,0,0,7.5,6.65,0.63,0,26.02,0.86,0,0,2,0,0,0,123.15,1,3,14,0,1.25,0,0,0,0,0,0,0,2.807,1,0,6,0,0,0,0,0,5,1,1.083,30.758,0,0,0,0,0,0,0,0,3,3,0.0,0,0,0,0,1,93.14,0,0.0,0,1,-1.041,2.0,4,0,0
25,3,C6H7N:C18F15Al,-0.1623,0,0,15,15,0,15.53,6.65,0.76,0,26.02,1.19,0,0,2,0,0,0,621.3,1,0,14,0,0.78,0,0,0,0,0,0,0,2.807,1,0,6,0,0,0,0,0,5,1,1.083,30.758,0,0,0,0,0,0,0,0,36,0,-0.525,0,36,15,15,34,93.14,3,0.5,18,1,7.875,4.43,34,18,18
25,4,C6H7N:C3H9Al,-0.14474,0,0,0,0,0,5.55,6.65,0.56,0,26.02,0.93,0,0,2,0,0,0,165.24,1,9,14,0,0.79,0,0,0,0,0,0,0,2.807,1,0,6,0,0,0,0,0,5,1,1.083,30.758,0,0,0,0,0,0,0,0,12,0,-0.646,0,3,0,0,4,93.14,0,0.0,3,1,1.364,1.69,13,0,0
25,5,C6H7N:C2H5AlCl2,-0.15586,0,0,0,0,0,12.7,6.65,0.71,0,26.02,0.99,0,0,2,0,0,0,220.09,1,5,14,0,1.02,0,0,0,0,0,0,0,2.807,1,0,6,0,0,0,0,0,5,1,1.083,30.758,0,0,0,0,0,0,0,0,9,0,-0.359,2,4,0,2,5,93.14,0,0.0,2,1,1.817,2.5,10,0,0
25,6,C6H7N:BH3,-0.33454,1,0,0,0,0,3.46,6.65,0.42,0,26.02,0.91,0,0,2,0,0,0,106.98,1,3,14,0,0.72,0,0,0,0,0,0,0,2.807,1,0,6,0,0,0,0,0,5,1,1.083,30.758,0,0,0,0,0,0,0,0,3,3,0.0,0,0,0,0,1,93.14,0,0.0,0,0,-1.041,2.0,4,0,0
25,7,C6H7N:BF3,-0.28486,1,0,0,3,0,16.95,6.65,0.51,0,26.02,1.3,0,0,2,0,0,0,160.95,1,0,14,0,0.67,0,0,0,0,0,0,0,2.807,1,0,6,0,0,0,0,0,5,1,1.083,30.758,0,0,0,0,0,0,0,0,3,0,0.0,0,3,0,3,4,93.14,0,0.0,0,0,0.546,6.33,4,0,0
