#LB_label,#LA_label,#ID,ChargeTransfer,la_Me,la_nB,nO,la_nHM,la_Ui,la_nHAcc,la_AMW,C-041,AMW,nPyrroles,la_Mv,TPSA(NO),la_nF,nRSR,nCt,nHDon,C-033,nPyridines,C-006,la_nX,la_Ms,H-051,nX,la_MW,la_Mp,la_nAB,nF,C-027,nPyrazines,la_C-026,nCIC,ARR,H-049,nArNH2,nH,RBF,la_F-084,nRCO,nCrt,Total_MW,la_nBM,la_nBnz,la_LAI,la_ARR,la_RBF
17,6,C6H7N:BH3,-0.32724,0.91,1,0,0,0.0,0,3.46,0,6.65,0,0.42,12.89,0,0,0,0,0,1,0,0,2.0,3,0,13.84,0.72,0,0,1,0,0,1,0.857,1,0,7,0.0,0,0,0,106.98,0,0,0,0.0,0.0
17,7,C6H7N:BF3,-0.30354,1.3,1,0,0,0.0,3,16.95,0,6.65,0,0.51,12.89,3,0,0,0,0,1,0,3,6.33,3,0,67.81,0.67,0,0,1,0,0,1,0.857,1,0,7,0.0,0,0,0,160.95,0,0,0,0.0,0.0
17,8,C6H7N:BCl3,-0.31426,1.16,1,0,0,0.0,0,29.29,0,6.65,0,0.95,12.89,0,0,0,0,0,1,0,3,3.42,3,0,117.16,1.36,0,0,1,0,0,1,0.857,1,0,7,0.0,0,0,0,210.3,0,0,0,0.0,0.0
17,9,C6H7N:BBr3,-0.29314,1.09,1,0,0,0.0,0,62.63,0,6.65,0,1.24,12.89,0,0,0,0,0,1,0,3,2.4,3,0,250.51,1.73,0,0,1,0,0,1,0.857,1,0,7,0.0,0,0,0,343.65,0,0,0,0.0,0.0
17,10,C6H7N:C18BF15,-0.3769,1.2,1,0,0,4.248,15,15.06,0,6.65,0,0.73,12.89,15,0,0,0,0,1,0,15,4.45,3,0,511.99,0.72,18,0,1,0,18,1,0.857,1,0,7,0.0,15,0,0,605.13,18,3,1,0.5,0.083
17,11,C6H7N:BI3,-0.25672,0.97,1,0,0,0.0,0,97.88,0,6.65,0,1.49,12.89,0,0,0,0,0,1,0,3,1.92,3,0,391.51,2.71,0,0,1,0,0,1,0.857,1,0,7,0.0,0,0,0,484.65,0,0,0,0.0,0.0
17,12,C6H7N:O2S,-0.13514,1.24,0,0,0,1.585,2,21.36,0,6.65,0,0.7,12.89,0,0,0,0,0,1,0,0,5.28,3,0,64.07,0.85,0,0,1,0,0,1,0.857,1,0,7,0.0,0,0,0,157.21,2,0,0,0.0,0.0
18,1,NH3:AlCl3,-0.18562,1.1,0,0,1,0.0,0,33.33,0,4.26,0,1.16,0.0,0,0,0,3,0,0,0,3,3.28,0,0,133.33,1.89,0,0,0,0,0,0,0.0,0,0,3,0.0,0,0,0,150.37,0,0,0,0.0,0.0
18,2,NH3:AlH3,-0.17416,0.86,0,0,1,0.0,0,7.5,0,4.26,0,0.63,0.0,0,0,0,3,0,0,0,0,2.0,0,0,30.01,1.25,0,0,0,0,0,0,0.0,0,0,3,0.0,0,0,0,47.05,0,0,0,0.0,0.0
18,3,NH3:C18F15Al,-0.19356,1.19,0,0,1,4.248,15,15.53,0,4.26,0,0.76,0.0,15,0,0,3,0,0,0,15,4.43,0,0,528.16,0.78,18,0,0,0,15,0,0.0,0,0,3,0.0,15,0,0,545.2,18,3,1,0.5,0.083
18,4,NH3:C3H9Al,-0.1695,0.93,0,0,1,0.0,0,5.55,0,4.26,0,0.56,0.0,0,0,0,3,0,0,0,0,1.69,0,0,72.1,0.79,0,0,0,0,0,0,0.0,0,0,3,0.0,0,0,0,89.14,0,0,0,0.0,0.0
18,5,NH3:C2H5AlCl2,-0.17902,0.99,0,0,1,0.0,0,12.7,0,4.26,0,0.71,0.0,0,0,0,3,0,0,0,2,2.5,0,0,126.95,1.02,0,0,0,0,0,0,0.0,0,0,3,0.0,0,0,0,143.99,0,0,0,0.0,0.0
18,6,NH3:BH3,-0.35796,0.91,1,0,0,0.0,0,3.46,0,4.26,0,0.42,0.0,0,0,0,3,0,0,0,0,2.0,0,0,13.84,0.72,0,0,0,0,0,0,0.0,0,0,3,0.0,0,0,0,30.88,0,0,0,0.0,0.0
18,7,NH3:BF3,-0.30406,1.3,1,0,0,0.0,3,16.95,0,4.26,0,0.51,0.0,3,0,0,3,0,0,0,3,6.33,0,0,67.81,0.67,0,0,0,0,0,0,0.0,0,0,3,0.0,0,0,0,84.85,0,0,0,0.0,0.0
18,8,NH3:BCl3,-0.35168,1.16,1,0,0,0.0,0,29.29,0,4.26,0,0.95,0.0,0,0,0,3,0,0,0,3,3.42,0,0,117.16,1.36,0,0,0,0,0,0,0.0,0,0,3,0.0,0,0,0,134.2,0,0,0,0.0,0.0
18,9,NH3:BBr3,-0.34132,1.09,1,0,0,0.0,0,62.63,0,4.26,0,1.24,0.0,0,0,0,3,0,0,0,3,2.4,0,0,250.51,1.73,0,0,0,0,0,0,0.0,0,0,3,0.0,0,0,0,267.55,0,0,0,0.0,0.0
18,10,NH3:C18BF15,-0.39134,1.2,1,0,0,4.248,15,15.06,0,4.26,0,0.73,0.0,15,0,0,3,0,0,0,15,4.45,0,0,511.99,0.72,18,0,0,0,18,0,0.0,0,0,3,0.0,15,0,0,529.03,18,3,1,0.5,0.083
18,11,NH3:BI3,-0.31084,0.97,1,0,0,0.0,0,97.88,0,4.26,0,1.49,0.0,0,0,0,3,0,0,0,3,1.92,0,0,391.51,2.71,0,0,0,0,0,0,0.0,0,0,3,0.0,0,0,0,408.55,0,0,0,0.0,0.0
18,12,NH3:O2S,-0.09924,1.24,0,0,0,1.585,2,21.36,0,4.26,0,0.7,0.0,0,0,0,3,0,0,0,0,5.28,0,0,64.07,0.85,0,0,0,0,0,0,0.0,0,0,3,0.0,0,0,0,81.11,2,0,0,0.0,0.0
19,1,CH5N:AlCl3,-0.17356,1.1,0,0,1,0.0,0,33.33,0,4.44,0,1.16,26.02,0,0,0,2,0,0,0,3,3.28,0,0,133.33,1.89,0,0,0,0,0,0,0.0,0,0,5,0.0,0,0,0,164.4,0,0,0,0.0,0.0
19,2,CH5N:AlH3,-0.1686,0.86,0,0,1,0.0,0,7.5,0,4.44,0,0.63,26.02,0,0,0,2,0,0,0,0,2.0,0,0,30.01,1.25,0,0,0,0,0,0,0.0,0,0,5,0.0,0,0,0,61.08,0,0,0,0.0,0.0
19,3,CH5N:C18F15Al,-0.18526,1.19,0,0,1,4.248,15,15.53,0,4.44,0,0.76,26.02,15,0,0,2,0,0,0,15,4.43,0,0,528.16,0.78,18,0,0,0,15,0,0.0,0,0,5,0.0,15,0,0,559.23,18,3,1,0.5,0.083
19,4,CH5N:C3H9Al,-0.16026,0.93,0,0,1,0.0,0,5.55,0,4.44,0,0.56,26.02,0,0,0,2,0,0,0,0,1.69,0,0,72.1,0.79,0,0,0,0,0,0,0.0,0,0,5,0.0,0,0,0,103.17,0,0,0,0.0,0.0
19,5,CH5N:C2H5AlCl2,-0.16818,0.99,0,0,1,0.0,0,12.7,0,4.44,0,0.71,26.02,0,0,0,2,0,0,0,2,2.5,0,0,126.95,1.02,0,0,0,0,0,0,0.0,0,0,5,0.0,0,0,0,158.02,0,0,0,0.0,0.0
19,6,CH5N:BH3,-0.35942,0.91,1,0,0,0.0,0,3.46,0,4.44,0,0.42,26.02,0,0,0,2,0,0,0,0,2.0,0,0,13.84,0.72,0,0,0,0,0,0,0.0,0,0,5,0.0,0,0,0,44.91,0,0,0,0.0,0.0
19,7,CH5N:BF3,-0.31126,1.3,1,0,0,0.0,3,16.95,0,4.44,0,0.51,26.02,3,0,0,2,0,0,0,3,6.33,0,0,67.81,0.67,0,0,0,0,0,0,0.0,0,0,5,0.0,0,0,0,98.88,0,0,0,0.0,0.0
19,8,CH5N:BCl3,-0.34326,1.16,1,0,0,0.0,0,29.29,0,4.44,0,0.95,26.02,0,0,0,2,0,0,0,3,3.42,0,0,117.16,1.36,0,0,0,0,0,0,0.0,0,0,5,0.0,0,0,0,148.23,0,0,0,0.0,0.0
19,9,CH5N:BBr3,-0.33016,1.09,1,0,0,0.0,0,62.63,0,4.44,0,1.24,26.02,0,0,0,2,0,0,0,3,2.4,0,0,250.51,1.73,0,0,0,0,0,0,0.0,0,0,5,0.0,0,0,0,281.58,0,0,0,0.0,0.0
19,10,CH5N:C18BF15,-0.39548,1.2,1,0,0,4.248,15,15.06,0,4.44,0,0.73,26.02,15,0,0,2,0,0,0,15,4.45,0,0,511.99,0.72,18,0,0,0,18,0,0.0,0,0,5,0.0,15,0,0,543.06,18,3,1,0.5,0.083
19,11,CH5N:BI3,-0.3012,0.97,1,0,0,0.0,0,97.88,0,4.44,0,1.49,26.02,0,0,0,2,0,0,0,3,1.92,0,0,391.51,2.71,0,0,0,0,0,0,0.0,0,0,5,0.0,0,0,0,422.58,0,0,0,0.0,0.0
19,12,CH5N:O2S,-0.1548,1.24,0,0,0,1.585,2,21.36,0,4.44,0,0.7,26.02,0,0,0,2,0,0,0,0,5.28,0,0,64.07,0.85,0,0,0,0,0,0,0.0,0,0,5,0.0,0,0,0,95.14,2,0,0,0.0,0.0
20,1,C2H7N:AlCl3,-0.16264,1.1,0,0,1,0.0,0,33.33,0,4.51,0,1.16,12.03,0,0,0,1,0,0,0,3,3.28,0,0,133.33,1.89,0,0,0,0,0,0,0.0,0,0,7,0.0,0,0,0,178.43,0,0,0,0.0,0.0
20,2,C2H7N:AlH3,-0.15608,0.86,0,0,1,0.0,0,7.5,0,4.51,0,0.63,12.03,0,0,0,1,0,0,0,0,2.0,0,0,30.01,1.25,0,0,0,0,0,0,0.0,0,0,7,0.0,0,0,0,75.11,0,0,0,0.0,0.0
20,3,C2H7N:C18F15Al,-0.17594,1.19,0,0,1,4.248,15,15.53,0,4.51,0,0.76,12.03,15,0,0,1,0,0,0,15,4.43,0,0,528.16,0.78,18,0,0,0,15,0,0.0,0,0,7,0.0,15,0,0,573.26,18,3,1,0.5,0.083
20,4,C2H7N:C3H9Al,-0.14752,0.93,0,0,1,0.0,0,5.55,0,4.51,0,0.56,12.03,0,0,0,1,0,0,0,0,1.69,0,0,72.1,0.79,0,0,0,0,0,0,0.0,0,0,7,0.0,0,0,0,117.2,0,0,0,0.0,0.0
20,5,C2H7N:C2H5AlCl2,-0.15544,0.99,0,0,1,0.0,0,12.7,0,4.51,0,0.71,12.03,0,0,0,1,0,0,0,2,2.5,0,0,126.95,1.02,0,0,0,0,0,0,0.0,0,0,7,0.0,0,0,0,172.05,0,0,0,0.0,0.0
20,6,C2H7N:BH3,-0.35029,0.91,1,0,0,0.0,0,3.46,0,4.51,0,0.42,12.03,0,0,0,1,0,0,0,0,2.0,0,0,13.84,0.72,0,0,0,0,0,0,0.0,0,0,7,0.0,0,0,0,58.94,0,0,0,0.0,0.0
20,7,C2H7N:BF3,-0.3051,1.3,1,0,0,0.0,3,16.95,0,4.51,0,0.51,12.03,3,0,0,1,0,0,0,3,6.33,0,0,67.81,0.67,0,0,0,0,0,0,0.0,0,0,7,0.0,0,0,0,112.91,0,0,0,0.0,0.0
20,8,C2H7N:BCl3,-0.32704,1.16,1,0,0,0.0,0,29.29,0,4.51,0,0.95,12.03,0,0,0,1,0,0,0,3,3.42,0,0,117.16,1.36,0,0,0,0,0,0,0.0,0,0,7,0.0,0,0,0,162.26,0,0,0,0.0,0.0
20,9,C2H7N:BBr3,-0.31312,1.09,1,0,0,0.0,0,62.63,0,4.51,0,1.24,12.03,0,0,0,1,0,0,0,3,2.4,0,0,250.51,1.73,0,0,0,0,0,0,0.0,0,0,7,0.0,0,0,0,295.61,0,0,0,0.0,0.0
20,10,C2H7N:C18BF15,-0.38534,1.2,1,0,0,4.248,15,15.06,0,4.51,0,0.73,12.03,15,0,0,1,0,0,0,15,4.45,0,0,511.99,0.72,18,0,0,0,18,0,0.0,0,0,7,0.0,15,0,0,557.09,18,3,1,0.5,0.083
20,11,C2H7N:BI3,-0.2871,0.97,1,0,0,0.0,0,97.88,0,4.51,0,1.49,12.03,0,0,0,1,0,0,0,3,1.92,0,0,391.51,2.71,0,0,0,0,0,0,0.0,0,0,7,0.0,0,0,0,436.61,0,0,0,0.0,0.0
20,12,C2H7N:O2S,-0.1882,1.24,0,0,0,1.585,2,21.36,0,4.51,0,0.7,12.03,0,0,0,1,0,0,0,0,5.28,0,0,64.07,0.85,0,0,0,0,0,0,0.0,0,0,7,0.0,0,0,0,109.17,2,0,0,0.0,0.0
21,1,C3H9N:AlCl3,-0.14898,1.1,0,0,1,0.0,0,33.33,0,4.55,0,1.16,3.24,0,0,0,0,0,0,0,3,3.28,0,0,133.33,1.89,0,0,0,0,0,0,0.0,0,0,9,0.0,0,0,0,192.46,0,0,0,0.0,0.0
21,2,C3H9N:AlH3,-0.14104,0.86,0,0,1,0.0,0,7.5,0,4.55,0,0.63,3.24,0,0,0,0,0,0,0,0,2.0,0,0,30.01,1.25,0,0,0,0,0,0,0.0,0,0,9,0.0,0,0,0,89.14,0,0,0,0.0,0.0
21,3,C3H9N:C18F15Al,-0.16274,1.19,0,0,1,4.248,15,15.53,0,4.55,0,0.76,3.24,15,0,0,0,0,0,0,15,4.43,0,0,528.16,0.78,18,0,0,0,15,0,0.0,0,0,9,0.0,15,0,0,587.29,18,3,1,0.5,0.083
21,4,C3H9N:C3H9Al,-0.13346,0.93,0,0,1,0.0,0,5.55,0,4.55,0,0.56,3.24,0,0,0,0,0,0,0,0,1.69,0,0,72.1,0.79,0,0,0,0,0,0,0.0,0,0,9,0.0,0,0,0,131.23,0,0,0,0.0,0.0
21,5,C3H9N:C2H5AlCl2,-0.14134,0.99,0,0,1,0.0,0,12.7,0,4.55,0,0.71,3.24,0,0,0,0,0,0,0,2,2.5,0,0,126.95,1.02,0,0,0,0,0,0,0.0,0,0,9,0.0,0,0,0,186.08,0,0,0,0.0,0.0
21,6,C3H9N:BH3,-0.3324,0.91,1,0,0,0.0,0,3.46,0,4.55,0,0.42,3.24,0,0,0,0,0,0,0,0,2.0,0,0,13.84,0.72,0,0,0,0,0,0,0.0,0,0,9,0.0,0,0,0,72.97,0,0,0,0.0,0.0
21,7,C3H9N:BF3,-0.2895,1.3,1,0,0,0.0,3,16.95,0,4.55,0,0.51,3.24,3,0,0,0,0,0,0,3,6.33,0,0,67.81,0.67,0,0,0,0,0,0,0.0,0,0,9,0.0,0,0,0,126.94,0,0,0,0.0,0.0
21,8,C3H9N:BCl3,-0.3046,1.16,1,0,0,0.0,0,29.29,0,4.55,0,0.95,3.24,0,0,0,0,0,0,0,3,3.42,0,0,117.16,1.36,0,0,0,0,0,0,0.0,0,0,9,0.0,0,0,0,176.29,0,0,0,0.0,0.0
21,9,C3H9N:BBr3,-0.29132,1.09,1,0,0,0.0,0,62.63,0,4.55,0,1.24,3.24,0,0,0,0,0,0,0,3,2.4,0,0,250.51,1.73,0,0,0,0,0,0,0.0,0,0,9,0.0,0,0,0,309.64,0,0,0,0.0,0.0
21,10,C3H9N:C18BF15,-0.3461,1.2,1,0,0,4.248,15,15.06,0,4.55,0,0.73,3.24,15,0,0,0,0,0,0,15,4.45,0,0,511.99,0.72,18,0,0,0,18,0,0.0,0,0,9,0.0,15,0,0,571.12,18,3,1,0.5,0.083
21,11,C3H9N:BI3,-0.26952,0.97,1,0,0,0.0,0,97.88,0,4.55,0,1.49,3.24,0,0,0,0,0,0,0,3,1.92,0,0,391.51,2.71,0,0,0,0,0,0,0.0,0,0,9,0.0,0,0,0,450.64,0,0,0,0.0,0.0
21,12,C3H9N:O2S,-0.20366,1.24,0,0,0,1.585,2,21.36,0,4.55,0,0.7,3.24,0,0,0,0,0,0,0,0,5.28,0,0,64.07,0.85,0,0,0,0,0,0,0.0,0,0,9,0.0,0,0,0,123.2,2,0,0,0.0,0.0
22,1,CHN:AlCl3,-0.14508,1.1,0,0,1,0.0,0,33.33,0,9.01,0,1.16,23.79,0,0,0,0,0,0,0,3,3.28,0,0,133.33,1.89,0,0,0,0,0,0,0.0,1,0,1,0.0,0,0,0,160.36,0,0,0,0.0,0.0
22,2,CHN:AlH3,-0.13308,0.86,0,0,1,0.0,0,7.5,0,9.01,0,0.63,23.79,0,0,0,0,0,0,0,0,2.0,0,0,30.01,1.25,0,0,0,0,0,0,0.0,1,0,1,0.0,0,0,0,57.04,0,0,0,0.0,0.0
22,3,CHN:C18F15Al,-0.16824,1.19,0,0,1,4.248,15,15.53,0,9.01,0,0.76,23.79,15,0,0,0,0,0,0,15,4.43,0,0,528.16,0.78,18,0,0,0,15,0,0.0,1,0,1,0.0,15,0,0,555.19,18,3,1,0.5,0.083
22,4,CHN:C3H9Al,-0.1296,0.93,0,0,1,0.0,0,5.55,0,9.01,0,0.56,23.79,0,0,0,0,0,0,0,0,1.69,0,0,72.1,0.79,0,0,0,0,0,0,0.0,1,0,1,0.0,0,0,0,99.13,0,0,0,0.0,0.0
22,5,CHN:C2H5AlCl2,-0.13958,0.99,0,0,1,0.0,0,12.7,0,9.01,0,0.71,23.79,0,0,0,0,0,0,0,2,2.5,0,0,126.95,1.02,0,0,0,0,0,0,0.0,1,0,1,0.0,0,0,0,153.98,0,0,0,0.0,0.0
22,6,CHN:BH3,-0.26836,0.91,1,0,0,0.0,0,3.46,0,9.01,0,0.42,23.79,0,0,0,0,0,0,0,0,2.0,0,0,13.84,0.72,0,0,0,0,0,0,0.0,1,0,1,0.0,0,0,0,40.87,0,0,0,0.0,0.0
22,7,CHN:BF3,-0.05116,1.3,1,0,0,0.0,3,16.95,0,9.01,0,0.51,23.79,3,0,0,0,0,0,0,3,6.33,0,0,67.81,0.67,0,0,0,0,0,0,0.0,1,0,1,0.0,0,0,0,94.84,0,0,0,0.0,0.0
22,8,CHN:BCl3,-0.28674,1.16,1,0,0,0.0,0,29.29,0,9.01,0,0.95,23.79,0,0,0,0,0,0,0,3,3.42,0,0,117.16,1.36,0,0,0,0,0,0,0.0,1,0,1,0.0,0,0,0,144.19,0,0,0,0.0,0.0
22,9,CHN:BBr3,-0.26818,1.09,1,0,0,0.0,0,62.63,0,9.01,0,1.24,23.79,0,0,0,0,0,0,0,3,2.4,0,0,250.51,1.73,0,0,0,0,0,0,0.0,1,0,1,0.0,0,0,0,277.54,0,0,0,0.0,0.0
22,10,CHN:C18BF15,-0.35422,1.2,1,0,0,4.248,15,15.06,0,9.01,0,0.73,23.79,15,0,0,0,0,0,0,15,4.45,0,0,511.99,0.72,18,0,0,0,18,0,0.0,1,0,1,0.0,15,0,0,539.02,18,3,1,0.5,0.083
22,11,CHN:BI3,-0.19632,0.97,1,0,0,0.0,0,97.88,0,9.01,0,1.49,23.79,0,0,0,0,0,0,0,3,1.92,0,0,391.51,2.71,0,0,0,0,0,0,0.0,1,0,1,0.0,0,0,0,418.54,0,0,0,0.0,0.0
23,1,C2H3N:AlCl3,-0.16194,1.1,0,0,1,0.0,0,33.33,0,6.84,0,1.16,23.79,0,0,0,0,0,0,0,3,3.28,3,0,133.33,1.89,0,0,0,0,0,0,0.0,0,0,3,0.0,0,0,0,174.39,0,0,0,0.0,0.0
23,2,C2H3N:AlH3,-0.15014,0.86,0,0,1,0.0,0,7.5,0,6.84,0,0.63,23.79,0,0,0,0,0,0,0,0,2.0,3,0,30.01,1.25,0,0,0,0,0,0,0.0,0,0,3,0.0,0,0,0,71.07,0,0,0,0.0,0.0
23,3,C2H3N:C18F15Al,-0.19064,1.19,0,0,1,4.248,15,15.53,0,6.84,0,0.76,23.79,15,0,0,0,0,0,0,15,4.43,3,0,528.16,0.78,18,0,0,0,15,0,0.0,0,0,3,0.0,15,0,0,569.22,18,3,1,0.5,0.083
23,4,C2H3N:C3H9Al,-0.14608,0.93,0,0,1,0.0,0,5.55,0,6.84,0,0.56,23.79,0,0,0,0,0,0,0,0,1.69,3,0,72.1,0.79,0,0,0,0,0,0,0.0,0,0,3,0.0,0,0,0,113.16,0,0,0,0.0,0.0
23,5,C2H3N:C2H5AlCl2,-0.1562,0.99,0,0,1,0.0,0,12.7,0,6.84,0,0.71,23.79,0,0,0,0,0,0,0,2,2.5,3,0,126.95,1.02,0,0,0,0,0,0,0.0,0,0,3,0.0,0,0,0,168.01,0,0,0,0.0,0.0
23,6,C2H3N:BH3,-0.28739,0.91,1,0,0,0.0,0,3.46,0,6.84,0,0.42,23.79,0,0,0,0,0,0,0,0,2.0,3,0,13.84,0.72,0,0,0,0,0,0,0.0,0,0,3,0.0,0,0,0,54.9,0,0,0,0.0,0.0
23,7,C2H3N:BF3,-0.20008,1.3,1,0,0,0.0,3,16.95,0,6.84,0,0.51,23.79,3,0,0,0,0,0,0,3,6.33,3,0,67.81,0.67,0,0,0,0,0,0,0.0,0,0,3,0.0,0,0,0,108.87,0,0,0,0.0,0.0
23,8,C2H3N:BCl3,-0.31718,1.16,1,0,0,0.0,0,29.29,0,6.84,0,0.95,23.79,0,0,0,0,0,0,0,3,3.42,3,0,117.16,1.36,0,0,0,0,0,0,0.0,0,0,3,0.0,0,0,0,158.22,0,0,0,0.0,0.0
23,9,C2H3N:BBr3,-0.30024,1.09,1,0,0,0.0,0,62.63,0,6.84,0,1.24,23.79,0,0,0,0,0,0,0,3,2.4,3,0,250.51,1.73,0,0,0,0,0,0,0.0,0,0,3,0.0,0,0,0,291.57,0,0,0,0.0,0.0
23,10,C2H3N:C18BF15,-0.3811,1.2,1,0,0,4.248,15,15.06,0,6.84,0,0.73,23.79,15,0,0,0,0,0,0,15,4.45,3,0,511.99,0.72,18,0,0,0,18,0,0.0,0,0,3,0.0,15,0,0,553.05,18,3,1,0.5,0.083
23,11,C2H3N:BI3,-0.23684,0.97,1,0,0,0.0,0,97.88,0,6.84,0,1.49,23.79,0,0,0,0,0,0,0,3,1.92,3,0,391.51,2.71,0,0,0,0,0,0,0.0,0,0,3,0.0,0,0,0,432.57,0,0,0,0.0,0.0
24,1,C3H3N3:AlCl3,-0.15124,1.1,0,0,1,0.0,0,33.33,0,9.01,0,1.16,38.67,0,0,0,0,0,0,0,3,3.28,0,0,133.33,1.89,0,0,0,0,0,1,1.0,3,0,3,0.0,0,0,0,214.42,0,0,0,0.0,0.0
24,2,C3H3N3:AlH3,-0.14066,0.86,0,0,1,0.0,0,7.5,0,9.01,0,0.63,38.67,0,0,0,0,0,0,0,0,2.0,0,0,30.01,1.25,0,0,0,0,0,1,1.0,3,0,3,0.0,0,0,0,111.1,0,0,0,0.0,0.0
24,3,C3H3N3:C18F15Al,-0.15848,1.19,0,0,1,4.248,15,15.53,0,9.01,0,0.76,38.67,15,0,0,0,0,0,0,15,4.43,0,0,528.16,0.78,18,0,0,0,15,1,1.0,3,0,3,0.0,15,0,0,609.25,18,3,1,0.5,0.083
24,4,C3H3N3:C3H9Al,-0.13228,0.93,0,0,1,0.0,0,5.55,0,9.01,0,0.56,38.67,0,0,0,0,0,0,0,0,1.69,0,0,72.1,0.79,0,0,0,0,0,1,1.0,3,0,3,0.0,0,0,0,153.19,0,0,0,0.0,0.0
24,5,C3H3N3:C2H5AlCl2,-0.14146,0.99,0,0,1,0.0,0,12.7,0,9.01,0,0.71,38.67,0,0,0,0,0,0,0,2,2.5,0,0,126.95,1.02,0,0,0,0,0,1,1.0,3,0,3,0.0,0,0,0,208.04,0,0,0,0.0,0.0
24,6,C3H3N3:BH3,-0.30546,0.91,1,0,0,0.0,0,3.46,0,9.01,0,0.42,38.67,0,0,0,0,0,0,0,0,2.0,0,0,13.84,0.72,0,0,0,0,0,1,1.0,3,0,3,0.0,0,0,0,94.93,0,0,0,0.0,0.0
24,7,C3H3N3:BF3,-0.27408,1.3,1,0,0,0.0,3,16.95,0,9.01,0,0.51,38.67,3,0,0,0,0,0,0,3,6.33,0,0,67.81,0.67,0,0,0,0,0,1,1.0,3,0,3,0.0,0,0,0,148.9,0,0,0,0.0,0.0
24,8,C3H3N3:BCl3,-0.29974,1.16,1,0,0,0.0,0,29.29,0,9.01,0,0.95,38.67,0,0,0,0,0,0,0,3,3.42,0,0,117.16,1.36,0,0,0,0,0,1,1.0,3,0,3,0.0,0,0,0,198.25,0,0,0,0.0,0.0
24,9,C3H3N3:BBr3,-0.27748,1.09,1,0,0,0.0,0,62.63,0,9.01,0,1.24,38.67,0,0,0,0,0,0,0,3,2.4,0,0,250.51,1.73,0,0,0,0,0,1,1.0,3,0,3,0.0,0,0,0,331.6,0,0,0,0.0,0.0
24,10,C3H3N3:C18BF15,-0.35084,1.2,1,0,0,4.248,15,15.06,0,9.01,0,0.73,38.67,15,0,0,0,0,0,0,15,4.45,0,0,511.99,0.72,18,0,0,0,18,1,1.0,3,0,3,0.0,15,0,0,593.08,18,3,1,0.5,0.083
24,11,C3H3N3:BI3,-0.2105,0.97,1,0,0,0.0,0,97.88,0,9.01,0,1.49,38.67,0,0,0,0,0,0,0,3,1.92,0,0,391.51,2.71,0,0,0,0,0,1,1.0,3,0,3,0.0,0,0,0,472.6,0,0,0,0.0,0.0
24,12,C3H3N3:O2S,-0.06906,1.24,0,0,0,1.585,2,21.36,0,9.01,0,0.7,38.67,0,0,0,0,0,0,0,0,5.28,0,0,64.07,0.85,0,0,0,0,0,1,1.0,3,0,3,0.0,0,0,0,145.16,2,0,0,0.0,0.0
25,1,C6H7N:AlCl3,-0.16978,1.1,0,0,1,0.0,0,33.33,0,6.65,0,1.16,26.02,0,0,0,2,0,0,0,3,3.28,0,0,133.33,1.89,0,0,0,0,0,1,0.857,0,1,7,0.0,0,0,0,226.47,0,0,0,0.0,0.0
25,2,C6H7N:AlH3,-0.15576,0.86,0,0,1,0.0,0,7.5,0,6.65,0,0.63,26.02,0,0,0,2,0,0,0,0,2.0,0,0,30.01,1.25,0,0,0,0,0,1,0.857,0,1,7,0.0,0,0,0,123.15,0,0,0,0.0,0.0
25,3,C6H7N:C18F15Al,-0.1623,1.19,0,0,1,4.248,15,15.53,0,6.65,0,0.76,26.02,15,0,0,2,0,0,0,15,4.43,0,0,528.16,0.78,18,0,0,0,15,1,0.857,0,1,7,0.0,15,0,0,621.3,18,3,1,0.5,0.083
25,4,C6H7N:C3H9Al,-0.14474,0.93,0,0,1,0.0,0,5.55,0,6.65,0,0.56,26.02,0,0,0,2,0,0,0,0,1.69,0,0,72.1,0.79,0,0,0,0,0,1,0.857,0,1,7,0.0,0,0,0,165.24,0,0,0,0.0,0.0
25,5,C6H7N:C2H5AlCl2,-0.15586,0.99,0,0,1,0.0,0,12.7,0,6.65,0,0.71,26.02,0,0,0,2,0,0,0,2,2.5,0,0,126.95,1.02,0,0,0,0,0,1,0.857,0,1,7,0.0,0,0,0,220.09,0,0,0,0.0,0.0
25,6,C6H7N:BH3,-0.33454,0.91,1,0,0,0.0,0,3.46,0,6.65,0,0.42,26.02,0,0,0,2,0,0,0,0,2.0,0,0,13.84,0.72,0,0,0,0,0,1,0.857,0,1,7,0.0,0,0,0,106.98,0,0,0,0.0,0.0
25,7,C6H7N:BF3,-0.28486,1.3,1,0,0,0.0,3,16.95,0,6.65,0,0.51,26.02,3,0,0,2,0,0,0,3,6.33,0,0,67.81,0.67,0,0,0,0,0,1,0.857,0,1,7,0.0,0,0,0,160.95,0,0,0,0.0,0.0
25,8,C6H7N:BCl3,-0.3324,1.16,1,0,0,0.0,0,29.29,0,6.65,0,0.95,26.02,0,0,0,2,0,0,0,3,3.42,0,0,117.16,1.36,0,0,0,0,0,1,0.857,0,1,7,0.0,0,0,0,210.3,0,0,0,0.0,0.0
25,9,C6H7N:BBr3,-0.31504,1.09,1,0,0,0.0,0,62.63,0,6.65,0,1.24,26.02,0,0,0,2,0,0,0,3,2.4,0,0,250.51,1.73,0,0,0,0,0,1,0.857,0,1,7,0.0,0,0,0,343.65,0,0,0,0.0,0.0
