#LB_label,#LA_label,#ID,ChargeTransfer,la_Me,la_nB,nO,la_nHM,la_Ui,la_nHAcc,la_AMW,C-041,AMW,nPyrroles,la_Mv,TPSA(NO),la_nF,nRSR,nCt,nHDon,C-033,nPyridines,C-006,la_nX,la_Ms,H-051,nX,la_MW,la_Mp,la_nAB,nF,C-027,nPyrazines,la_C-026,nCIC,ARR,H-049,nArNH2,nH,RBF,la_F-084,nRCO,nCrt,Total_MW,la_nBM,la_nBnz,la_LAI,la_ARR,la_RBF
9,6,C16H10N2S2:BH3,-0.30552,0.91,1,0,0,0.0,0,3.46,0,9.81,0,0.42,25.78,0,0,0,0,2,0,0,0,2.0,0,0,13.84,0.72,0,0,0,1,0,4,0.913,0,0,10,0.061,0,0,0,308.26,0,0,0,0.0,0.0
9,7,C16H10N2S2:BF3,-0.26482,1.3,1,0,0,0.0,3,16.95,0,9.81,0,0.51,25.78,3,0,0,0,2,0,0,3,6.33,0,0,67.81,0.67,0,0,0,1,0,4,0.913,0,0,10,0.061,0,0,0,362.23,0,0,0,0.0,0.0
9,8,C16H10N2S2:BCl3,-0.29402,1.16,1,0,0,0.0,0,29.29,0,9.81,0,0.95,25.78,0,0,0,0,2,0,0,3,3.42,0,0,117.16,1.36,0,0,0,1,0,4,0.913,0,0,10,0.061,0,0,0,411.58,0,0,0,0.0,0.0
9,9,C16H10N2S2:BBr3,-0.27312,1.09,1,0,0,0.0,0,62.63,0,9.81,0,1.24,25.78,0,0,0,0,2,0,0,3,2.4,0,0,250.51,1.73,0,0,0,1,0,4,0.913,0,0,10,0.061,0,0,0,544.93,0,0,0,0.0,0.0
9,10,C16H10N2S2:C18BF15,-0.34212,1.2,1,0,0,4.248,15,15.06,0,9.81,0,0.73,25.78,15,0,0,0,2,0,0,15,4.45,0,0,511.99,0.72,18,0,0,1,18,4,0.913,0,0,10,0.061,15,0,0,806.41,18,3,1,0.5,0.083
9,11,C16H10N2S2:BI3,-0.21718,0.97,1,0,0,0.0,0,97.88,0,9.81,0,1.49,25.78,0,0,0,0,2,0,0,3,1.92,0,0,391.51,2.71,0,0,0,1,0,4,0.913,0,0,10,0.061,0,0,0,685.93,0,0,0,0.0,0.0
9,12,C16H10N2S2:O2S,-0.05022,1.24,0,0,0,1.585,2,21.36,0,9.81,0,0.7,25.78,0,0,0,0,2,0,0,0,5.28,0,0,64.07,0.85,0,0,0,1,0,4,0.913,0,0,10,0.061,0,0,0,358.49,2,0,0,0.0,0.0
10,1,C6H4N2S:AlCl3,-0.15454,1.1,0,0,1,0.0,0,33.33,0,10.48,0,1.16,25.78,0,0,0,0,0,0,0,3,3.28,0,0,133.33,1.89,0,0,0,0,0,2,1.0,0,0,4,0.0,0,0,0,269.52,0,0,0,0.0,0.0
10,2,C6H4N2S:AlH3,-0.14188,0.86,0,0,1,0.0,0,7.5,0,10.48,0,0.63,25.78,0,0,0,0,0,0,0,0,2.0,0,0,30.01,1.25,0,0,0,0,0,2,1.0,0,0,4,0.0,0,0,0,166.2,0,0,0,0.0,0.0
10,3,C6H4N2S:C18F15Al,-0.17022,1.19,0,0,1,4.248,15,15.53,0,10.48,0,0.76,25.78,15,0,0,0,0,0,0,15,4.43,0,0,528.16,0.78,18,0,0,0,15,2,1.0,0,0,4,0.0,15,0,0,664.35,18,3,1,0.5,0.083
10,4,C6H4N2S:C3H9Al,-0.13012,0.93,0,0,1,0.0,0,5.55,0,10.48,0,0.56,25.78,0,0,0,0,0,0,0,0,1.69,0,0,72.1,0.79,0,0,0,0,0,2,1.0,0,0,4,0.0,0,0,0,208.29,0,0,0,0.0,0.0
10,5,C6H4N2S:C2H5AlCl2,-0.1343,0.99,0,0,1,0.0,0,12.7,0,10.48,0,0.71,25.78,0,0,0,0,0,0,0,2,2.5,0,0,126.95,1.02,0,0,0,0,0,2,1.0,0,0,4,0.0,0,0,0,263.14,0,0,0,0.0,0.0
10,6,C6H4N2S:BH3,-0.30032,0.91,1,0,0,0.0,0,3.46,0,10.48,0,0.42,25.78,0,0,0,0,0,0,0,0,2.0,0,0,13.84,0.72,0,0,0,0,0,2,1.0,0,0,4,0.0,0,0,0,150.03,0,0,0,0.0,0.0
10,7,C6H4N2S:BF3,-0.26152,1.3,1,0,0,0.0,3,16.95,0,10.48,0,0.51,25.78,3,0,0,0,0,0,0,3,6.33,0,0,67.81,0.67,0,0,0,0,0,2,1.0,0,0,4,0.0,0,0,0,204.0,0,0,0,0.0,0.0
10,8,C6H4N2S:BCl3,-0.29988,1.16,1,0,0,0.0,0,29.29,0,10.48,0,0.95,25.78,0,0,0,0,0,0,0,3,3.42,0,0,117.16,1.36,0,0,0,0,0,2,1.0,0,0,4,0.0,0,0,0,253.35,0,0,0,0.0,0.0
10,9,C6H4N2S:BBr3,-0.2709,1.09,1,0,0,0.0,0,62.63,0,10.48,0,1.24,25.78,0,0,0,0,0,0,0,3,2.4,0,0,250.51,1.73,0,0,0,0,0,2,1.0,0,0,4,0.0,0,0,0,386.7,0,0,0,0.0,0.0
10,10,C6H4N2S:C18BF15,-0.3734,1.2,1,0,0,4.248,15,15.06,0,10.48,0,0.73,25.78,15,0,0,0,0,0,0,15,4.45,0,0,511.99,0.72,18,0,0,0,18,2,1.0,0,0,4,0.0,15,0,0,648.18,18,3,1,0.5,0.083
10,11,C6H4N2S:BI3,-0.17652,0.97,1,0,0,0.0,0,97.88,0,10.48,0,1.49,25.78,0,0,0,0,0,0,0,3,1.92,0,0,391.51,2.71,0,0,0,0,0,2,1.0,0,0,4,0.0,0,0,0,527.7,0,0,0,0.0,0.0
10,12,C6H4N2S:O2S,-0.03074,1.24,0,0,0,1.585,2,21.36,0,10.48,0,0.7,25.78,0,0,0,0,0,0,0,0,5.28,0,0,64.07,0.85,0,0,0,0,0,2,1.0,0,0,4,0.0,0,0,0,200.26,2,0,0,0.0,0.0
11,1,C6H3N2FS:AlCl3,-0.152,1.1,0,0,1,0.0,0,33.33,0,11.86,0,1.16,25.78,0,0,0,0,0,0,0,3,3.28,0,1,133.33,1.89,0,1,0,0,0,2,0.909,0,0,3,0.0,0,0,0,287.51,0,0,0,0.0,0.0
11,2,C6H3N2FS:AlH3,-0.13864,0.86,0,0,1,0.0,0,7.5,0,11.86,0,0.63,25.78,0,0,0,0,0,0,0,0,2.0,0,1,30.01,1.25,0,1,0,0,0,2,0.909,0,0,3,0.0,0,0,0,184.19,0,0,0,0.0,0.0
11,3,C6H3N2FS:C18F15Al,-0.16582,1.19,0,0,1,4.248,15,15.53,0,11.86,0,0.76,25.78,15,0,0,0,0,0,0,15,4.43,0,1,528.16,0.78,18,1,0,0,15,2,0.909,0,0,3,0.0,15,0,0,682.34,18,3,1,0.5,0.083
11,4,C6H3N2FS:C3H9Al,-0.12724,0.93,0,0,1,0.0,0,5.55,0,11.86,0,0.56,25.78,0,0,0,0,0,0,0,0,1.69,0,1,72.1,0.79,0,1,0,0,0,2,0.909,0,0,3,0.0,0,0,0,226.28,0,0,0,0.0,0.0
11,5,C6H3N2FS:C2H5AlCl2,-0.13144,0.99,0,0,1,0.0,0,12.7,0,11.86,0,0.71,25.78,0,0,0,0,0,0,0,2,2.5,0,1,126.95,1.02,0,1,0,0,0,2,0.909,0,0,3,0.0,0,0,0,281.13,0,0,0,0.0,0.0
11,6,C6H3N2FS:BH3,-0.2967,0.91,1,0,0,0.0,0,3.46,0,11.86,0,0.42,25.78,0,0,0,0,0,0,0,0,2.0,0,1,13.84,0.72,0,1,0,0,0,2,0.909,0,0,3,0.0,0,0,0,168.02,0,0,0,0.0,0.0
11,7,C6H3N2FS:BF3,-0.2646,1.3,1,0,0,0.0,3,16.95,0,11.86,0,0.51,25.78,3,0,0,0,0,0,0,3,6.33,0,1,67.81,0.67,0,1,0,0,0,2,0.909,0,0,3,0.0,0,0,0,221.99,0,0,0,0.0,0.0
11,8,C6H3N2FS:BCl3,-0.29622,1.16,1,0,0,0.0,0,29.29,0,11.86,0,0.95,25.78,0,0,0,0,0,0,0,3,3.42,0,1,117.16,1.36,0,1,0,0,0,2,0.909,0,0,3,0.0,0,0,0,271.34,0,0,0,0.0,0.0
11,9,C6H3N2FS:BBr3,-0.2666,1.09,1,0,0,0.0,0,62.63,0,11.86,0,1.24,25.78,0,0,0,0,0,0,0,3,2.4,0,1,250.51,1.73,0,1,0,0,0,2,0.909,0,0,3,0.0,0,0,0,404.69,0,0,0,0.0,0.0
11,10,C6H3N2FS:C18BF15,-0.36924,1.2,1,0,0,4.248,15,15.06,0,11.86,0,0.73,25.78,15,0,0,0,0,0,0,15,4.45,0,1,511.99,0.72,18,1,0,0,18,2,0.909,0,0,3,0.0,15,0,0,666.17,18,3,1,0.5,0.083
11,11,C6H3N2FS:BI3,-0.16242,0.97,1,0,0,0.0,0,97.88,0,11.86,0,1.49,25.78,0,0,0,0,0,0,0,3,1.92,0,1,391.51,2.71,0,1,0,0,0,2,0.909,0,0,3,0.0,0,0,0,545.69,0,0,0,0.0,0.0
11,12,C6H3N2FS:O2S,-0.02704,1.24,0,0,0,1.585,2,21.36,0,11.86,0,0.7,25.78,0,0,0,0,0,0,0,0,5.28,0,1,64.07,0.85,0,1,0,0,0,2,0.909,0,0,3,0.0,0,0,0,218.25,2,0,0,0.0,0.0
12,1,C6H2N2F2S:AlCl3,-0.14932,1.1,0,0,1,0.0,0,33.33,0,13.24,0,1.16,25.78,0,0,0,0,0,0,0,3,3.28,0,2,133.33,1.89,0,2,0,0,0,2,0.833,0,0,2,0.0,0,0,0,305.5,0,0,0,0.0,0.0
12,2,C6H2N2F2S:AlH3,-0.13678,0.86,0,0,1,0.0,0,7.5,0,13.24,0,0.63,25.78,0,0,0,0,0,0,0,0,2.0,0,2,30.01,1.25,0,2,0,0,0,2,0.833,0,0,2,0.0,0,0,0,202.18,0,0,0,0.0,0.0
12,3,C6H2N2F2S:C18F15Al,-0.1625,1.19,0,0,1,4.248,15,15.53,0,13.24,0,0.76,25.78,15,0,0,0,0,0,0,15,4.43,0,2,528.16,0.78,18,2,0,0,15,2,0.833,0,0,2,0.0,15,0,0,700.33,18,3,1,0.5,0.083
12,4,C6H2N2F2S:C3H9Al,-0.12726,0.93,0,0,1,0.0,0,5.55,0,13.24,0,0.56,25.78,0,0,0,0,0,0,0,0,1.69,0,2,72.1,0.79,0,2,0,0,0,2,0.833,0,0,2,0.0,0,0,0,244.27,0,0,0,0.0,0.0
12,5,C6H2N2F2S:C2H5AlCl2,-0.12934,0.99,0,0,1,0.0,0,12.7,0,13.24,0,0.71,25.78,0,0,0,0,0,0,0,2,2.5,0,2,126.95,1.02,0,2,0,0,0,2,0.833,0,0,2,0.0,0,0,0,299.12,0,0,0,0.0,0.0
12,6,C6H2N2F2S:BH3,-0.29572,0.91,1,0,0,0.0,0,3.46,0,13.24,0,0.42,25.78,0,0,0,0,0,0,0,0,2.0,0,2,13.84,0.72,0,2,0,0,0,2,0.833,0,0,2,0.0,0,0,0,186.01,0,0,0,0.0,0.0
12,7,C6H2N2F2S:BF3,-0.26272,1.3,1,0,0,0.0,3,16.95,0,13.24,0,0.51,25.78,3,0,0,0,0,0,0,3,6.33,0,2,67.81,0.67,0,2,0,0,0,2,0.833,0,0,2,0.0,0,0,0,239.98,0,0,0,0.0,0.0
12,8,C6H2N2F2S:BCl3,-0.2944,1.16,1,0,0,0.0,0,29.29,0,13.24,0,0.95,25.78,0,0,0,0,0,0,0,3,3.42,0,2,117.16,1.36,0,2,0,0,0,2,0.833,0,0,2,0.0,0,0,0,289.33,0,0,0,0.0,0.0
12,9,C6H2N2F2S:BBr3,-0.26428,1.09,1,0,0,0.0,0,62.63,0,13.24,0,1.24,25.78,0,0,0,0,0,0,0,3,2.4,0,2,250.51,1.73,0,2,0,0,0,2,0.833,0,0,2,0.0,0,0,0,422.68,0,0,0,0.0,0.0
12,10,C6H2N2F2S:C18BF15,-0.37078,1.2,1,0,0,4.248,15,15.06,0,13.24,0,0.73,25.78,15,0,0,0,0,0,0,15,4.45,0,2,511.99,0.72,18,2,0,0,18,2,0.833,0,0,2,0.0,15,0,0,684.16,18,3,1,0.5,0.083
12,11,C6H2N2F2S:BI3,-0.15226,0.97,1,0,0,0.0,0,97.88,0,13.24,0,1.49,25.78,0,0,0,0,0,0,0,3,1.92,0,2,391.51,2.71,0,2,0,0,0,2,0.833,0,0,2,0.0,0,0,0,563.68,0,0,0,0.0,0.0
12,12,C6H2N2F2S:O2S,-0.0247,1.24,0,0,0,1.585,2,21.36,0,13.24,0,0.7,25.78,0,0,0,0,0,0,0,0,5.28,0,2,64.07,0.85,0,2,0,0,0,2,0.833,0,0,2,0.0,0,0,0,236.24,2,0,0,0.0,0.0
13,1,C6H2N4S2:AlCl3,-0.1524,1.1,0,0,1,0.0,0,33.33,0,13.88,0,1.16,51.56,0,0,0,0,0,0,0,3,3.28,0,0,133.33,1.89,0,0,0,0,0,3,1.0,0,0,2,0.0,0,0,0,327.59,0,0,0,0.0,0.0
13,2,C6H2N4S2:AlH3,-0.13842,0.86,0,0,1,0.0,0,7.5,0,13.88,0,0.63,51.56,0,0,0,0,0,0,0,0,2.0,0,0,30.01,1.25,0,0,0,0,0,3,1.0,0,0,2,0.0,0,0,0,224.27,0,0,0,0.0,0.0
13,3,C6H2N4S2:C18F15Al,-0.16316,1.19,0,0,1,4.248,15,15.53,0,13.88,0,0.76,51.56,15,0,0,0,0,0,0,15,4.43,0,0,528.16,0.78,18,0,0,0,15,3,1.0,0,0,2,0.0,15,0,0,722.42,18,3,1,0.5,0.083
13,4,C6H2N4S2:C3H9Al,-0.12208,0.93,0,0,1,0.0,0,5.55,0,13.88,0,0.56,51.56,0,0,0,0,0,0,0,0,1.69,0,0,72.1,0.79,0,0,0,0,0,3,1.0,0,0,2,0.0,0,0,0,266.36,0,0,0,0.0,0.0
13,5,C6H2N4S2:C2H5AlCl2,-0.12776,0.99,0,0,1,0.0,0,12.7,0,13.88,0,0.71,51.56,0,0,0,0,0,0,0,2,2.5,0,0,126.95,1.02,0,0,0,0,0,3,1.0,0,0,2,0.0,0,0,0,321.21,0,0,0,0.0,0.0
13,6,C6H2N4S2:BH3,-0.29008,0.91,1,0,0,0.0,0,3.46,0,13.88,0,0.42,51.56,0,0,0,0,0,0,0,0,2.0,0,0,13.84,0.72,0,0,0,0,0,3,1.0,0,0,2,0.0,0,0,0,208.1,0,0,0,0.0,0.0
13,7,C6H2N4S2:BF3,-0.26378,1.3,1,0,0,0.0,3,16.95,0,13.88,0,0.51,51.56,3,0,0,0,0,0,0,3,6.33,0,0,67.81,0.67,0,0,0,0,0,3,1.0,0,0,2,0.0,0,0,0,262.07,0,0,0,0.0,0.0
13,8,C6H2N4S2:BCl3,-0.29376,1.16,1,0,0,0.0,0,29.29,0,13.88,0,0.95,51.56,0,0,0,0,0,0,0,3,3.42,0,0,117.16,1.36,0,0,0,0,0,3,1.0,0,0,2,0.0,0,0,0,311.42,0,0,0,0.0,0.0
13,9,C6H2N4S2:BBr3,-0.26078,1.09,1,0,0,0.0,0,62.63,0,13.88,0,1.24,51.56,0,0,0,0,0,0,0,3,2.4,0,0,250.51,1.73,0,0,0,0,0,3,1.0,0,0,2,0.0,0,0,0,444.77,0,0,0,0.0,0.0
13,10,C6H2N4S2:C18BF15,-0.3635,1.2,1,0,0,4.248,15,15.06,0,13.88,0,0.73,51.56,15,0,0,0,0,0,0,15,4.45,0,0,511.99,0.72,18,0,0,0,18,3,1.0,0,0,2,0.0,15,0,0,706.25,18,3,1,0.5,0.083
13,11,C6H2N4S2:BI3,-0.11668,0.97,1,0,0,0.0,0,97.88,0,13.88,0,1.49,51.56,0,0,0,0,0,0,0,3,1.92,0,0,391.51,2.71,0,0,0,0,0,3,1.0,0,0,2,0.0,0,0,0,585.77,0,0,0,0.0,0.0
13,12,C6H2N4S2:O2S,-0.02492,1.24,0,0,0,1.585,2,21.36,0,13.88,0,0.7,51.56,0,0,0,0,0,0,0,0,5.28,0,0,64.07,0.85,0,0,0,0,0,3,1.0,0,0,2,0.0,0,0,0,258.33,2,0,0,0.0,0.0
14,1,C10H4N4S2:AlCl3,-0.14464,1.1,0,0,1,0.0,0,33.33,0,12.22,0,1.16,51.56,0,0,0,0,0,0,0,3,3.28,0,0,133.33,1.89,0,0,0,0,0,4,1.0,0,0,4,0.0,0,0,0,377.65,0,0,0,0.0,0.0
14,2,C10H4N4S2:AlH3,-0.13482,0.86,0,0,1,0.0,0,7.5,0,12.22,0,0.63,51.56,0,0,0,0,0,0,0,0,2.0,0,0,30.01,1.25,0,0,0,0,0,4,1.0,0,0,4,0.0,0,0,0,274.33,0,0,0,0.0,0.0
14,3,C10H4N4S2:C18F15Al,-0.16798,1.19,0,0,1,4.248,15,15.53,0,12.22,0,0.76,51.56,15,0,0,0,0,0,0,15,4.43,0,0,528.16,0.78,18,0,0,0,15,4,1.0,0,0,4,0.0,15,0,0,772.48,18,3,1,0.5,0.083
14,4,C10H4N4S2:C3H9Al,-0.12974,0.93,0,0,1,0.0,0,5.55,0,12.22,0,0.56,51.56,0,0,0,0,0,0,0,0,1.69,0,0,72.1,0.79,0,0,0,0,0,4,1.0,0,0,4,0.0,0,0,0,316.42,0,0,0,0.0,0.0
14,5,C10H4N4S2:C2H5AlCl2,-0.14296,0.99,0,0,1,0.0,0,12.7,0,12.22,0,0.71,51.56,0,0,0,0,0,0,0,2,2.5,0,0,126.95,1.02,0,0,0,0,0,4,1.0,0,0,4,0.0,0,0,0,371.27,0,0,0,0.0,0.0
14,6,C10H4N4S2:BH3,-0.3004,0.91,1,0,0,0.0,0,3.46,0,12.22,0,0.42,51.56,0,0,0,0,0,0,0,0,2.0,0,0,13.84,0.72,0,0,0,0,0,4,1.0,0,0,4,0.0,0,0,0,258.16,0,0,0,0.0,0.0
14,7,C10H4N4S2:BF3,-0.26332,1.3,1,0,0,0.0,3,16.95,0,12.22,0,0.51,51.56,3,0,0,0,0,0,0,3,6.33,0,0,67.81,0.67,0,0,0,0,0,4,1.0,0,0,4,0.0,0,0,0,312.13,0,0,0,0.0,0.0
14,8,C10H4N4S2:BCl3,-0.27858,1.16,1,0,0,0.0,0,29.29,0,12.22,0,0.95,51.56,0,0,0,0,0,0,0,3,3.42,0,0,117.16,1.36,0,0,0,0,0,4,1.0,0,0,4,0.0,0,0,0,361.48,0,0,0,0.0,0.0
14,9,C10H4N4S2:BBr3,-0.2471,1.09,1,0,0,0.0,0,62.63,0,12.22,0,1.24,51.56,0,0,0,0,0,0,0,3,2.4,0,0,250.51,1.73,0,0,0,0,0,4,1.0,0,0,4,0.0,0,0,0,494.83,0,0,0,0.0,0.0
14,10,C10H4N4S2:C18BF15,-0.3611,1.2,1,0,0,4.248,15,15.06,0,12.22,0,0.73,51.56,15,0,0,0,0,0,0,15,4.45,0,0,511.99,0.72,18,0,0,0,18,4,1.0,0,0,4,0.0,15,0,0,756.31,18,3,1,0.5,0.083
14,11,C10H4N4S2:BI3,-0.14706,0.97,1,0,0,0.0,0,97.88,0,12.22,0,1.49,51.56,0,0,0,0,0,0,0,3,1.92,0,0,391.51,2.71,0,0,0,0,0,4,1.0,0,0,4,0.0,0,0,0,635.83,0,0,0,0.0,0.0
14,12,C10H4N4S2:O2S,-0.02186,1.24,0,0,0,1.585,2,21.36,0,12.22,0,0.7,51.56,0,0,0,0,0,0,0,0,5.28,0,0,64.07,0.85,0,0,0,0,0,4,1.0,0,0,4,0.0,0,0,0,308.39,2,0,0,0.0,0.0
15,1,C5H5N:AlCl3,-0.16168,1.1,0,0,1,0.0,0,33.33,0,7.19,0,1.16,12.89,0,0,0,0,0,1,0,3,3.28,0,0,133.33,1.89,0,0,2,0,0,1,1.0,2,0,5,0.0,0,0,0,212.44,0,0,0,0.0,0.0
15,2,C5H5N:AlH3,-0.15164,0.86,0,0,1,0.0,0,7.5,0,7.19,0,0.63,12.89,0,0,0,0,0,1,0,0,2.0,0,0,30.01,1.25,0,0,2,0,0,1,1.0,2,0,5,0.0,0,0,0,109.12,0,0,0,0.0,0.0
15,3,C5H5N:C18F15Al,-0.17006,1.19,0,0,1,4.248,15,15.53,0,7.19,0,0.76,12.89,15,0,0,0,0,1,0,15,4.43,0,0,528.16,0.78,18,0,2,0,15,1,1.0,2,0,5,0.0,15,0,0,607.27,18,3,1,0.5,0.083
15,4,C5H5N:C3H9Al,-0.1417,0.93,0,0,1,0.0,0,5.55,0,7.19,0,0.56,12.89,0,0,0,0,0,1,0,0,1.69,0,0,72.1,0.79,0,0,2,0,0,1,1.0,2,0,5,0.0,0,0,0,151.21,0,0,0,0.0,0.0
15,5,C5H5N:C2H5AlCl2,-0.14758,0.99,0,0,1,0.0,0,12.7,0,7.19,0,0.71,12.89,0,0,0,0,0,1,0,2,2.5,0,0,126.95,1.02,0,0,2,0,0,1,1.0,2,0,5,0.0,0,0,0,206.06,0,0,0,0.0,0.0
15,6,C5H5N:BH3,-0.32264,0.91,1,0,0,0.0,0,3.46,0,7.19,0,0.42,12.89,0,0,0,0,0,1,0,0,2.0,0,0,13.84,0.72,0,0,2,0,0,1,1.0,2,0,5,0.0,0,0,0,92.95,0,0,0,0.0,0.0
15,7,C5H5N:BF3,-0.2986,1.3,1,0,0,0.0,3,16.95,0,7.19,0,0.51,12.89,3,0,0,0,0,1,0,3,6.33,0,0,67.81,0.67,0,0,2,0,0,1,1.0,2,0,5,0.0,0,0,0,146.92,0,0,0,0.0,0.0
15,8,C5H5N:BCl3,-0.31622,1.16,1,0,0,0.0,0,29.29,0,7.19,0,0.95,12.89,0,0,0,0,0,1,0,3,3.42,0,0,117.16,1.36,0,0,2,0,0,1,1.0,2,0,5,0.0,0,0,0,196.27,0,0,0,0.0,0.0
15,9,C5H5N:BBr3,-0.29592,1.09,1,0,0,0.0,0,62.63,0,7.19,0,1.24,12.89,0,0,0,0,0,1,0,3,2.4,0,0,250.51,1.73,0,0,2,0,0,1,1.0,2,0,5,0.0,0,0,0,329.62,0,0,0,0.0,0.0
15,10,C5H5N:C18BF15,-0.37174,1.2,1,0,0,4.248,15,15.06,0,7.19,0,0.73,12.89,15,0,0,0,0,1,0,15,4.45,0,0,511.99,0.72,18,0,2,0,18,1,1.0,2,0,5,0.0,15,0,0,591.1,18,3,1,0.5,0.083
15,11,C5H5N:BI3,-0.25648,0.97,1,0,0,0.0,0,97.88,0,7.19,0,1.49,12.89,0,0,0,0,0,1,0,3,1.92,0,0,391.51,2.71,0,0,2,0,0,1,1.0,2,0,5,0.0,0,0,0,470.62,0,0,0,0.0,0.0
15,12,C5H5N:O2S,-0.12582,1.24,0,0,0,1.585,2,21.36,0,7.19,0,0.7,12.89,0,0,0,0,0,1,0,0,5.28,0,0,64.07,0.85,0,0,2,0,0,1,1.0,2,0,5,0.0,0,0,0,143.18,2,0,0,0.0,0.0
16,1,C5H4NF:AlCl3,-0.16624,1.1,0,0,1,0.0,0,33.33,0,8.83,0,1.16,12.89,0,0,0,0,0,1,0,3,3.28,0,1,133.33,1.89,0,1,1,0,0,1,0.857,1,0,4,0.0,0,0,0,230.43,0,0,0,0.0,0.0
16,2,C5H4NF:AlH3,-0.15344,0.86,0,0,1,0.0,0,7.5,0,8.83,0,0.63,12.89,0,0,0,0,0,1,0,0,2.0,0,1,30.01,1.25,0,1,1,0,0,1,0.857,1,0,4,0.0,0,0,0,127.11,0,0,0,0.0,0.0
16,3,C5H4NF:C18F15Al,-0.18388,1.19,0,0,1,4.248,15,15.53,0,8.83,0,0.76,12.89,15,0,0,0,0,1,0,15,4.43,0,1,528.16,0.78,18,1,1,0,15,1,0.857,1,0,4,0.0,15,0,0,625.26,18,3,1,0.5,0.083
16,4,C5H4NF:C3H9Al,-0.14566,0.93,0,0,1,0.0,0,5.55,0,8.83,0,0.56,12.89,0,0,0,0,0,1,0,0,1.69,0,1,72.1,0.79,0,1,1,0,0,1,0.857,1,0,4,0.0,0,0,0,169.2,0,0,0,0.0,0.0
16,5,C5H4NF:C2H5AlCl2,-0.15746,0.99,0,0,1,0.0,0,12.7,0,8.83,0,0.71,12.89,0,0,0,0,0,1,0,2,2.5,0,1,126.95,1.02,0,1,1,0,0,1,0.857,1,0,4,0.0,0,0,0,224.05,0,0,0,0.0,0.0
16,6,C5H4NF:BH3,-0.31376,0.91,1,0,0,0.0,0,3.46,0,8.83,0,0.42,12.89,0,0,0,0,0,1,0,0,2.0,0,1,13.84,0.72,0,1,1,0,0,1,0.857,1,0,4,0.0,0,0,0,110.94,0,0,0,0.0,0.0
16,7,C5H4NF:BF3,-0.27132,1.3,1,0,0,0.0,3,16.95,0,8.83,0,0.51,12.89,3,0,0,0,0,1,0,3,6.33,0,1,67.81,0.67,0,1,1,0,0,1,0.857,1,0,4,0.0,0,0,0,164.91,0,0,0,0.0,0.0
16,8,C5H4NF:BCl3,-0.31048,1.16,1,0,0,0.0,0,29.29,0,8.83,0,0.95,12.89,0,0,0,0,0,1,0,3,3.42,0,1,117.16,1.36,0,1,1,0,0,1,0.857,1,0,4,0.0,0,0,0,214.26,0,0,0,0.0,0.0
16,9,C5H4NF:BBr3,-0.2953,1.09,1,0,0,0.0,0,62.63,0,8.83,0,1.24,12.89,0,0,0,0,0,1,0,3,2.4,0,1,250.51,1.73,0,1,1,0,0,1,0.857,1,0,4,0.0,0,0,0,347.61,0,0,0,0.0,0.0
16,10,C5H4NF:C18BF15,-0.36854,1.2,1,0,0,4.248,15,15.06,0,8.83,0,0.73,12.89,15,0,0,0,0,1,0,15,4.45,0,1,511.99,0.72,18,1,1,0,18,1,0.857,1,0,4,0.0,15,0,0,609.09,18,3,1,0.5,0.083
16,11,C5H4NF:BI3,-0.24738,0.97,1,0,0,0.0,0,97.88,0,8.83,0,1.49,12.89,0,0,0,0,0,1,0,3,1.92,0,1,391.51,2.71,0,1,1,0,0,1,0.857,1,0,4,0.0,0,0,0,488.61,0,0,0,0.0,0.0
16,12,C5H4NF:O2S,-0.07472,1.24,0,0,0,1.585,2,21.36,0,8.83,0,0.7,12.89,0,0,0,0,0,1,0,0,5.28,0,1,64.07,0.85,0,1,1,0,0,1,0.857,1,0,4,0.0,0,0,0,161.17,2,0,0,0.0,0.0
17,1,C6H7N:AlCl3,-0.1676,1.1,0,0,1,0.0,0,33.33,0,6.65,0,1.16,12.89,0,0,0,0,0,1,0,3,3.28,3,0,133.33,1.89,0,0,1,0,0,1,0.857,1,0,7,0.0,0,0,0,226.47,0,0,0,0.0,0.0
17,2,C6H7N:AlH3,-0.15838,0.86,0,0,1,0.0,0,7.5,0,6.65,0,0.63,12.89,0,0,0,0,0,1,0,0,2.0,3,0,30.01,1.25,0,0,1,0,0,1,0.857,1,0,7,0.0,0,0,0,123.15,0,0,0,0.0,0.0
17,3,C6H7N:C18F15Al,-0.18362,1.19,0,0,1,4.248,15,15.53,0,6.65,0,0.76,12.89,15,0,0,0,0,1,0,15,4.43,3,0,528.16,0.78,18,0,1,0,15,1,0.857,1,0,7,0.0,15,0,0,621.3,18,3,1,0.5,0.083
17,4,C6H7N:C3H9Al,-0.15246,0.93,0,0,1,0.0,0,5.55,0,6.65,0,0.56,12.89,0,0,0,0,0,1,0,0,1.69,3,0,72.1,0.79,0,0,1,0,0,1,0.857,1,0,7,0.0,0,0,0,165.24,0,0,0,0.0,0.0
17,5,C6H7N:C2H5AlCl2,-0.1576,0.99,0,0,1,0.0,0,12.7,0,6.65,0,0.71,12.89,0,0,0,0,0,1,0,2,2.5,3,0,126.95,1.02,0,0,1,0,0,1,0.857,1,0,7,0.0,0,0,0,220.09,0,0,0,0.0,0.0
