#PDF_File,Minimum_Capacity(mAh),Nomial_Voltage(V),Charge_Voltage(V),Charge_Current(mAh),Charge_End_Current(mA),Dicharge_Voltage(V),Discharge_Current,Cycle,Remaining_Capacity(mAh)
datasheet_36.pdf,2780,3.7,4.2,2780,55.6,2.75,2780,225,2588.718604
datasheet_36.pdf,2780,3.7,4.2,2780,55.6,2.75,2780,230,2585.027259
datasheet_36.pdf,2780,3.7,4.2,2780,55.6,2.75,2780,240,2579.366015
datasheet_36.pdf,2780,3.7,4.2,2780,55.6,2.75,2780,245,2573.889598
datasheet_36.pdf,2780,3.7,4.2,2780,55.6,2.75,2780,250,2568.473287
datasheet_36.pdf,2780,3.7,4.2,2780,55.6,2.75,2780,255,2564.059174
datasheet_36.pdf,2780,3.7,4.2,2780,55.6,2.75,2780,265,2556.160464
datasheet_36.pdf,2780,3.7,4.2,2780,55.6,2.75,2780,270,2551.200511
datasheet_36.pdf,2780,3.7,4.2,2780,55.6,2.75,2780,275,2545.955726
datasheet_36.pdf,2780,3.7,4.2,2780,55.6,2.75,2780,280,2541.873138
datasheet_36.pdf,2780,3.7,4.2,2780,55.6,2.75,2780,285,2538.836137
datasheet_36.pdf,2780,3.7,4.2,2780,55.6,2.75,2780,290,2534.202289
datasheet_36.pdf,2780,3.7,4.2,2780,55.6,2.75,2780,295,2528.240461
datasheet_36.pdf,2780,3.7,4.2,2780,55.6,2.75,2780,300,2522.387499
datasheet_36.pdf,2780,3.7,4.2,2780,55.6,2.75,2780,305,2518.57141
datasheet_36.pdf,2780,3.7,4.2,2780,55.6,2.75,2780,310,2514.701291
datasheet_36.pdf,2780,3.7,4.2,2780,55.6,2.75,2780,315,2509.45083
datasheet_36.pdf,2780,3.7,4.2,2780,55.6,2.75,2780,320,2503.829116
datasheet_36.pdf,2780,3.7,4.2,2780,55.6,2.75,2780,330,2495.330929
datasheet_36.pdf,2780,3.7,4.2,2780,55.6,2.75,2780,335,2491.285839
datasheet_36.pdf,2780,3.7,4.2,2780,55.6,2.75,2780,340,2486.081423
datasheet_36.pdf,2780,3.7,4.2,2780,55.6,2.75,2780,345,2480.001503
datasheet_36.pdf,2780,3.7,4.2,2780,55.6,2.75,2780,355,2472.016878
datasheet_36.pdf,2780,3.7,4.2,2780,55.6,2.75,2780,355,2472.118159
datasheet_36.pdf,2780,3.7,4.2,2780,55.6,2.75,2780,360,2466.29062
datasheet_36.pdf,2780,3.7,4.2,2780,55.6,2.75,2780,365,2459.21314
datasheet_36.pdf,2780,3.7,4.2,2780,55.6,2.75,2780,370,2456.254517
datasheet_36.pdf,2780,3.7,4.2,2780,55.6,2.75,2780,385,2446.06912
datasheet_36.pdf,2780,3.7,4.2,2780,55.6,2.75,2780,390,2441.842273
datasheet_36.pdf,2780,3.7,4.2,2780,55.6,2.75,2780,395,2437.597275
datasheet_36.pdf,2780,3.7,4.2,2780,55.6,2.75,2780,405,2432.109656
datasheet_36.pdf,2780,3.7,4.2,2780,55.6,2.75,2780,410,2428.703337
datasheet_36.pdf,2780,3.7,4.2,2780,55.6,2.75,2780,415,2423.972127
datasheet_36.pdf,2780,3.7,4.2,2780,55.6,2.75,2780,420,2419.195958
datasheet_36.pdf,2780,3.7,4.2,2780,55.6,2.75,2780,425,2415.053869
datasheet_36.pdf,2780,3.7,4.2,2780,55.6,2.75,2780,435,2409.676557
datasheet_36.pdf,2780,3.7,4.2,2780,55.6,2.75,2780,440,2405.423214
datasheet_36.pdf,2780,3.7,4.2,2780,55.6,2.75,2780,445,2401.028807
datasheet_36.pdf,2780,3.7,4.2,2780,55.6,2.75,2780,455,2392.11525
datasheet_36.pdf,2780,3.7,4.2,2780,55.6,2.75,2780,465,2387.034134
datasheet_36.pdf,2780,3.7,4.2,2780,55.6,2.75,2780,470,2382.714276
datasheet_36.pdf,2780,3.7,4.2,2780,55.6,2.75,2780,475,2378.16277
datasheet_36.pdf,2780,3.7,4.2,2780,55.6,2.75,2780,485,2369.591924
datasheet_36.pdf,2780,3.7,4.2,2780,55.6,2.75,2780,490,2366.937935
datasheet_36.pdf,2780,3.7,4.2,2780,55.6,2.75,2780,495,2364.265645
