#LB_label,#LA_label,#ID,FormationEnergy,Total_MW,MW,AMW,Mv,Me,Mp,Ms,nAT,nSK,nBT,nBO,nBM,SCBO,ARR,nCIC,nCIR,RBN,RBF,nDB,nTB,nAB,nH,nC,nN,nO,nS,nF,nCL,nX,nR05,nR06,nR08,nR09,nR10,nR11,nR12,nBnz,nCp,nCs,nCt,nCq,nCrs,nCrt,nCrq,nCar,nCbH,nCb-,nCconj,nR=Cp,nR=Cs,nR=Ct,nRCONHR,nRCONR2,nROCON,nRCO,nArCO,nCONN,nRNH2,nArNH2,nRNHR,nArNHR,nRNR2,nArNR2,nRCN,nN(CO)2,nRSR,nArX,nCXr=,nCconjX,nPyrrolidines,nPyrroles,nThiophenes,nPyridines,nPyrazines,nHDon,nHAcc,C-001,C-002,C-003,C-004,C-005,C-006,C-008,C-015,C-016,C-017,C-018,C-019,C-020,C-024,C-025,C-026,C-027,C-028,C-033,C-034,C-035,C-038,C-039,C-040,C-041,H-046,H-047,H-048,H-049,H-050,H-051,H-052,O-058,N-066,N-067,N-068,N-069,N-070,N-071,N-072,N-073,N-074,N-075,F-084,F-085,Cl-089,S-107,S-108,Ui,Hy,AMR,TPSA(NO),TPSA(Tot),MLOGP,ALOGP,GVWAI-80,GVWAI-50,Inflammat-80,Inflammat-50,Depressant-80,Hypertens-80,Hypnotic-80,Neoplastic-80,Neoplastic-50,Infective-80,Infective-50,la_MW,la_AMW,la_Mv,la_Me,la_Mp,la_Ms,la_nAT,la_nSK,la_nBT,la_nBO,la_nBM,la_SCBO,la_ARR,la_nCIC,la_nCIR,la_RBN,la_RBF,la_nAB,la_nH,la_nC,la_nF,la_nCL,la_nB,la_nHM,la_nX,la_nR06,la_nBnz,la_nCar,la_nCb-,la_nArX,la_nHAcc,la_C-026,la_H-050,la_F-084,la_Cl-090,la_B-112,la_Ui,la_Hy,la_MLOGP,la_LAI
21,11,C3H9N:BI3,-184.7595996,450.64,59.13,4.55,0.49,0.97,0.54,2,13,4,12,3,0,3,0,0,0,0,0,0,0,0,9,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.646,19.988,3.24,3.24,0.347,0.32,0,0,0,0,0,0,0,0,0,0,0,391.51,97.88,1.49,0.97,2.71,1.92,4,4,3,3,0,3,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,2.604,0
21,12,C3H9N:O2S,-86.6903409,123.2,59.13,4.55,0.49,0.97,0.54,2,13,4,12,3,0,3,0,0,0,0,0,0,0,0,9,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.646,19.988,3.24,3.24,0.347,0.32,0,0,0,0,0,0,0,0,0,0,0,64.07,21.36,0.7,1.24,0.85,5.28,3,3,2,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1.585,0,-2.379,0
22,1,CHN:AlCl3,-107.0398053,160.36,27.03,9.01,0.66,1.03,0.67,5,3,2,2,1,1,3,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-0.315,7.031,23.79,23.79,-0.959,-0.002,0,0,0,0,0,0,0,0,0,0,0,133.33,33.33,1.16,1.1,1.89,3.28,4,4,3,3,0,3,0,0,0,0,0,0,0,0,0,3,0,1,3,0,0,0,0,0,0,0,0,0,3,0,0,0,1.364,0
22,2,CHN:AlH3,-76.1933285,57.04,27.03,9.01,0.66,1.03,0.67,5,3,2,2,1,1,3,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-0.315,7.031,23.79,23.79,-0.959,-0.002,0,0,0,0,0,0,0,0,0,0,0,30.01,7.5,0.63,0.86,1.25,2,4,1,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,-1.041,0
22,3,CHN:C18F15Al,-129.4156308,555.19,27.03,9.01,0.66,1.03,0.67,5,3,2,2,1,1,3,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-0.315,7.031,23.79,23.79,-0.959,-0.002,0,0,0,0,0,0,0,0,0,0,0,528.16,15.53,0.76,1.19,0.78,4.43,34,34,36,36,18,45,0.5,3,3,3,0.083,18,0,18,15,0,0,1,15,3,3,18,18,15,15,15,0,15,0,0,4.248,-0.525,7.875,1
22,4,CHN:C3H9Al,-60.2473532,99.13,27.03,9.01,0.66,1.03,0.67,5,3,2,2,1,1,3,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-0.315,7.031,23.79,23.79,-0.959,-0.002,0,0,0,0,0,0,0,0,0,0,0,72.1,5.55,0.56,0.93,0.79,1.69,13,4,12,3,0,3,0,0,0,0,0,0,9,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.646,1.364,0
22,5,CHN:C2H5AlCl2,-86.9510531,153.98,27.03,9.01,0.66,1.03,0.67,5,3,2,2,1,1,3,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-0.315,7.031,23.79,23.79,-0.959,-0.002,0,0,0,0,0,0,0,0,0,0,0,126.95,12.7,0.71,0.99,1.02,2.5,10,5,9,4,0,4,0,0,0,0,0,0,5,2,0,2,0,1,2,0,0,0,0,0,0,0,0,0,2,0,0,-0.359,1.817,0
22,6,CHN:BH3,-101.8625815,40.87,27.03,9.01,0.66,1.03,0.67,5,3,2,2,1,1,3,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-0.315,7.031,23.79,23.79,-0.959,-0.002,0,0,0,0,0,0,0,0,0,0,0,13.84,3.46,0.42,0.91,0.72,2,4,1,3,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,-1.041,0
22,7,CHN:BF3,-27.795383,94.84,27.03,9.01,0.66,1.03,0.67,5,3,2,2,1,1,3,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-0.315,7.031,23.79,23.79,-0.959,-0.002,0,0,0,0,0,0,0,0,0,0,0,67.81,16.95,0.51,1.3,0.67,6.33,4,4,3,3,0,3,0,0,0,0,0,0,0,0,3,0,1,0,3,0,0,0,0,0,3,0,0,0,0,1,0,0,0.546,0
22,8,CHN:BCl3,-23.4470296,144.19,27.03,9.01,0.66,1.03,0.67,5,3,2,2,1,1,3,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-0.315,7.031,23.79,23.79,-0.959,-0.002,0,0,0,0,0,0,0,0,0,0,0,117.16,29.29,0.95,1.16,1.36,3.42,4,4,3,3,0,3,0,0,0,0,0,0,0,0,0,3,1,0,3,0,0,0,0,0,0,0,0,0,3,1,0,0,1.364,0
22,9,CHN:BBr3,-34.8663801,277.54,27.03,9.01,0.66,1.03,0.67,5,3,2,2,1,1,3,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-0.315,7.031,23.79,23.79,-0.959,-0.002,0,0,0,0,0,0,0,0,0,0,0,250.51,62.63,1.24,1.09,1.73,2.4,4,4,3,3,0,3,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,2.026,0
22,10,CHN:C18BF15,-58.5399904,539.02,27.03,9.01,0.66,1.03,0.67,5,3,2,2,1,1,3,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-0.315,7.031,23.79,23.79,-0.959,-0.002,0,0,0,0,0,0,0,0,0,0,0,511.99,15.06,0.73,1.2,0.72,4.45,34,34,36,36,18,45,0.5,3,3,3,0.083,18,0,18,15,0,1,0,15,3,3,18,18,15,15,18,0,15,0,1,4.248,-0.525,7.875,1
22,11,CHN:BI3,-76.5939799,418.54,27.03,9.01,0.66,1.03,0.67,5,3,2,2,1,1,3,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-0.315,7.031,23.79,23.79,-0.959,-0.002,0,0,0,0,0,0,0,0,0,0,0,391.51,97.88,1.49,0.97,2.71,1.92,4,4,3,3,0,3,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,2.604,0
23,1,C2H3N:AlCl3,-133.9984414,174.39,41.06,6.84,0.6,1,0.63,3.5,6,3,5,2,1,4,0,0,0,0,0,0,1,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-0.528,11.623,23.79,23.79,-0.317,0.045,0,0,0,0,0,0,0,0,0,0,0,133.33,33.33,1.16,1.1,1.89,3.28,4,4,3,3,0,3,0,0,0,0,0,0,0,0,0,3,0,1,3,0,0,0,0,0,0,0,0,0,3,0,0,0,1.364,0
23,2,C2H3N:AlH3,-92.8951855,71.07,41.06,6.84,0.6,1,0.63,3.5,6,3,5,2,1,4,0,0,0,0,0,0,1,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-0.528,11.623,23.79,23.79,-0.317,0.045,0,0,0,0,0,0,0,0,0,0,0,30.01,7.5,0.63,0.86,1.25,2,4,1,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,-1.041,0
23,3,C2H3N:C18F15Al,-156.0875623,569.22,41.06,6.84,0.6,1,0.63,3.5,6,3,5,2,1,4,0,0,0,0,0,0,1,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-0.528,11.623,23.79,23.79,-0.317,0.045,0,0,0,0,0,0,0,0,0,0,0,528.16,15.53,0.76,1.19,0.78,4.43,34,34,36,36,18,45,0.5,3,3,3,0.083,18,0,18,15,0,0,1,15,3,3,18,18,15,15,15,0,15,0,0,4.248,-0.525,7.875,1
23,4,C2H3N:C3H9Al,-75.161507,113.16,41.06,6.84,0.6,1,0.63,3.5,6,3,5,2,1,4,0,0,0,0,0,0,1,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-0.528,11.623,23.79,23.79,-0.317,0.045,0,0,0,0,0,0,0,0,0,0,0,72.1,5.55,0.56,0.93,0.79,1.69,13,4,12,3,0,3,0,0,0,0,0,0,9,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.646,1.364,0
23,5,C2H3N:C2H5AlCl2,-110.198282,168.01,41.06,6.84,0.6,1,0.63,3.5,6,3,5,2,1,4,0,0,0,0,0,0,1,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-0.528,11.623,23.79,23.79,-0.317,0.045,0,0,0,0,0,0,0,0,0,0,0,126.95,12.7,0.71,0.99,1.02,2.5,10,5,9,4,0,4,0,0,0,0,0,0,5,2,0,2,0,1,2,0,0,0,0,0,0,0,0,0,2,0,0,-0.359,1.817,0
23,6,C2H3N:BH3,-112.0311438,54.9,41.06,6.84,0.6,1,0.63,3.5,6,3,5,2,1,4,0,0,0,0,0,0,1,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-0.528,11.623,23.79,23.79,-0.317,0.045,0,0,0,0,0,0,0,0,0,0,0,13.84,3.46,0.42,0.91,0.72,2,4,1,3,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,-1.041,0
23,7,C2H3N:BF3,-39.9485608,108.87,41.06,6.84,0.6,1,0.63,3.5,6,3,5,2,1,4,0,0,0,0,0,0,1,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-0.528,11.623,23.79,23.79,-0.317,0.045,0,0,0,0,0,0,0,0,0,0,0,67.81,16.95,0.51,1.3,0.67,6.33,4,4,3,3,0,3,0,0,0,0,0,0,0,0,3,0,1,0,3,0,0,0,0,0,3,0,0,0,0,1,0,0,0.546,0
23,8,C2H3N:BCl3,-50.4807549,158.22,41.06,6.84,0.6,1,0.63,3.5,6,3,5,2,1,4,0,0,0,0,0,0,1,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-0.528,11.623,23.79,23.79,-0.317,0.045,0,0,0,0,0,0,0,0,0,0,0,117.16,29.29,0.95,1.16,1.36,3.42,4,4,3,3,0,3,0,0,0,0,0,0,0,0,0,3,1,0,3,0,0,0,0,0,0,0,0,0,3,1,0,0,1.364,0
23,9,C2H3N:BBr3,-61.944739,291.57,41.06,6.84,0.6,1,0.63,3.5,6,3,5,2,1,4,0,0,0,0,0,0,1,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-0.528,11.623,23.79,23.79,-0.317,0.045,0,0,0,0,0,0,0,0,0,0,0,250.51,62.63,1.24,1.09,1.73,2.4,4,4,3,3,0,3,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,2.026,0
23,10,C2H3N:C18BF15,-86.7081943,553.05,41.06,6.84,0.6,1,0.63,3.5,6,3,5,2,1,4,0,0,0,0,0,0,1,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-0.528,11.623,23.79,23.79,-0.317,0.045,0,0,0,0,0,0,0,0,0,0,0,511.99,15.06,0.73,1.2,0.72,4.45,34,34,36,36,18,45,0.5,3,3,3,0.083,18,0,18,15,0,1,0,15,3,3,18,18,15,15,18,0,15,0,1,4.248,-0.525,7.875,1
23,11,C2H3N:BI3,-101.5995063,432.57,41.06,6.84,0.6,1,0.63,3.5,6,3,5,2,1,4,0,0,0,0,0,0,1,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-0.528,11.623,23.79,23.79,-0.317,0.045,0,0,0,0,0,0,0,0,0,0,0,391.51,97.88,1.49,0.97,2.71,1.92,4,4,3,3,0,3,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,2.604,0
24,1,C3H3N3:AlCl3,-155.5488096,214.42,81.09,9.01,0.66,1.03,0.67,2.5,9,6,9,6,6,9,1,1,1,0,0,0,0,6,3,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2.807,-0.46,22.618,38.67,38.67,0.325,-0.054,0,0,0,0,0,0,0,0,0,0,0,133.33,33.33,1.16,1.1,1.89,3.28,4,4,3,3,0,3,0,0,0,0,0,0,0,0,0,3,0,1,3,0,0,0,0,0,0,0,0,0,3,0,0,0,1.364,0
24,2,C3H3N3:AlH3,-108.760033,111.1,81.09,9.01,0.66,1.03,0.67,2.5,9,6,9,6,6,9,1,1,1,0,0,0,0,6,3,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2.807,-0.46,22.618,38.67,38.67,0.325,-0.054,0,0,0,0,0,0,0,0,0,0,0,30.01,7.5,0.63,0.86,1.25,2,4,1,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,-1.041,0
24,3,C3H3N3:C18F15Al,-182.0272417,609.25,81.09,9.01,0.66,1.03,0.67,2.5,9,6,9,6,6,9,1,1,1,0,0,0,0,6,3,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2.807,-0.46,22.618,38.67,38.67,0.325,-0.054,0,0,0,0,0,0,0,0,0,0,0,528.16,15.53,0.76,1.19,0.78,4.43,34,34,36,36,18,45,0.5,3,3,3,0.083,18,0,18,15,0,0,1,15,3,3,18,18,15,15,15,0,15,0,0,4.248,-0.525,7.875,1
24,4,C3H3N3:C3H9Al,-95.8223558,153.19,81.09,9.01,0.66,1.03,0.67,2.5,9,6,9,6,6,9,1,1,1,0,0,0,0,6,3,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2.807,-0.46,22.618,38.67,38.67,0.325,-0.054,0,0,0,0,0,0,0,0,0,0,0,72.1,5.55,0.56,0.93,0.79,1.69,13,4,12,3,0,3,0,0,0,0,0,0,9,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.646,1.364,0
24,5,C3H3N3:C2H5AlCl2,-130.0575655,208.04,81.09,9.01,0.66,1.03,0.67,2.5,9,6,9,6,6,9,1,1,1,0,0,0,0,6,3,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2.807,-0.46,22.618,38.67,38.67,0.325,-0.054,0,0,0,0,0,0,0,0,0,0,0,126.95,12.7,0.71,0.99,1.02,2.5,10,5,9,4,0,4,0,0,0,0,0,0,5,2,0,2,0,1,2,0,0,0,0,0,0,0,0,0,2,0,0,-0.359,1.817,0
24,6,C3H3N3:BH3,-138.2475509,94.93,81.09,9.01,0.66,1.03,0.67,2.5,9,6,9,6,6,9,1,1,1,0,0,0,0,6,3,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2.807,-0.46,22.618,38.67,38.67,0.325,-0.054,0,0,0,0,0,0,0,0,0,0,0,13.84,3.46,0.42,0.91,0.72,2,4,1,3,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,-1.041,0
