#SMILES,BF3_Affinity,nBase,nAromAtom,nAromBond,nAtom,nHeavyAtom,nBridgehead,nH,nC,nN,nO,nS,nP,nF,nCl,nBr,nI,nX,nBonds,nBondsO,nBondsS,nBondsD,nBondsT,nBondsA,nBondsM,nBondsKS,nBondsKD,C1SP1,C2SP1,C1SP2,C2SP2,C3SP2,C1SP3,C2SP3,C3SP3,C4SP3,HybRatio,SZ,Sm,Sv,Sse,Spe,Sare,Sp,Si,MZ,Mm,Mv,Mse,Mpe,Mare,Mp,Mi,fragCpx,fMF,nHBAcc,nHBDon,apol,bpol,nRing,n3Ring,n4Ring,n5Ring,n6Ring,n7Ring,nHRing,n5HRing,n6HRing,n7HRing,naRing,n5aRing,n6aRing,naHRing,n5aHRing,n6aHRing,nARing,n3ARing,n4ARing,n5ARing,n6ARing,n7ARing,nAHRing,n5AHRing,n6AHRing,n7AHRing,nFRing,n7FRing,n8FRing,n9FRing,n10FRing,n11FRing,nG12FRing,nFHRing,n8FHRing,n11FHRing,nFARing,n7FARing,n8FARing,n9FARing,n10FARing,n11FARing,nG12FARing,nFAHRing,n8FAHRing,n11FAHRing,nRot,RotRatio,SLogP,SMR,Vabc,MW,AMW
CS(C)=O,105.34,0,0,0,10,4,0,6,2,0,1,1,0,0,0,0,0,0,9,3,8,1,0,0,1,8,1,0,0,0,0,0,0,0,0,0,1,7,6.504787278,5.527337268,10.07101238,9.537254902,9.656,6.61242994,11.37530243,0.7,0.650478728,0.552733727,1.007101238,0.95372549,0.9656,0.661242994,1.137530243,3.02,0,1,0,11.042758,10.577242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0053,19.9904,70.44768082,78.01393581,7.801393581
CCCCS(=O)CCCC,107.6,0,0,0,28,10,0,18,8,0,1,1,0,0,0,0,0,0,27,9,26,1,0,0,1,26,1,0,0,0,0,0,4,4,0,0,1,15,13.51186412,14.77830409,27.3980335,25.89019608,26.216,17.40375689,31.86704031,0.535714286,0.482566576,0.527796575,0.978501197,0.92464986,0.936285714,0.621562746,1.138108582,9.02,0,1,0,29.064274,22.615726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.666666667,2.3353,47.6924,174.2235922,162.1078362,5.789565578
C1CCS(=O)C1,108.1,0,0,0,14,6,0,8,4,0,1,1,0,0,0,0,0,0,14,6,13,1,0,0,1,13,1,0,0,0,0,0,2,2,0,0,1,9.333333333,8.672633419,8.069165072,13.95884924,13.2627451,13.416,9.410984431,15.79059208,0.666666667,0.619473816,0.576368934,0.99706066,0.947338936,0.958285714,0.672213174,1.127899434,6.02,0.357142857,1,0,15.716344,12.583656,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5289,27.1104,92.68319232,104.0295859,7.430684705
O=P1(OC2=CC=CC=C2)OCC(CO1)(C1=CC=CC=C1)C1=CC=CC=C1,65.3,0,18,18,45,26,0,19,21,0,4,0,1,0,0,0,0,0,48,29,29,1,0,18,19,38,10,0,0,0,16,2,2,0,0,1,0.142857143,32,30.50143718,30.19361531,45.17297888,43.64705882,44.144,32.68087844,49.7140935,0.711111111,0.677809715,0.670969229,1.003843975,0.969934641,0.980977778,0.726241743,1.104757633,191.05,0.555555556,4,0,54.577067,32.976933,4,0,0,0,4,0,1,0,1,0,3,0,3,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.137931034,5.2066,100.2445,320.9063441,366.1020957,8.135602127
P(=O)(OC1=CC=CC=C1)(OC1=CC=CC=C1)OC1=CC=CC=C1,66.41,0,18,18,38,23,0,15,18,0,4,0,1,0,0,0,0,0,40,25,21,1,0,18,19,30,10,0,0,0,18,0,0,0,0,0,0,28.33333333,27.1657449,26.1099597,38.39730517,37.19607843,37.624,28.08376946,41.8835142,0.745614035,0.714888024,0.687104203,1.010455399,0.978844169,0.990105263,0.739046565,1.102197742,119.05,0.578947368,4,0,46.899895,28.964105,3,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.24,5.3315,88.8165,281.3748474,326.0707956,8.58081041
ClP1(OCC(CO1)(C1=CC=CC=C1)C1=CC=CC=C1)=O,67,0,12,12,34,20,0,14,15,0,3,0,1,0,1,0,0,1,36,22,23,1,0,12,13,29,7,0,0,0,10,2,2,0,0,1,0.2,26.66666667,25.70125402,23.21510258,34.38820102,33.22352941,33.476,25.50964192,37.61810716,0.784313725,0.755919236,0.682797135,1.011417677,0.97716263,0.984588235,0.750283586,1.106414916,104.05,0.529411765,3,0,42.601102,25.714898,3,0,0,0,3,0,1,0,1,0,2,0,2,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.090909091,4.3664,79.0275,254.7171096,308.0369086,9.059909077
O(C1=CC=CC=C1)P1(OCC(CO1)(C)C)=O,73.12,0,6,6,31,16,0,15,11,0,4,0,1,0,0,0,0,0,32,17,25,1,0,6,7,28,4,0,0,0,6,0,4,0,0,1,0.454545455,21.33333333,20.1657449,19.1099597,31.39730517,30.19607843,30.624,21.08376946,34.8835142,0.688172043,0.6505079,0.616450313,1.012816296,0.974067046,0.987870968,0.680121596,1.125274652,49.05,0.419354839,4,0,35.209895,28.964105,2,0,0,0,2,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.117647059,3.2465,60.3615,210.2781634,242.0707956,7.808735342
O(C1=CC=CC=C1)P1(OCC(O1)C)=O,74.77,0,6,6,25,14,0,11,9,0,4,0,1,0,0,0,0,0,26,15,19,1,0,6,7,22,4,0,0,0,6,0,2,1,0,0,0.333333333,18.66666667,17.83005262,16.02630409,25.62163146,24.74509804,25.104,17.48666048,28.05293491,0.746666667,0.713202105,0.641052164,1.024865259,0.989803922,1.00416,0.699466419,1.122117397,43.05,0.48,4,0,29.202723,24.951277,2,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.133333333,2.6088,51.1755,175.686193,214.0394955,8.561579818
O(C1=CC=CC=C1)P1(OCCO1)=O,76.57,0,6,6,22,13,0,9,8,0,4,0,1,0,0,0,0,0,23,14,16,1,0,6,7,19,4,0,0,0,6,0,2,0,0,0,0.25,17.33333333,16.66220648,14.48447629,22.73379461,22.01960784,22.344,15.68810599,24.63764527,0.787878788,0.757373022,0.658385286,1.0333543,1.000891266,1.015636364,0.713095727,1.119892967,40.05,0.545454545,4,0,26.199137,22.944863,2,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.142857143,2.2203,46.5805,158.3902078,200.0238454,9.091992973
O(C1=CC=CC=C1)P1(OCCC(O1)C)=O,76.7,0,6,6,28,15,0,13,10,0,4,0,1,0,0,0,0,0,29,16,22,1,0,6,7,25,4,0,0,0,6,0,2,2,0,0,0.4,20,18.99789876,17.56813189,28.50946832,27.47058824,27.864,19.28521497,31.46822456,0.714285714,0.678496384,0.627433282,1.018195297,0.981092437,0.995142857,0.688757678,1.123865163,46.05,0.464285714,4,0,32.206309,26.957691,2,0,0,0,2,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.125,2.9989,55.7925,192.9821782,228.0551455,8.144826626
ClP1(OCC(CO1)(C)C)=O,78.1,0,0,0,20,10,0,10,5,0,3,0,1,0,1,0,0,1,20,10,19,1,0,0,1,19,1,0,0,0,0,0,4,0,0,1,1,16,15.36556174,12.13144698,20.61252731,19.77254902,19.956,13.91253293,22.78752786,0.8,0.768278087,0.606572349,1.030626366,0.988627451,0.9978,0.695626647,1.139376393,10.05,0.3,3,0,23.23393,21.70207,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4063,39.1445,144.088929,184.0056085,9.200280424
O(C1=CC=CC=C1)P1(OCCCO1)=O,82,0,6,6,25,14,0,11,9,0,4,0,1,0,0,0,0,0,26,15,19,1,0,6,7,22,4,0,0,0,6,0,2,1,0,0,0.333333333,18.66666667,17.83005262,16.02630409,25.62163146,24.74509804,25.104,17.48666048,28.05293491,0.746666667,0.713202105,0.641052164,1.024865259,0.989803922,1.00416,0.699466419,1.122117397,43.05,0.52,4,0,29.202723,24.951277,2,0,0,0,2,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.133333333,2.6104,51.1975,175.686193,214.0394955,8.561579818
C(C)OP1(OCC(CO1)(C)C)=O,82.09,0,0,0,27,12,0,15,7,0,4,0,1,0,0,0,0,0,27,12,26,1,0,0,1,26,1,0,0,0,0,0,6,0,0,1,1,17.33333333,16.1657449,15.1099597,27.39730517,26.19607843,26.624,17.08376946,30.8835142,0.641975309,0.598731293,0.559628137,1.014715006,0.970225127,0.986074074,0.632732202,1.143833859,12.05,0.222222222,4,0,28.529895,28.964105,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.166666667,2.204,44.9175,172.2600583,194.0707956,7.187807244
C(C)OP1(OCCO1)=O,83.62,0,0,0,18,9,0,9,4,0,4,0,1,0,0,0,0,0,18,9,17,1,0,0,1,17,1,0,0,0,0,0,4,0,0,0,1,13.33333333,12.66220648,10.48447629,18.73379461,18.01960784,18.344,11.68810599,20.63764527,0.740740741,0.703455915,0.582470905,1.040766367,1.001089325,1.019111111,0.649339222,1.146535848,9.05,0.277777778,4,0,19.519137,22.944863,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.222222222,1.1778,31.1365,120.3721026,152.0238454,8.445769189
C1(=CC=CC=C1)P1(OCC(CO1)(C1=CC=CC=C1)C1=CC=CC=C1)=O,84.4,0,18,18,44,25,0,19,21,0,3,0,1,0,0,0,0,0,47,28,28,1,0,18,19,37,10,0,0,0,16,2,2,0,0,1,0.142857143,30.66666667,29.16940821,29.4788162,43.8423161,42.29803922,42.744,32.20063892,48.50470742,0.696969697,0.662941096,0.669973095,0.996416275,0.961319073,0.971454545,0.731832703,1.102379714,184.04,0.545454545,3,0,53.775067,31.240933,4,0,0,0,4,0,1,0,1,0,3,0,3,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.107142857,4.5381,99.2505,312.1161171,350.1071811,7.956981389
P(=O)(OC)(OC)OC,84.75,0,0,0,17,8,0,9,3,0,4,0,1,0,0,0,0,0,16,7,15,1,0,0,1,15,1,0,0,0,0,0,0,0,0,0,1,12.33333333,11.66220648,9.484476287,17.73379461,17.01960784,17.344,10.68810599,19.63764527,0.725490196,0.686012146,0.55791037,1.043164389,1.001153403,1.020235294,0.628712117,1.155155604,7.05,0,4,0,17.849137,22.944863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.428571429,1.0337,28.6335,115.4325764,140.0238454,8.236696788
C1(=CC=CC=C1)P1(OCC(CO1)(C)C)=O,86,0,6,6,30,15,0,15,11,0,3,0,1,0,0,0,0,0,31,16,24,1,0,6,7,27,4,0,0,0,6,0,4,0,0,1,0.454545455,20,18.83371593,18.39516059,30.06664239,28.84705882,29.224,20.60352994,33.67412813,0.666666667,0.627790531,0.61317202,1.002221413,0.961568627,0.974133333,0.686784331,1.122470938,46.04,0.4,3,0,34.407895,27.228105,2,0,0,0,2,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0625,2.578,59.3675,201.4879365,226.075881,7.535862699
COP1(OCCO1)=O,86.07,0,0,0,15,8,0,7,3,0,4,0,1,0,0,0,0,0,15,8,14,1,0,0,1,14,1,0,0,0,0,0,2,0,0,0,1,12,11.49436034,8.942648484,15.84595776,15.29411765,15.584,9.889551497,17.22235562,0.8,0.766290689,0.596176566,1.056397184,1.019607843,1.038933333,0.659303433,1.148157041,8.05,0.333333333,4,0,16.515551,20.938449,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.125,0.7877,26.5195,103.0761174,138.0081953,9.200546356
C(C)OP(=O)(OCC)C1=CC(CC(C1)(C)C)=O,87.36,0,0,0,38,17,0,21,12,0,4,0,1,0,0,0,0,0,38,17,35,3,0,0,3,35,3,0,0,0,3,0,6,2,0,1,0.75,23.33333333,21.66928332,21.73544311,38.06081573,36.37254902,36.904,24.47943293,43.12938314,0.614035088,0.570244298,0.571985345,1.001600414,0.957172343,0.971157895,0.644195604,1.134983767,17.05,0.157894737,4,0,40.880653,34.115347,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.294117647,3.5255,66.9635,253.4670665,260.1177458,6.845203836
CN(P1(OCC(CO1)(C1=CC=CC=C1)C1=CC=CC=C1)=O)C,87.8,0,12,12,42,22,0,20,17,1,3,0,1,0,0,0,0,0,44,24,31,1,0,12,13,37,7,0,0,0,10,2,2,0,0,1,0.294117647,28,26.41951228,26.50769367,41.94938092,40.35294118,40.852,29.2585988,47.0030905,0.666666667,0.629036007,0.631135564,0.998794784,0.960784314,0.972666667,0.696633305,1.119121202,114.05,0.428571429,3,0,48.86186,33.95414,3,0,0,0,3,0,1,0,1,0,2,0,2,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.125,3.6892,86.8615,285.0947726,317.1180801,7.550430479
C1(=CC=CC=C1)P1(OCCCO1)=O,89,0,6,6,24,13,0,11,9,0,3,0,1,0,0,0,0,0,25,14,18,1,0,6,7,21,4,0,0,0,6,0,2,1,0,0,0.333333333,17.33333333,16.49802364,15.31150499,24.29096868,23.39607843,23.704,17.00642096,26.84354884,0.722222222,0.687417652,0.637979374,1.012123695,0.974836601,0.987666667,0.708600873,1.118481202,40.04,0.5,3,0,28.400723,23.215277,2,0,0,0,2,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.071428571,1.9419,50.2035,166.895966,198.0445808,8.251857535
C1(=CC=CC=C1)P1(OCCO1)=O,89.2,0,6,6,21,12,0,9,8,0,3,0,1,0,0,0,0,0,22,13,15,1,0,6,7,18,4,0,0,0,6,0,2,0,0,0,0.25,16,15.3301775,13.76967718,21.40313183,20.67058824,20.944,15.20786647,23.42825919,0.761904762,0.730008453,0.655698913,1.019196754,0.984313725,0.997333333,0.724184117,1.11563139,37.04,0.523809524,3,0,25.397137,21.208863,2,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.076923077,1.5518,45.5865,149.5999808,184.0289308,8.763282418
C(C)(C)OP(OC(C)C)=O,89.56,0,0,0,25,10,0,15,6,0,3,0,1,0,0,0,0,0,24,9,23,1,0,0,1,23,1,0,0,0,0,0,4,2,0,0,1,15,13.83371593,13.39516059,25.06664239,23.84705882,24.224,15.60352994,28.67412813,0.6,0.553348637,0.535806424,1.002665696,0.953882353,0.96896,0.624141198,1.146965125,9.04,0,3,0,26.057895,27.228105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.444444444,2.2261,41.4435,158.5303051,166.075881,6.643035239
CN(P1(OCCO1)=O)C,91.12,0,0,0,19,9,0,10,4,1,3,0,1,0,0,0,0,0,19,9,18,1,0,0,1,18,1,0,0,0,0,0,2,0,0,0,1,13.33333333,12.58028158,10.79855465,19.51019665,18.7254902,19.052,12.26582635,21.92664227,0.701754386,0.662120083,0.568344982,1.026852455,0.985552116,1.002736842,0.645569808,1.154033804,9.05,0.263157895,3,0,20.48393,23.92207,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.111111111,0.7029,33.1975,122.5786363,151.0398298,7.949464727
CN(P1(OCC(CO1)(C)C)=O)C,92.5,0,0,0,28,12,0,16,7,1,3,0,1,0,0,0,0,0,28,12,27,1,0,0,1,27,1,0,0,0,0,0,4,0,0,1,1,17.33333333,16.08382,15.42403806,28.17370721,26.90196078,27.332,17.66148982,32.17251121,0.619047619,0.574422143,0.550858502,1.006203829,0.960784314,0.976142857,0.630767494,1.149018258,12.05,0.214285714,3,0,29.494688,29.941312,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.083333333,1.7291,46.9785,174.466592,193.08678,6.895956429
C1(=CC=CC=C1)P(C1=CC=CC=C1)(C1=CC=CC=C1)=O,103.3,0,18,18,35,20,0,15,18,0,1,0,1,0,0,0,0,0,37,22,18,1,0,18,19,27,10,0,0,0,18,0,0,0,0,0,0,24.33333333,23.16965798,23.96556239,34.40531682,33.14901961,33.424,26.6430509,38.25535599,0.695238095,0.661990228,0.684730354,0.983009052,0.947114846,0.954971429,0.761230026,1.093010171,104.02,0.542857143,1,0,44.493895,23.756105,3,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.136363636,3.326,85.8345,255.0041665,278.0860517,7.945315764
CN(P(N(C)C)(N(C)C)=O)C,117.53,0,0,0,29,11,0,18,6,3,1,0,1,0,0,0,0,0,28,10,27,1,0,0,1,27,1,0,0,0,0,0,0,0,0,0,1,16.33333333,14.91997019,15.05219479,28.72651129,27.31372549,27.748,17.81693054,33.75050523,0.563218391,0.514481731,0.5190412,0.990569355,0.941852603,0.956827586,0.614376915,1.163810525,10.05,0,1,0,29.754274,31.895726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.3,0.7793,48.6675,173.940133,179.1187488,6.17650858
N1(CCCCC1)P(N1CCCCC1)(N1CCCCC1)=O,118.14,0,0,0,50,20,0,30,15,3,1,0,1,0,0,0,0,0,52,22,51,1,0,0,1,51,1,0,0,0,0,0,6,9,0,0,1,27.33333333,24.92704704,27.30316161,49.05353241,46.66666667,47.308,31.60825749,57.2422431,0.546666667,0.498540941,0.546063232,0.981070648,0.933333333,0.94616,0.63216515,1.144844862,104.05,0.38,1,0,52.78579,43.93421,3,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.136363636,3.5522,83.8785,292.5346232,299.2126492,5.984252984
C(C)P(CC)(CC)=O,119.28,0,0,0,23,8,0,15,6,0,1,0,1,0,0,0,0,0,22,7,21,1,0,0,1,21,1,0,0,0,0,0,6,0,0,0,1,12.33333333,11.16965798,11.96556239,22.40531682,21.14901961,21.424,14.6430509,26.25535599,0.536231884,0.485637303,0.520241843,0.97414421,0.919522592,0.931478261,0.636654387,1.141537217,7.02,0,1,0,24.453895,23.756105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.428571429,2.4092,39.2295,140.9498512,134.0860517,5.829828336
CP(C)(C)=O,119.68,0,0,0,14,5,0,9,3,0,1,0,1,0,0,0,0,0,13,4,12,1,0,0,1,12,1,0,0,0,0,0,0,0,0,0,1,8.333333333,7.666119557,7.340078974,13.74180626,12.97254902,13.144,9.247387425,16.00948705,0.595238095,0.547579968,0.524291355,0.98155759,0.926610644,0.938857143,0.660527673,1.143534789,4.02,0,1,0,15.443137,17.736863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2389,25.3785,89.06189552,92.03910154,6.574221538
N1(CCCC1)P(N1CCCC1)(N1CCCC1)=O,122.52,0,0,0,41,17,0,24,12,3,1,0,1,0,0,0,0,0,43,19,42,1,0,0,1,42,1,0,0,0,0,0,6,6,0,0,1,23.33333333,21.42350862,22.6776782,40.39002185,38.49019608,39.028,26.21259401,46.99637416,0.569105691,0.5225246,0.553114102,0.985122484,0.93878527,0.951902439,0.639331561,1.146253028,89.05,0.390243902,1,0,43.775032,37.914968,3,0,0,3,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.157894737,2.3819,70.0275,240.6466675,257.165699,6.272334122
S1CCCC1,51.62,0,0,0,13,5,0,8,4,0,0,1,0,0,0,0,0,0,13,5,13,0,0,0,0,13,0,0,0,0,0,0,2,2,0,0,1,8,7.340604446,7.354365968,12.62818645,11.91372549,12.016,8.93074491,14.58120601,0.615384615,0.56466188,0.565720459,0.971398958,0.916440422,0.924307692,0.686980378,1.121631231,5.01,0.384615385,1,0,14.914344,10.485656,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5134,26.559,83.89296537,88.03467126,6.771897789
CN(C(=S)N(C)C)C,60.96,0,0,0,20,8,0,12,5,2,0,1,0,0,0,0,0,0,19,7,18,1,0,0,1,18,1,0,0,0,0,0,0,0,0,0,0.8,12,11.00865873,10.95394871,19.73015295,18.74901961,18.992,12.84521916,22.99326181,0.6,0.550432936,0.547697435,0.986507647,0.93745098,0.9496,0.642260958,1.149663091,7.03,0,1,0,21.451516,16.688484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3945,39.972,132.9024718,132.0721194,6.603605969
CC1(C)COP(=S)(OC2=CC=CC=C2)OC1,66.8,0,6,6,31,16,0,15,11,0,3,1,1,0,0,0,0,0,32,17,25,1,0,6,7,28,4,0,0,0,6,0,4,0,0,1,0.454545455,22.66666667,21.50293581,19.58221535,31.14348143,29.85882353,30.2,22.34005689,34.59417555,0.731182796,0.693643091,0.631684366,1.004628433,0.963187856,0.974193548,0.720646996,1.115941147,49.05,0.419354839,4,0,37.307895,26.866105,2,0,0,0,2,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.117647059,3.3629,67.04,219.9969609,258.047952,8.324127483
CC1CC(OP(=S)(O1)OC2=CC=CC=C2)(C)C,67.4,0,6,6,34,17,0,17,12,0,3,1,1,0,0,0,0,0,35,18,28,1,0,6,7,31,4,0,0,0,6,0,3,2,1,0,0.5,24,22.67078195,21.12404315,34.03131828,32.58431373,32.96,24.13861138,38.0094652,0.705882353,0.666787704,0.621295387,1.000921126,0.958362168,0.969411765,0.709959158,1.117925447,52.05,0.382352941,4,0,40.311481,28.872519,2,0,0,0,2,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.111111111,3.8939,71.683,237.2929462,272.063602,8.001870648
CP(C)C,97.43,0,0,0,13,4,0,9,3,0,0,0,1,0,0,0,0,0,12,3,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,1,7,6.334090584,6.62527987,12.41114348,11.62352941,11.744,8.767147904,14.80010097,0.538461538,0.487237737,0.509636913,0.954703345,0.894117647,0.903384615,0.674395993,1.138469306,3.01,0,0,0,14.641137,14.908863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3577,24.692,80.27166857,76.04418692,5.84955284
