#SMILES,BF3_Affinity,nBase,nAromAtom,nAromBond,nAtom,nHeavyAtom,nBridgehead,nH,nC,nN,nO,nS,nP,nF,nCl,nBr,nI,nX,nBonds,nBondsO,nBondsS,nBondsD,nBondsT,nBondsA,nBondsM,nBondsKS,nBondsKD,C1SP1,C2SP1,C1SP2,C2SP2,C3SP2,C1SP3,C2SP3,C3SP3,C4SP3,HybRatio,SZ,Sm,Sv,Sse,Spe,Sare,Sp,Si,MZ,Mm,Mv,Mse,Mpe,Mare,Mp,Mi,fragCpx,fMF,nHBAcc,nHBDon,apol,bpol,nRing,n3Ring,n4Ring,n5Ring,n6Ring,n7Ring,nHRing,n5HRing,n6HRing,n7HRing,naRing,n5aRing,n6aRing,naHRing,n5aHRing,n6aHRing,nARing,n3ARing,n4ARing,n5ARing,n6ARing,n7ARing,nAHRing,n5AHRing,n6AHRing,n7AHRing,nFRing,n7FRing,n8FRing,n9FRing,n10FRing,n11FRing,nG12FRing,nFHRing,n8FHRing,n11FHRing,nFARing,n7FARing,n8FARing,n9FARing,n10FARing,n11FARing,nG12FARing,nFAHRing,n8FAHRing,n11FAHRing,nRot,RotRatio,SLogP,SMR,Vabc,MW,AMW
CN(C)C(=O)C1=CC=C(C=C1)C(F)(F)F,98.38,0,6,6,25,15,0,10,10,1,1,0,0,3,0,0,0,3,25,15,18,1,0,6,7,21,4,0,0,1,4,2,1,0,0,0,0.3,18.66666667,18.08269167,16.12156564,26.30298616,25.85098039,26.348,16.13229341,29.21840271,0.746666667,0.723307667,0.644862626,1.052119446,1.034039216,1.05392,0.645291737,1.168736108,15.05,0.24,1,0,26.94093,15.94907,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.066666667,2.4072,49.4615,185.7036809,217.0714486,8.682857944
CN(C)C(=O)C1=CC=C(C=C1)Br,98.78,0,6,6,22,12,0,10,9,1,1,0,0,0,0,1,0,1,22,12,15,1,0,6,7,18,4,0,0,1,5,1,0,0,0,0,0.222222222,19,18.99000916,14.47065093,22.10524399,21.32941176,21.524,15.95804192,24.62572756,0.863636364,0.863182234,0.65775686,1.004783818,0.969518717,0.978363636,0.725365542,1.119351253,12.03,0.272727273,1,0,26.64993,13.99007,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.083333333,2.1509,52.1595,169.4886381,226.994576,10.31793527
CN1CCN(C1=O)C,98.93,0,0,0,18,8,0,10,5,2,1,0,0,0,0,0,0,0,18,8,17,1,0,0,1,17,1,0,0,0,0,0,2,0,0,0,0.8,10.33333333,9.50362168,9.939865255,18.09613984,17.36078431,17.656,10.79037725,20.86731082,0.574074074,0.527978982,0.552214736,1.005341102,0.964488017,0.980888889,0.599465403,1.159295045,8.03,0.277777778,1,0,18.01993,14.32007,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0164,30.656,110.8272153,114.0793129,6.337739608
CN(C)C(=O)C1=CC=C(C=C1)F,100.08,0,6,6,22,12,0,10,9,1,1,0,0,1,0,0,0,1,22,12,15,1,0,6,7,18,4,0,0,1,5,1,0,0,0,0,0.222222222,14.66666667,13.91919101,13.82845634,22.38965768,21.72941176,22.068,14.46522754,25.12384928,0.666666667,0.6326905,0.628566197,1.017711713,0.987700535,1.003090909,0.657510343,1.141993149,12.03,0.272727273,1,0,24.15693,13.72307,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.083333333,1.5275,44.4175,156.2725777,167.0746422,7.594301916
CN(C=O)C1=CC=CC=C1,100.83,0,6,6,19,10,0,9,8,1,1,0,0,0,0,0,0,0,19,10,12,1,0,6,7,15,4,0,0,0,6,0,0,0,0,0,0.125,12,11.25351761,11.91098779,18.98907502,18.30588235,18.548,12.73241737,21.36892774,0.631578947,0.5922904,0.626894094,0.999425001,0.963467492,0.976210526,0.67012723,1.124680407,10.02,0.315789474,1,0,21.263137,11.606863,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.2,1.2792,40.909,132.9090335,135.0684139,7.10886389
CN(C)C(=O)C1=CC=CC=C1,101.75,0,6,6,22,11,0,11,9,1,1,0,0,0,0,0,0,0,22,11,15,1,0,6,7,18,4,0,0,1,5,1,0,0,0,0,0.222222222,13.33333333,12.42136375,13.45281559,21.87691187,21.03137255,21.308,14.53097186,24.78421738,0.606060606,0.564607443,0.611491618,0.994405085,0.95597148,0.968545455,0.660498721,1.126555336,11.02,0.272727273,1,0,24.266723,13.613277,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.090909091,1.3884,44.4595,150.2050188,149.084064,6.776548362
CC1=CC=C(C=C1)C(=O)N(C)C,102.7,0,6,6,25,12,0,13,10,1,1,0,0,0,0,0,0,0,25,12,18,1,0,6,7,21,4,0,0,1,4,2,1,0,0,0,0.3,14.66666667,13.58920989,14.9946434,24.76474873,23.75686275,24.068,16.32952635,28.19950703,0.586666667,0.543568396,0.599785736,0.990589949,0.95027451,0.96272,0.653181054,1.127980281,12.02,0.24,1,0,27.270309,15.619691,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.083333333,1.69682,49.1965,167.501004,163.099714,6.523988561
CN(C)C(=O)C1=CC=C(C=C1)OC,103.19,0,6,6,26,13,0,13,10,1,2,0,0,0,0,0,0,0,26,13,19,1,0,6,7,22,4,0,0,1,5,1,0,0,0,0,0.3,16,14.92123886,15.7094425,26.09541151,25.10588235,25.468,16.80976587,29.4088931,0.615384615,0.573893802,0.604209327,1.003669673,0.96561086,0.979538462,0.646529456,1.131111273,13.03,0.230769231,2,0,28.072309,17.355691,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.153846154,1.397,51.0115,176.2912309,179.0946287,6.888254948
CN(C)C(=O)N(C)C,108.62,0,0,0,20,8,0,12,5,2,1,0,0,0,0,0,0,0,19,7,18,1,0,0,1,18,1,0,0,0,0,0,0,0,0,0,0.8,10.66666667,9.671467821,10.48169306,19.98397669,19.08627451,19.416,11.58893174,23.28260046,0.533333333,0.483573391,0.524084653,0.999198835,0.954313725,0.9708,0.579446587,1.164130023,7.03,0,1,0,19.353516,16.326484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2296,32.77,123.1836743,116.094963,5.80474815
CN(C)C(=O)C1=CC=C(C=C1)N(C)C,108.76,0,6,6,30,14,0,16,11,2,1,0,0,0,0,0,0,0,30,14,23,1,0,6,7,26,4,0,0,1,5,1,0,0,0,0,0.363636364,17.33333333,16.0071601,17.56534867,29.7596504,28.5372549,28.936,19.18604072,34.11317976,0.577777778,0.533572003,0.585511622,0.991988347,0.95124183,0.964533333,0.639534691,1.137105992,14.03,0.2,2,0,32.040688,20.339312,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.142857143,1.4544,58.7865,195.7937498,192.1262631,6.404208771
CN(C)C=O,110.49,0,0,0,12,5,0,7,3,1,1,0,0,0,0,0,0,0,11,4,10,1,0,0,1,10,1,0,0,0,0,0,0,0,0,0,0.666666667,6.666666667,6.085671468,6.369159984,12.10123816,11.58039216,11.788,6.933862874,13.95363809,0.555555556,0.507139289,0.530763332,1.008436514,0.96503268,0.982333333,0.577821906,1.162803174,4.02,0,1,0,11.579551,9.600449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.25,-0.2956,19.751,77.59494322,73.05276384,6.08773032
CCC(=O)N(C)C,110.56,0,0,0,18,7,0,11,5,1,1,0,0,0,0,0,0,0,17,6,16,1,0,0,1,16,1,0,0,1,0,0,1,1,0,0,0.8,9.333333333,8.42136375,9.452815591,17.87691187,17.03137255,17.308,10.53097186,20.78421738,0.518518519,0.467853542,0.525156422,0.993161771,0.946187364,0.961555556,0.585053992,1.154678744,6.02,0,1,0,17.586723,13.613277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.166666667,0.4846,28.985,112.1869137,101.084064,5.615781332
CN1CCCCCC1=O,111.42,0,0,0,22,9,0,13,7,1,1,0,0,0,0,0,0,0,22,9,21,1,0,0,1,21,1,0,0,1,0,0,1,4,0,0,0.857142857,11.66666667,10.58920989,11.9946434,21.76474873,20.75686275,21.068,13.32952635,25.19950703,0.53030303,0.481327722,0.545211063,0.98930676,0.943493761,0.957636364,0.605887561,1.145432138,9.02,0.318181818,1,0,22.260309,15.619691,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0188,36.105,134.4224252,127.099714,5.777259729
CC(C)N1CCCC1=O,112.08,0,0,0,22,9,0,13,7,1,1,0,0,0,0,0,0,0,22,9,21,1,0,0,1,21,1,0,0,1,0,0,3,3,0,0,0.857142857,11.66666667,10.58920989,11.9946434,21.76474873,20.75686275,21.068,13.32952635,25.19950703,0.53030303,0.481327722,0.545211063,0.98930676,0.943493761,0.957636364,0.605887561,1.145432138,9.02,0.227272727,1,0,22.260309,15.619691,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.111111111,1.0172,36.083,134.4224252,127.099714,5.777259729
CN1CCCN(C)C1=O,112.13,0,0,0,21,9,0,12,6,2,1,0,0,0,0,0,0,0,21,9,20,1,0,0,1,20,1,0,0,0,0,0,2,1,0,0,0.833333333,11.66666667,10.67146782,11.48169306,20.98397669,20.08627451,20.416,12.58893174,24.28260046,0.555555556,0.508165134,0.546747289,0.999236985,0.956489262,0.972190476,0.59947294,1.156314308,9.03,0.285714286,1,0,21.023516,16.326484,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3737,35.273,128.1232005,128.094963,6.099760143
CN(C)C(C)=O,112.14,0,0,0,15,6,0,9,4,1,1,0,0,0,0,0,0,0,14,5,13,1,0,0,1,13,1,0,0,1,0,0,1,0,0,0,0.75,8,7.253517609,7.910987788,14.98907502,14.30588235,14.548,8.732417365,17.36892774,0.533333333,0.483567841,0.527399186,0.999271668,0.95372549,0.969866667,0.582161158,1.157928516,5.02,0,1,0,14.583137,11.606863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0945,24.368,94.89092844,87.06841391,5.804560927
CN1CCCC1=O,112.56,0,0,0,16,7,0,9,5,1,1,0,0,0,0,0,0,0,16,7,15,1,0,0,1,15,1,0,0,1,0,0,1,2,0,0,0.8,9,8.253517609,8.910987788,15.98907502,15.30588235,15.548,9.732417365,18.36892774,0.5625,0.515844851,0.556936737,0.999317189,0.956617647,0.97175,0.608276085,1.148057984,7.02,0.3125,1,0,16.253137,11.606863,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2386,26.871,99.83045472,99.06841391,6.191775869
CCN(CC)C=O,113.2,0,0,0,18,7,0,11,5,1,1,0,0,0,0,0,0,0,17,6,16,1,0,0,1,16,1,0,0,0,0,0,4,0,0,0,0.8,9.333333333,8.42136375,9.452815591,17.87691187,17.03137255,17.308,10.53097186,20.78421738,0.518518519,0.467853542,0.525156422,0.993161771,0.946187364,0.961555556,0.585053992,1.154678744,6.02,0,1,0,17.586723,13.613277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.5,0.4846,28.985,112.1869137,101.084064,5.615781332
CCN(CC)C(C)=O,113.61,0,0,0,21,8,0,13,6,1,1,0,0,0,0,0,0,0,20,7,19,1,0,0,1,19,1,0,0,1,0,0,5,0,0,0,0.833333333,10.66666667,9.589209891,10.9946434,20.76474873,19.75686275,20.068,12.32952635,24.19950703,0.507936508,0.456629042,0.523554447,0.988797558,0.940802988,0.955619048,0.587120302,1.152357478,7.02,0,1,0,20.590309,15.619691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.285714286,0.8747,33.602,129.4828989,115.099714,5.480938764
O=CN1CCCCC1,114.16,0,0,0,19,8,0,11,6,1,1,0,0,0,0,0,0,0,19,8,18,1,0,0,1,18,1,0,0,0,0,0,2,3,0,0,0.833333333,10.33333333,9.42136375,10.45281559,18.87691187,18.03137255,18.308,11.53097186,21.78421738,0.543859649,0.49586125,0.550148189,0.993521677,0.949019608,0.963578947,0.606893256,1.146537757,8.02,0.315789474,1,0,19.256723,13.613277,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.125,0.6287,31.488,117.1264399,113.084064,5.951792841
CN1C=CC=CC1=O,116.94,0,6,6,15,8,0,7,6,1,1,0,0,0,0,0,0,0,15,8,8,1,0,6,7,12,3,0,0,2,3,0,0,0,0,0,0.166666667,9.666666667,9.085671468,9.369159984,15.10123816,14.58039216,14.788,9.933862874,16.95363809,0.644444444,0.605711431,0.624610666,1.006749211,0.972026144,0.985866667,0.662257525,1.130242539,8.02,0.4,2,0,16.589551,9.600449,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3853,31.683,100.953522,109.0527638,7.270184256
C[N+](C)(C)[N-]C(=O)C1=CC=C(C=C1)N(=O)=O,108.34,1,6,6,29,16,0,13,10,3,3,0,0,0,0,0,0,0,29,16,21,2,0,6,8,24,5,0,0,1,5,1,0,0,0,0,0.3,19.66666667,18.58562984,17.94016874,29.75236708,28.83921569,29.324,18.60737066,33.19975569,0.67816092,0.640883788,0.618626508,1.025943692,0.994455713,1.011172414,0.641633471,1.144819162,16.06,0.206896552,3,0,31.074309,17.355691,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.1875,1.7299,58.8183,204.4385201,223.0956913,7.692954872
C[N+](C)(C)[N-]C(=O)C1=CC=C(C=C1)C#N,110.83,1,6,6,28,15,0,13,11,3,1,0,0,0,0,0,0,0,28,15,20,1,1,6,8,23,4,1,0,1,4,2,0,0,0,0,0.3,18,16.92157189,17.51057053,28.09104151,27.14117647,27.524,18.64689162,31.78098354,0.642857143,0.604341853,0.625377519,1.003251483,0.969327731,0.983,0.665960415,1.135035127,15.04,0.214285714,2,0,31.140309,16.759691,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.133333333,1.69338,56.8789,201.5175925,203.105862,7.253780787
C[N+](C)(C)[N-]C(=O)C1=CC=C(C=C1)C(F)(F)F,112.86,1,6,6,30,17,0,13,11,2,1,0,0,3,0,0,0,3,30,17,23,1,0,6,7,26,4,0,0,1,4,2,1,0,0,0,0.363636364,21.33333333,20.50064188,18.69227091,31.29788784,30.63137255,31.216,18.98880778,35.13207543,0.711111111,0.683354729,0.623075697,1.043262928,1.021045752,1.040533333,0.632960259,1.171069181,17.06,0.2,1,0,31.711309,19.528691,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.117647059,2.8405,57.1659,213.9964267,246.0979977,8.20326659
C[N+](C)(C)[N-]C(=O)C1=CC=C(Br)C=C1,113.14,1,6,6,27,14,0,13,10,2,1,0,0,0,0,1,0,1,27,14,20,1,0,6,7,23,4,0,0,1,5,1,0,0,0,0,0.3,21.66666667,21.40795937,17.0413562,27.10014567,26.10980392,26.392,18.81455629,30.53940028,0.802469136,0.792887384,0.631161341,1.003709099,0.967029775,0.977481481,0.696835418,1.131088899,14.04,0.222222222,1,0,31.420309,17.569691,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.142857143,2.5842,59.8639,197.7813839,256.0211251,9.482263894
C[N+](C)(C)[N-]C(=O)C1=CC=C(F)C=C1,113.36,1,6,6,27,14,0,13,10,2,1,0,0,1,0,0,0,1,27,14,20,1,0,6,7,23,4,0,0,1,5,1,0,0,0,0,0.3,17.33333333,16.33714122,16.39916161,27.38455936,26.50980392,26.936,17.32174192,31.037522,0.641975309,0.605079304,0.607376356,1.014242939,0.98184459,0.99762963,0.641545997,1.149537852,14.04,0.222222222,1,0,28.927309,17.302691,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.142857143,1.9608,52.1219,184.5653235,196.1011913,7.263007084
C[N+](C)(C)[N-]C(=O)C1=CC=CC=C1,115.96,1,6,6,27,13,0,14,10,2,1,0,0,0,0,0,0,0,27,13,20,1,0,6,7,23,4,0,0,1,5,1,0,0,0,0,0.3,16,14.83931396,16.02352086,26.87181355,25.81176471,26.176,17.38748623,30.69789011,0.592592593,0.549604221,0.593463736,0.995252354,0.955991285,0.969481481,0.643980971,1.136958893,13.03,0.222222222,1,0,29.037102,17.192898,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.153846154,1.8217,52.1639,178.4977646,178.1106131,6.596689373
CC1=CC=C(C=C1)C(=O)[N-][N+](C)(C)C,116.9,1,6,6,30,14,0,16,11,2,1,0,0,0,0,0,0,0,30,14,23,1,0,6,7,26,4,0,0,1,4,2,1,0,0,0,0.363636364,17.33333333,16.0071601,17.56534867,29.7596504,28.5372549,28.936,19.18604072,34.11317976,0.577777778,0.533572003,0.585511622,0.991988347,0.95124183,0.964533333,0.639534691,1.137105992,14.03,0.2,1,0,32.040688,19.199312,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.142857143,2.13012,56.9009,195.7937498,192.1262631,6.404208771
C[N+](C)(C)[N-]C(=O)C1=CC=C(C=O)C=C1,117.57,1,6,6,29,15,0,14,11,2,2,0,0,0,0,0,0,0,29,15,21,2,0,6,8,24,5,0,0,2,4,2,0,0,0,0,0.272727273,18.33333333,17.17134294,17.73831997,29.20247633,28.16078431,28.576,18.86772575,32.90727618,0.632183908,0.592115274,0.611666206,1.006981942,0.971061528,0.98537931,0.650611233,1.134733661,15.04,0.206896552,2,0,31.509102,18.060898,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.2,1.6342,57.5514,201.9475178,206.1055277,7.107087162
CC(=O)[N-][N+](C)(C)C,129.33,1,0,0,20,8,0,12,5,2,1,0,0,0,0,0,0,0,19,7,18,1,0,0,1,18,1,0,0,1,0,0,1,0,0,0,0.8,10.66666667,9.671467821,10.48169306,19.98397669,19.08627451,19.416,11.58893174,23.28260046,0.533333333,0.483573391,0.524084653,0.999198835,0.954313725,0.9708,0.579446587,1.164130023,7.03,0,1,0,19.353516,15.186484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.142857143,0.5278,32.0724,123.1836743,116.094963,5.80474815
C[N+]([O-])=O,37.63,0,0,0,7,4,0,3,1,1,2,0,0,0,0,0,0,0,6,3,5,1,0,0,1,5,1,0,0,0,0,0,0,0,0,0,1,5.333333333,5.082008159,4.000303481,7.65622724,7.478431373,7.668,3.816993413,8.332444873,0.761904762,0.726001166,0.571471926,1.093746749,1.068347339,1.095428571,0.545284773,1.190349268,3.03,0,2,0,6.374379,4.175621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1071,12.9184,51.79319972,61.01637834,8.716625477
[O-][N+](=O)C1=CC=CC=C1,35.79,0,6,6,14,9,0,5,6,1,2,0,0,0,0,0,0,0,14,9,7,1,0,6,7,10,4,0,0,0,6,0,0,0,0,0,0,10.66666667,10.2498543,9.542131284,14.54406409,14.20392157,14.428,9.615547904,15.74773452,0.761904762,0.73213245,0.681580806,1.038861721,1.014565826,1.030571429,0.68682485,1.12483818,9.03,0.428571429,2,0,16.057965,6.182035,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.111111111,1.5948,33.0964,107.1072901,123.0320284,8.788002029
C1COS(=O)O1,50,0,0,0,10,6,0,4,2,0,3,1,0,0,0,0,0,0,10,6,9,1,0,0,1,9,1,0,0,0,0,0,2,0,0,0,1,9.333333333,9.000999084,6.415107674,10.84450109,10.50980392,10.696,6.774354491,11.37878493,0.933333333,0.900099908,0.641510767,1.084450109,1.050980392,1.0696,0.677435449,1.137878493,6.04,0.5,3,0,11.313172,12.042828,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3881,20.0464,75.67167578,107.988115,10.7988115
COS(=O)OC,51.27,0,0,0,12,6,0,6,2,0,3,1,0,0,0,0,0,0,11,5,10,1,0,0,1,10,1,0,0,0,0,0,0,0,0,0,1,9.666666667,9.168845225,6.956935477,12.73233795,12.23529412,12.456,7.572908982,13.79407458,0.805555556,0.764070435,0.579744623,1.061028162,1.019607843,1.038,0.631075749,1.149506215,5.04,0,3,0,12.646758,14.049242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.4,-0.1421,22.1604,88.02813472,110.0037651,9.166980421
CCCCS(=O)(=O)CCCC,51.32,0,0,0,29,11,0,18,8,0,2,1,0,0,0,0,0,0,28,10,26,2,0,0,2,26,2,0,0,0,0,0,4,4,0,0,1,16.33333333,14.8438931,15.4931032,28.72869629,27.23921569,27.616,17.88399641,33.07642638,0.563218391,0.511858383,0.534244938,0.9906447,0.9392833,0.952275862,0.616689531,1.140566427,10.03,0,2,0,29.866274,24.713726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.6,2.0014,48.4698,183.0138191,178.1027508,6.141474166
CCN(CC)S(=O)(=O)N(CC)CC,55.08,0,0,0,33,13,0,20,8,2,2,1,0,0,0,0,0,0,32,12,30,2,0,0,2,30,2,0,0,0,0,0,8,0,0,0,1,19,17.34410124,17.55085813,32.94282593,31.34901961,31.832,19.99991617,38.07319254,0.575757576,0.525578825,0.531844186,0.998267452,0.949970291,0.964606061,0.606058066,1.153733107,12.05,0,2,0,33.39986,30.14014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.5,0.9148,54.7618,205.0073403,208.1245489,6.306804512
CCOS(=O)OCC,55.13,0,0,0,18,8,0,10,4,0,3,1,0,0,0,0,0,0,17,7,16,1,0,0,1,16,1,0,0,0,0,0,4,0,0,0,1,12.33333333,11.50453751,10.04059108,18.50801165,17.68627451,17.976,11.17001796,20.62465387,0.685185185,0.639140973,0.557810616,1.02822287,0.982570806,0.998666667,0.620556554,1.145814104,7.04,0,3,0,18.65393,18.06207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.571428571,0.6381,31.3944,122.6201052,138.0350652,7.668614732
O=S(C1=CC=CC=C1)C1=CC=CC=C1,90.34,0,12,12,24,14,0,10,12,0,1,1,0,0,0,0,0,0,25,15,12,1,0,12,13,18,7,0,0,0,12,0,0,0,0,0,0,17.66666667,16.84047956,16.61099288,23.84668609,22.98823529,23.176,18.20953892,26.20588173,0.736111111,0.701686648,0.692124703,0.99361192,0.957843137,0.965666667,0.758730788,1.091911739,43.02,0.541666667,1,0,30.40993,14.59007,2,0,0,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.133333333,2.8533,57.5584,181.0758615,202.0452359,8.418551498
CS(=O)C1=CC=CC=C1,97.37,0,6,6,17,9,0,8,7,0,1,1,0,0,0,0,0,0,17,9,10,1,0,6,7,13,4,0,0,0,6,0,0,0,0,0,0.142857143,12.33333333,11.67263342,11.06916507,16.95884924,16.2627451,16.416,12.41098443,18.79059208,0.725490196,0.686625495,0.651127357,0.997579367,0.956632065,0.965647059,0.730057908,1.105328946,9.02,0.352941176,1,0,20.726344,12.583656,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.111111111,1.424,38.7744,125.7617711,140.0295859,8.237034463
