#LB_label,#LA_label,#ID,ChargeTransfer,N#R,R-N(-R)-R,R--N--R,R-N=R,R-NH-R,NH2-R,NH3,O=R,S=R,R-S-R,R--S--R,nN(CO)2,C-041,nH,la_MW,la_AMW,la_Mv,la_Me,la_Mp,la_Ms,la_nAT,la_nSK,la_nBT,la_nBO,la_nBM,la_SCBO,la_ARR,la_RBF,la_nAB,la_nH,la_nC,la_nF,la_nCL,la_nB,la_nHM,la_nX,la_nBnz,la_nHAcc,la_C-026,la_H-050,la_F-084,la_Ui,la_Hy,la_MLOGP,la_LAI
18,11,NH3:BI3,-0.31084,0,0,0,0,0,0,1,0,0,0,0,0,0,3,391.51,97.88,1.49,0.97,2.71,1.92,4,4,3,3,0,3,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,2.604,0
18,12,NH3:O2S,-0.09924,0,0,0,0,0,0,1,0,0,0,0,0,0,3,64.07,21.36,0.7,1.24,0.85,5.28,3,3,2,2,2,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1.585,0,-2.379,0
19,1,CH5N:AlCl3,-0.17356,0,0,0,0,0,1,0,0,0,0,0,0,0,5,133.33,33.33,1.16,1.1,1.89,3.28,4,4,3,3,0,3,0,0,0,0,0,0,3,0,1,3,0,0,0,0,0,0,0,1.364,0
19,2,CH5N:AlH3,-0.1686,0,0,0,0,0,1,0,0,0,0,0,0,0,5,30.01,7.5,0.63,0.86,1.25,2,4,1,3,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,3,0,0,0,-1.041,0
19,3,CH5N:C18F15Al,-0.18526,0,0,0,0,0,1,0,0,0,0,0,0,0,5,528.16,15.53,0.76,1.19,0.78,4.43,34,34,36,36,18,45,0.5,0.083,18,0,18,15,0,0,1,15,3,15,15,0,15,4.248,-0.525,7.875,1
19,4,CH5N:C3H9Al,-0.16026,0,0,0,0,0,1,0,0,0,0,0,0,0,5,72.1,5.55,0.56,0.93,0.79,1.69,13,4,12,3,0,3,0,0,0,9,3,0,0,0,1,0,0,0,0,0,0,0,-0.646,1.364,0
19,5,CH5N:C2H5AlCl2,-0.16818,0,0,0,0,0,1,0,0,0,0,0,0,0,5,126.95,12.7,0.71,0.99,1.02,2.5,10,5,9,4,0,4,0,0,0,5,2,0,2,0,1,2,0,0,0,0,0,0,-0.359,1.817,0
19,6,CH5N:BH3,-0.35942,0,0,0,0,0,1,0,0,0,0,0,0,0,5,13.84,3.46,0.42,0.91,0.72,2,4,1,3,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,3,0,0,0,-1.041,0
19,7,CH5N:BF3,-0.31126,0,0,0,0,0,1,0,0,0,0,0,0,0,5,67.81,16.95,0.51,1.3,0.67,6.33,4,4,3,3,0,3,0,0,0,0,0,3,0,1,0,3,0,3,0,0,0,0,0,0.546,0
19,8,CH5N:BCl3,-0.34326,0,0,0,0,0,1,0,0,0,0,0,0,0,5,117.16,29.29,0.95,1.16,1.36,3.42,4,4,3,3,0,3,0,0,0,0,0,0,3,1,0,3,0,0,0,0,0,0,0,1.364,0
19,9,CH5N:BBr3,-0.33016,0,0,0,0,0,1,0,0,0,0,0,0,0,5,250.51,62.63,1.24,1.09,1.73,2.4,4,4,3,3,0,3,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,2.026,0
19,10,CH5N:C18BF15,-0.39548,0,0,0,0,0,1,0,0,0,0,0,0,0,5,511.99,15.06,0.73,1.2,0.72,4.45,34,34,36,36,18,45,0.5,0.083,18,0,18,15,0,1,0,15,3,15,18,0,15,4.248,-0.525,7.875,1
19,11,CH5N:BI3,-0.3012,0,0,0,0,0,1,0,0,0,0,0,0,0,5,391.51,97.88,1.49,0.97,2.71,1.92,4,4,3,3,0,3,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,2.604,0
19,12,CH5N:O2S,-0.1548,0,0,0,0,0,1,0,0,0,0,0,0,0,5,64.07,21.36,0.7,1.24,0.85,5.28,3,3,2,2,2,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1.585,0,-2.379,0
20,1,C2H7N:AlCl3,-0.16264,0,0,0,0,1,0,0,0,0,0,0,0,0,7,133.33,33.33,1.16,1.1,1.89,3.28,4,4,3,3,0,3,0,0,0,0,0,0,3,0,1,3,0,0,0,0,0,0,0,1.364,0
20,2,C2H7N:AlH3,-0.15608,0,0,0,0,1,0,0,0,0,0,0,0,0,7,30.01,7.5,0.63,0.86,1.25,2,4,1,3,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,3,0,0,0,-1.041,0
20,3,C2H7N:C18F15Al,-0.17594,0,0,0,0,1,0,0,0,0,0,0,0,0,7,528.16,15.53,0.76,1.19,0.78,4.43,34,34,36,36,18,45,0.5,0.083,18,0,18,15,0,0,1,15,3,15,15,0,15,4.248,-0.525,7.875,1
20,4,C2H7N:C3H9Al,-0.14752,0,0,0,0,1,0,0,0,0,0,0,0,0,7,72.1,5.55,0.56,0.93,0.79,1.69,13,4,12,3,0,3,0,0,0,9,3,0,0,0,1,0,0,0,0,0,0,0,-0.646,1.364,0
20,5,C2H7N:C2H5AlCl2,-0.15544,0,0,0,0,1,0,0,0,0,0,0,0,0,7,126.95,12.7,0.71,0.99,1.02,2.5,10,5,9,4,0,4,0,0,0,5,2,0,2,0,1,2,0,0,0,0,0,0,-0.359,1.817,0
20,6,C2H7N:BH3,-0.35029,0,0,0,0,1,0,0,0,0,0,0,0,0,7,13.84,3.46,0.42,0.91,0.72,2,4,1,3,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,3,0,0,0,-1.041,0
20,7,C2H7N:BF3,-0.3051,0,0,0,0,1,0,0,0,0,0,0,0,0,7,67.81,16.95,0.51,1.3,0.67,6.33,4,4,3,3,0,3,0,0,0,0,0,3,0,1,0,3,0,3,0,0,0,0,0,0.546,0
20,8,C2H7N:BCl3,-0.32704,0,0,0,0,1,0,0,0,0,0,0,0,0,7,117.16,29.29,0.95,1.16,1.36,3.42,4,4,3,3,0,3,0,0,0,0,0,0,3,1,0,3,0,0,0,0,0,0,0,1.364,0
20,9,C2H7N:BBr3,-0.31312,0,0,0,0,1,0,0,0,0,0,0,0,0,7,250.51,62.63,1.24,1.09,1.73,2.4,4,4,3,3,0,3,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,2.026,0
20,10,C2H7N:C18BF15,-0.38534,0,0,0,0,1,0,0,0,0,0,0,0,0,7,511.99,15.06,0.73,1.2,0.72,4.45,34,34,36,36,18,45,0.5,0.083,18,0,18,15,0,1,0,15,3,15,18,0,15,4.248,-0.525,7.875,1
20,11,C2H7N:BI3,-0.2871,0,0,0,0,1,0,0,0,0,0,0,0,0,7,391.51,97.88,1.49,0.97,2.71,1.92,4,4,3,3,0,3,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,2.604,0
20,12,C2H7N:O2S,-0.1882,0,0,0,0,1,0,0,0,0,0,0,0,0,7,64.07,21.36,0.7,1.24,0.85,5.28,3,3,2,2,2,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1.585,0,-2.379,0
21,1,C3H9N:AlCl3,-0.14898,0,1,0,0,0,0,0,0,0,0,0,0,0,9,133.33,33.33,1.16,1.1,1.89,3.28,4,4,3,3,0,3,0,0,0,0,0,0,3,0,1,3,0,0,0,0,0,0,0,1.364,0
21,2,C3H9N:AlH3,-0.14104,0,1,0,0,0,0,0,0,0,0,0,0,0,9,30.01,7.5,0.63,0.86,1.25,2,4,1,3,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,3,0,0,0,-1.041,0
21,3,C3H9N:C18F15Al,-0.16274,0,1,0,0,0,0,0,0,0,0,0,0,0,9,528.16,15.53,0.76,1.19,0.78,4.43,34,34,36,36,18,45,0.5,0.083,18,0,18,15,0,0,1,15,3,15,15,0,15,4.248,-0.525,7.875,1
21,4,C3H9N:C3H9Al,-0.13346,0,1,0,0,0,0,0,0,0,0,0,0,0,9,72.1,5.55,0.56,0.93,0.79,1.69,13,4,12,3,0,3,0,0,0,9,3,0,0,0,1,0,0,0,0,0,0,0,-0.646,1.364,0
21,5,C3H9N:C2H5AlCl2,-0.14134,0,1,0,0,0,0,0,0,0,0,0,0,0,9,126.95,12.7,0.71,0.99,1.02,2.5,10,5,9,4,0,4,0,0,0,5,2,0,2,0,1,2,0,0,0,0,0,0,-0.359,1.817,0
21,6,C3H9N:BH3,-0.3324,0,1,0,0,0,0,0,0,0,0,0,0,0,9,13.84,3.46,0.42,0.91,0.72,2,4,1,3,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,3,0,0,0,-1.041,0
21,7,C3H9N:BF3,-0.2895,0,1,0,0,0,0,0,0,0,0,0,0,0,9,67.81,16.95,0.51,1.3,0.67,6.33,4,4,3,3,0,3,0,0,0,0,0,3,0,1,0,3,0,3,0,0,0,0,0,0.546,0
21,8,C3H9N:BCl3,-0.3046,0,1,0,0,0,0,0,0,0,0,0,0,0,9,117.16,29.29,0.95,1.16,1.36,3.42,4,4,3,3,0,3,0,0,0,0,0,0,3,1,0,3,0,0,0,0,0,0,0,1.364,0
21,9,C3H9N:BBr3,-0.29132,0,1,0,0,0,0,0,0,0,0,0,0,0,9,250.51,62.63,1.24,1.09,1.73,2.4,4,4,3,3,0,3,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,2.026,0
21,10,C3H9N:C18BF15,-0.3461,0,1,0,0,0,0,0,0,0,0,0,0,0,9,511.99,15.06,0.73,1.2,0.72,4.45,34,34,36,36,18,45,0.5,0.083,18,0,18,15,0,1,0,15,3,15,18,0,15,4.248,-0.525,7.875,1
21,11,C3H9N:BI3,-0.26952,0,1,0,0,0,0,0,0,0,0,0,0,0,9,391.51,97.88,1.49,0.97,2.71,1.92,4,4,3,3,0,3,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,2.604,0
21,12,C3H9N:O2S,-0.20366,0,1,0,0,0,0,0,0,0,0,0,0,0,9,64.07,21.36,0.7,1.24,0.85,5.28,3,3,2,2,2,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1.585,0,-2.379,0
22,1,CHN:AlCl3,-0.14508,1,0,0,0,0,0,0,0,0,0,0,0,0,1,133.33,33.33,1.16,1.1,1.89,3.28,4,4,3,3,0,3,0,0,0,0,0,0,3,0,1,3,0,0,0,0,0,0,0,1.364,0
22,2,CHN:AlH3,-0.13308,1,0,0,0,0,0,0,0,0,0,0,0,0,1,30.01,7.5,0.63,0.86,1.25,2,4,1,3,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,3,0,0,0,-1.041,0
22,3,CHN:C18F15Al,-0.16824,1,0,0,0,0,0,0,0,0,0,0,0,0,1,528.16,15.53,0.76,1.19,0.78,4.43,34,34,36,36,18,45,0.5,0.083,18,0,18,15,0,0,1,15,3,15,15,0,15,4.248,-0.525,7.875,1
22,4,CHN:C3H9Al,-0.1296,1,0,0,0,0,0,0,0,0,0,0,0,0,1,72.1,5.55,0.56,0.93,0.79,1.69,13,4,12,3,0,3,0,0,0,9,3,0,0,0,1,0,0,0,0,0,0,0,-0.646,1.364,0
22,5,CHN:C2H5AlCl2,-0.13958,1,0,0,0,0,0,0,0,0,0,0,0,0,1,126.95,12.7,0.71,0.99,1.02,2.5,10,5,9,4,0,4,0,0,0,5,2,0,2,0,1,2,0,0,0,0,0,0,-0.359,1.817,0
22,6,CHN:BH3,-0.26836,1,0,0,0,0,0,0,0,0,0,0,0,0,1,13.84,3.46,0.42,0.91,0.72,2,4,1,3,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,3,0,0,0,-1.041,0
22,7,CHN:BF3,-0.05116,1,0,0,0,0,0,0,0,0,0,0,0,0,1,67.81,16.95,0.51,1.3,0.67,6.33,4,4,3,3,0,3,0,0,0,0,0,3,0,1,0,3,0,3,0,0,0,0,0,0.546,0
22,8,CHN:BCl3,-0.28674,1,0,0,0,0,0,0,0,0,0,0,0,0,1,117.16,29.29,0.95,1.16,1.36,3.42,4,4,3,3,0,3,0,0,0,0,0,0,3,1,0,3,0,0,0,0,0,0,0,1.364,0
22,9,CHN:BBr3,-0.26818,1,0,0,0,0,0,0,0,0,0,0,0,0,1,250.51,62.63,1.24,1.09,1.73,2.4,4,4,3,3,0,3,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,2.026,0
22,10,CHN:C18BF15,-0.35422,1,0,0,0,0,0,0,0,0,0,0,0,0,1,511.99,15.06,0.73,1.2,0.72,4.45,34,34,36,36,18,45,0.5,0.083,18,0,18,15,0,1,0,15,3,15,18,0,15,4.248,-0.525,7.875,1
22,11,CHN:BI3,-0.19632,1,0,0,0,0,0,0,0,0,0,0,0,0,1,391.51,97.88,1.49,0.97,2.71,1.92,4,4,3,3,0,3,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,2.604,0
23,1,C2H3N:AlCl3,-0.16194,1,0,0,0,0,0,0,0,0,0,0,0,0,3,133.33,33.33,1.16,1.1,1.89,3.28,4,4,3,3,0,3,0,0,0,0,0,0,3,0,1,3,0,0,0,0,0,0,0,1.364,0
23,2,C2H3N:AlH3,-0.15014,1,0,0,0,0,0,0,0,0,0,0,0,0,3,30.01,7.5,0.63,0.86,1.25,2,4,1,3,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,3,0,0,0,-1.041,0
23,3,C2H3N:C18F15Al,-0.19064,1,0,0,0,0,0,0,0,0,0,0,0,0,3,528.16,15.53,0.76,1.19,0.78,4.43,34,34,36,36,18,45,0.5,0.083,18,0,18,15,0,0,1,15,3,15,15,0,15,4.248,-0.525,7.875,1
23,4,C2H3N:C3H9Al,-0.14608,1,0,0,0,0,0,0,0,0,0,0,0,0,3,72.1,5.55,0.56,0.93,0.79,1.69,13,4,12,3,0,3,0,0,0,9,3,0,0,0,1,0,0,0,0,0,0,0,-0.646,1.364,0
23,5,C2H3N:C2H5AlCl2,-0.1562,1,0,0,0,0,0,0,0,0,0,0,0,0,3,126.95,12.7,0.71,0.99,1.02,2.5,10,5,9,4,0,4,0,0,0,5,2,0,2,0,1,2,0,0,0,0,0,0,-0.359,1.817,0
23,6,C2H3N:BH3,-0.28739,1,0,0,0,0,0,0,0,0,0,0,0,0,3,13.84,3.46,0.42,0.91,0.72,2,4,1,3,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,3,0,0,0,-1.041,0
23,7,C2H3N:BF3,-0.20008,1,0,0,0,0,0,0,0,0,0,0,0,0,3,67.81,16.95,0.51,1.3,0.67,6.33,4,4,3,3,0,3,0,0,0,0,0,3,0,1,0,3,0,3,0,0,0,0,0,0.546,0
23,8,C2H3N:BCl3,-0.31718,1,0,0,0,0,0,0,0,0,0,0,0,0,3,117.16,29.29,0.95,1.16,1.36,3.42,4,4,3,3,0,3,0,0,0,0,0,0,3,1,0,3,0,0,0,0,0,0,0,1.364,0
23,9,C2H3N:BBr3,-0.30024,1,0,0,0,0,0,0,0,0,0,0,0,0,3,250.51,62.63,1.24,1.09,1.73,2.4,4,4,3,3,0,3,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,2.026,0
23,10,C2H3N:C18BF15,-0.3811,1,0,0,0,0,0,0,0,0,0,0,0,0,3,511.99,15.06,0.73,1.2,0.72,4.45,34,34,36,36,18,45,0.5,0.083,18,0,18,15,0,1,0,15,3,15,18,0,15,4.248,-0.525,7.875,1
23,11,C2H3N:BI3,-0.23684,1,0,0,0,0,0,0,0,0,0,0,0,0,3,391.51,97.88,1.49,0.97,2.71,1.92,4,4,3,3,0,3,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,2.604,0
24,1,C3H3N3:AlCl3,-0.15124,0,0,3,0,0,0,0,0,0,0,0,0,0,3,133.33,33.33,1.16,1.1,1.89,3.28,4,4,3,3,0,3,0,0,0,0,0,0,3,0,1,3,0,0,0,0,0,0,0,1.364,0
24,2,C3H3N3:AlH3,-0.14066,0,0,3,0,0,0,0,0,0,0,0,0,0,3,30.01,7.5,0.63,0.86,1.25,2,4,1,3,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,3,0,0,0,-1.041,0
24,3,C3H3N3:C18F15Al,-0.15848,0,0,3,0,0,0,0,0,0,0,0,0,0,3,528.16,15.53,0.76,1.19,0.78,4.43,34,34,36,36,18,45,0.5,0.083,18,0,18,15,0,0,1,15,3,15,15,0,15,4.248,-0.525,7.875,1
24,4,C3H3N3:C3H9Al,-0.13228,0,0,3,0,0,0,0,0,0,0,0,0,0,3,72.1,5.55,0.56,0.93,0.79,1.69,13,4,12,3,0,3,0,0,0,9,3,0,0,0,1,0,0,0,0,0,0,0,-0.646,1.364,0
24,5,C3H3N3:C2H5AlCl2,-0.14146,0,0,3,0,0,0,0,0,0,0,0,0,0,3,126.95,12.7,0.71,0.99,1.02,2.5,10,5,9,4,0,4,0,0,0,5,2,0,2,0,1,2,0,0,0,0,0,0,-0.359,1.817,0
24,6,C3H3N3:BH3,-0.30546,0,0,3,0,0,0,0,0,0,0,0,0,0,3,13.84,3.46,0.42,0.91,0.72,2,4,1,3,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,3,0,0,0,-1.041,0
24,7,C3H3N3:BF3,-0.27408,0,0,3,0,0,0,0,0,0,0,0,0,0,3,67.81,16.95,0.51,1.3,0.67,6.33,4,4,3,3,0,3,0,0,0,0,0,3,0,1,0,3,0,3,0,0,0,0,0,0.546,0
24,8,C3H3N3:BCl3,-0.29974,0,0,3,0,0,0,0,0,0,0,0,0,0,3,117.16,29.29,0.95,1.16,1.36,3.42,4,4,3,3,0,3,0,0,0,0,0,0,3,1,0,3,0,0,0,0,0,0,0,1.364,0
24,9,C3H3N3:BBr3,-0.27748,0,0,3,0,0,0,0,0,0,0,0,0,0,3,250.51,62.63,1.24,1.09,1.73,2.4,4,4,3,3,0,3,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,2.026,0
24,10,C3H3N3:C18BF15,-0.35084,0,0,3,0,0,0,0,0,0,0,0,0,0,3,511.99,15.06,0.73,1.2,0.72,4.45,34,34,36,36,18,45,0.5,0.083,18,0,18,15,0,1,0,15,3,15,18,0,15,4.248,-0.525,7.875,1
24,11,C3H3N3:BI3,-0.2105,0,0,3,0,0,0,0,0,0,0,0,0,0,3,391.51,97.88,1.49,0.97,2.71,1.92,4,4,3,3,0,3,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,2.604,0
24,12,C3H3N3:O2S,-0.06906,0,0,3,0,0,0,0,0,0,0,0,0,0,3,64.07,21.36,0.7,1.24,0.85,5.28,3,3,2,2,2,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1.585,0,-2.379,0
25,1,C6H7N:AlCl3,-0.16978,0,0,0,0,0,1,0,0,0,0,0,0,0,7,133.33,33.33,1.16,1.1,1.89,3.28,4,4,3,3,0,3,0,0,0,0,0,0,3,0,1,3,0,0,0,0,0,0,0,1.364,0
25,2,C6H7N:AlH3,-0.15576,0,0,0,0,0,1,0,0,0,0,0,0,0,7,30.01,7.5,0.63,0.86,1.25,2,4,1,3,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,3,0,0,0,-1.041,0
25,3,C6H7N:C18F15Al,-0.1623,0,0,0,0,0,1,0,0,0,0,0,0,0,7,528.16,15.53,0.76,1.19,0.78,4.43,34,34,36,36,18,45,0.5,0.083,18,0,18,15,0,0,1,15,3,15,15,0,15,4.248,-0.525,7.875,1
25,4,C6H7N:C3H9Al,-0.14474,0,0,0,0,0,1,0,0,0,0,0,0,0,7,72.1,5.55,0.56,0.93,0.79,1.69,13,4,12,3,0,3,0,0,0,9,3,0,0,0,1,0,0,0,0,0,0,0,-0.646,1.364,0
25,5,C6H7N:C2H5AlCl2,-0.15586,0,0,0,0,0,1,0,0,0,0,0,0,0,7,126.95,12.7,0.71,0.99,1.02,2.5,10,5,9,4,0,4,0,0,0,5,2,0,2,0,1,2,0,0,0,0,0,0,-0.359,1.817,0
25,6,C6H7N:BH3,-0.33454,0,0,0,0,0,1,0,0,0,0,0,0,0,7,13.84,3.46,0.42,0.91,0.72,2,4,1,3,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,3,0,0,0,-1.041,0
25,7,C6H7N:BF3,-0.28486,0,0,0,0,0,1,0,0,0,0,0,0,0,7,67.81,16.95,0.51,1.3,0.67,6.33,4,4,3,3,0,3,0,0,0,0,0,3,0,1,0,3,0,3,0,0,0,0,0,0.546,0
25,8,C6H7N:BCl3,-0.3324,0,0,0,0,0,1,0,0,0,0,0,0,0,7,117.16,29.29,0.95,1.16,1.36,3.42,4,4,3,3,0,3,0,0,0,0,0,0,3,1,0,3,0,0,0,0,0,0,0,1.364,0
25,9,C6H7N:BBr3,-0.31504,0,0,0,0,0,1,0,0,0,0,0,0,0,7,250.51,62.63,1.24,1.09,1.73,2.4,4,4,3,3,0,3,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,2.026,0
25,10,C6H7N:C18BF15,-0.37654,0,0,0,0,0,1,0,0,0,0,0,0,0,7,511.99,15.06,0.73,1.2,0.72,4.45,34,34,36,36,18,45,0.5,0.083,18,0,18,15,0,1,0,15,3,15,18,0,15,4.248,-0.525,7.875,1
25,11,C6H7N:BI3,-0.28618,0,0,0,0,0,1,0,0,0,0,0,0,0,7,391.51,97.88,1.49,0.97,2.71,1.92,4,4,3,3,0,3,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,2.604,0
25,12,C6H7N:O2S,-0.12138,0,0,0,0,0,1,0,0,0,0,0,0,0,7,64.07,21.36,0.7,1.24,0.85,5.28,3,3,2,2,2,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1.585,0,-2.379,0
26,1,C6H5NF2:AlCl3,-0.16384,0,0,0,0,0,1,0,0,0,0,0,0,0,5,133.33,33.33,1.16,1.1,1.89,3.28,4,4,3,3,0,3,0,0,0,0,0,0,3,0,1,3,0,0,0,0,0,0,0,1.364,0
26,2,C6H5NF2:AlH3,-0.14902,0,0,0,0,0,1,0,0,0,0,0,0,0,5,30.01,7.5,0.63,0.86,1.25,2,4,1,3,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,3,0,0,0,-1.041,0
26,3,C6H5NF2:C18F15Al,-0.15524,0,0,0,0,0,1,0,0,0,0,0,0,0,5,528.16,15.53,0.76,1.19,0.78,4.43,34,34,36,36,18,45,0.5,0.083,18,0,18,15,0,0,1,15,3,15,15,0,15,4.248,-0.525,7.875,1
26,4,C6H5NF2:C3H9Al,-0.1371,0,0,0,0,0,1,0,0,0,0,0,0,0,5,72.1,5.55,0.56,0.93,0.79,1.69,13,4,12,3,0,3,0,0,0,9,3,0,0,0,1,0,0,0,0,0,0,0,-0.646,1.364,0
26,5,C6H5NF2:C2H5AlCl2,-0.14968,0,0,0,0,0,1,0,0,0,0,0,0,0,5,126.95,12.7,0.71,0.99,1.02,2.5,10,5,9,4,0,4,0,0,0,5,2,0,2,0,1,2,0,0,0,0,0,0,-0.359,1.817,0
26,6,C6H5NF2:BH3,-0.32454,0,0,0,0,0,1,0,0,0,0,0,0,0,5,13.84,3.46,0.42,0.91,0.72,2,4,1,3,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,3,0,0,0,-1.041,0
26,7,C6H5NF2:BF3,-0.27186,0,0,0,0,0,1,0,0,0,0,0,0,0,5,67.81,16.95,0.51,1.3,0.67,6.33,4,4,3,3,0,3,0,0,0,0,0,3,0,1,0,3,0,3,0,0,0,0,0,0.546,0
26,8,C6H5NF2:BCl3,-0.31842,0,0,0,0,0,1,0,0,0,0,0,0,0,5,117.16,29.29,0.95,1.16,1.36,3.42,4,4,3,3,0,3,0,0,0,0,0,0,3,1,0,3,0,0,0,0,0,0,0,1.364,0
26,9,C6H5NF2:BBr3,-0.31146,0,0,0,0,0,1,0,0,0,0,0,0,0,5,250.51,62.63,1.24,1.09,1.73,2.4,4,4,3,3,0,3,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,2.026,0
26,10,C6H5NF2:C18BF15,-0.36502,0,0,0,0,0,1,0,0,0,0,0,0,0,5,511.99,15.06,0.73,1.2,0.72,4.45,34,34,36,36,18,45,0.5,0.083,18,0,18,15,0,1,0,15,3,15,18,0,15,4.248,-0.525,7.875,1
26,11,C6H5NF2:BI3,-0.27184,0,0,0,0,0,1,0,0,0,0,0,0,0,5,391.51,97.88,1.49,0.97,2.71,1.92,4,4,3,3,0,3,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,2.604,0
26,12,C6H5NF2:O2S,-0.10298,0,0,0,0,0,1,0,0,0,0,0,0,0,5,64.07,21.36,0.7,1.24,0.85,5.28,3,3,2,2,2,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1.585,0,-2.379,0
27,1,C8H11N:AlCl3,-0.16622,0,0,0,0,0,1,0,0,0,0,0,0,0,11,133.33,33.33,1.16,1.1,1.89,3.28,4,4,3,3,0,3,0,0,0,0,0,0,3,0,1,3,0,0,0,0,0,0,0,1.364,0
27,2,C8H11N:AlH3,-0.15768,0,0,0,0,0,1,0,0,0,0,0,0,0,11,30.01,7.5,0.63,0.86,1.25,2,4,1,3,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,3,0,0,0,-1.041,0
27,3,C8H11N:C18F15Al,-0.16668,0,0,0,0,0,1,0,0,0,0,0,0,0,11,528.16,15.53,0.76,1.19,0.78,4.43,34,34,36,36,18,45,0.5,0.083,18,0,18,15,0,0,1,15,3,15,15,0,15,4.248,-0.525,7.875,1
27,4,C8H11N:C3H9Al,-0.14506,0,0,0,0,0,1,0,0,0,0,0,0,0,11,72.1,5.55,0.56,0.93,0.79,1.69,13,4,12,3,0,3,0,0,0,9,3,0,0,0,1,0,0,0,0,0,0,0,-0.646,1.364,0
27,5,C8H11N:C2H5AlCl2,-0.15736,0,0,0,0,0,1,0,0,0,0,0,0,0,11,126.95,12.7,0.71,0.99,1.02,2.5,10,5,9,4,0,4,0,0,0,5,2,0,2,0,1,2,0,0,0,0,0,0,-0.359,1.817,0
27,6,C8H11N:BH3,-0.33684,0,0,0,0,0,1,0,0,0,0,0,0,0,11,13.84,3.46,0.42,0.91,0.72,2,4,1,3,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,3,0,0,0,-1.041,0
27,7,C8H11N:BF3,-0.28852,0,0,0,0,0,1,0,0,0,0,0,0,0,11,67.81,16.95,0.51,1.3,0.67,6.33,4,4,3,3,0,3,0,0,0,0,0,3,0,1,0,3,0,3,0,0,0,0,0,0.546,0
27,8,C8H11N:BCl3,-0.32988,0,0,0,0,0,1,0,0,0,0,0,0,0,11,117.16,29.29,0.95,1.16,1.36,3.42,4,4,3,3,0,3,0,0,0,0,0,0,3,1,0,3,0,0,0,0,0,0,0,1.364,0
27,9,C8H11N:BBr3,-0.31806,0,0,0,0,0,1,0,0,0,0,0,0,0,11,250.51,62.63,1.24,1.09,1.73,2.4,4,4,3,3,0,3,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,2.026,0
27,10,C8H11N:C18BF15,-0.36978,0,0,0,0,0,1,0,0,0,0,0,0,0,11,511.99,15.06,0.73,1.2,0.72,4.45,34,34,36,36,18,45,0.5,0.083,18,0,18,15,0,1,0,15,3,15,18,0,15,4.248,-0.525,7.875,1
27,11,C8H11N:BI3,-0.28958,0,0,0,0,0,1,0,0,0,0,0,0,0,11,391.51,97.88,1.49,0.97,2.71,1.92,4,4,3,3,0,3,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,2.604,0
