#LB_label,#LA_label,#ID,ChargeTransfer,N#R,R-N(-R)-R,R--N--R,R-N=R,R-NH-R,NH2-R,NH3,O=R,S=R,R-S-R,R--S--R,nN(CO)2,C-041,nH,la_MW,la_AMW,la_Mv,la_Me,la_Mp,la_Ms,la_nAT,la_nSK,la_nBT,la_nBO,la_nBM,la_SCBO,la_ARR,la_RBF,la_nAB,la_nH,la_nC,la_nF,la_nCL,la_nB,la_nHM,la_nX,la_nBnz,la_nHAcc,la_C-026,la_H-050,la_F-084,la_Ui,la_Hy,la_MLOGP,la_LAI
10,1,C6H4N2S:AlCl3,-0.15454,0,0,2,0,0,0,0,0,0,0,1,0,0,4,133.33,33.33,1.16,1.1,1.89,3.28,4,4,3,3,0,3,0,0,0,0,0,0,3,0,1,3,0,0,0,0,0,0,0,1.364,0
10,2,C6H4N2S:AlH3,-0.14188,0,0,2,0,0,0,0,0,0,0,1,0,0,4,30.01,7.5,0.63,0.86,1.25,2,4,1,3,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,3,0,0,0,-1.041,0
10,3,C6H4N2S:C18F15Al,-0.17022,0,0,2,0,0,0,0,0,0,0,1,0,0,4,528.16,15.53,0.76,1.19,0.78,4.43,34,34,36,36,18,45,0.5,0.083,18,0,18,15,0,0,1,15,3,15,15,0,15,4.248,-0.525,7.875,1
10,4,C6H4N2S:C3H9Al,-0.13012,0,0,2,0,0,0,0,0,0,0,1,0,0,4,72.1,5.55,0.56,0.93,0.79,1.69,13,4,12,3,0,3,0,0,0,9,3,0,0,0,1,0,0,0,0,0,0,0,-0.646,1.364,0
10,5,C6H4N2S:C2H5AlCl2,-0.1343,0,0,2,0,0,0,0,0,0,0,1,0,0,4,126.95,12.7,0.71,0.99,1.02,2.5,10,5,9,4,0,4,0,0,0,5,2,0,2,0,1,2,0,0,0,0,0,0,-0.359,1.817,0
10,6,C6H4N2S:BH3,-0.30032,0,0,2,0,0,0,0,0,0,0,1,0,0,4,13.84,3.46,0.42,0.91,0.72,2,4,1,3,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,3,0,0,0,-1.041,0
10,7,C6H4N2S:BF3,-0.26152,0,0,2,0,0,0,0,0,0,0,1,0,0,4,67.81,16.95,0.51,1.3,0.67,6.33,4,4,3,3,0,3,0,0,0,0,0,3,0,1,0,3,0,3,0,0,0,0,0,0.546,0
10,8,C6H4N2S:BCl3,-0.29988,0,0,2,0,0,0,0,0,0,0,1,0,0,4,117.16,29.29,0.95,1.16,1.36,3.42,4,4,3,3,0,3,0,0,0,0,0,0,3,1,0,3,0,0,0,0,0,0,0,1.364,0
10,9,C6H4N2S:BBr3,-0.2709,0,0,2,0,0,0,0,0,0,0,1,0,0,4,250.51,62.63,1.24,1.09,1.73,2.4,4,4,3,3,0,3,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,2.026,0
10,10,C6H4N2S:C18BF15,-0.3734,0,0,2,0,0,0,0,0,0,0,1,0,0,4,511.99,15.06,0.73,1.2,0.72,4.45,34,34,36,36,18,45,0.5,0.083,18,0,18,15,0,1,0,15,3,15,18,0,15,4.248,-0.525,7.875,1
10,11,C6H4N2S:BI3,-0.17652,0,0,2,0,0,0,0,0,0,0,1,0,0,4,391.51,97.88,1.49,0.97,2.71,1.92,4,4,3,3,0,3,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,2.604,0
10,12,C6H4N2S:O2S,-0.03074,0,0,2,0,0,0,0,0,0,0,1,0,0,4,64.07,21.36,0.7,1.24,0.85,5.28,3,3,2,2,2,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1.585,0,-2.379,0
11,1,C6H3N2FS:AlCl3,-0.152,0,0,2,0,0,0,0,0,0,0,1,0,0,3,133.33,33.33,1.16,1.1,1.89,3.28,4,4,3,3,0,3,0,0,0,0,0,0,3,0,1,3,0,0,0,0,0,0,0,1.364,0
11,2,C6H3N2FS:AlH3,-0.13864,0,0,2,0,0,0,0,0,0,0,1,0,0,3,30.01,7.5,0.63,0.86,1.25,2,4,1,3,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,3,0,0,0,-1.041,0
11,3,C6H3N2FS:C18F15Al,-0.16582,0,0,2,0,0,0,0,0,0,0,1,0,0,3,528.16,15.53,0.76,1.19,0.78,4.43,34,34,36,36,18,45,0.5,0.083,18,0,18,15,0,0,1,15,3,15,15,0,15,4.248,-0.525,7.875,1
11,4,C6H3N2FS:C3H9Al,-0.12724,0,0,2,0,0,0,0,0,0,0,1,0,0,3,72.1,5.55,0.56,0.93,0.79,1.69,13,4,12,3,0,3,0,0,0,9,3,0,0,0,1,0,0,0,0,0,0,0,-0.646,1.364,0
11,5,C6H3N2FS:C2H5AlCl2,-0.13144,0,0,2,0,0,0,0,0,0,0,1,0,0,3,126.95,12.7,0.71,0.99,1.02,2.5,10,5,9,4,0,4,0,0,0,5,2,0,2,0,1,2,0,0,0,0,0,0,-0.359,1.817,0
11,6,C6H3N2FS:BH3,-0.2967,0,0,2,0,0,0,0,0,0,0,1,0,0,3,13.84,3.46,0.42,0.91,0.72,2,4,1,3,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,3,0,0,0,-1.041,0
11,7,C6H3N2FS:BF3,-0.2646,0,0,2,0,0,0,0,0,0,0,1,0,0,3,67.81,16.95,0.51,1.3,0.67,6.33,4,4,3,3,0,3,0,0,0,0,0,3,0,1,0,3,0,3,0,0,0,0,0,0.546,0
11,8,C6H3N2FS:BCl3,-0.29622,0,0,2,0,0,0,0,0,0,0,1,0,0,3,117.16,29.29,0.95,1.16,1.36,3.42,4,4,3,3,0,3,0,0,0,0,0,0,3,1,0,3,0,0,0,0,0,0,0,1.364,0
11,9,C6H3N2FS:BBr3,-0.2666,0,0,2,0,0,0,0,0,0,0,1,0,0,3,250.51,62.63,1.24,1.09,1.73,2.4,4,4,3,3,0,3,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,2.026,0
11,10,C6H3N2FS:C18BF15,-0.36924,0,0,2,0,0,0,0,0,0,0,1,0,0,3,511.99,15.06,0.73,1.2,0.72,4.45,34,34,36,36,18,45,0.5,0.083,18,0,18,15,0,1,0,15,3,15,18,0,15,4.248,-0.525,7.875,1
11,11,C6H3N2FS:BI3,-0.16242,0,0,2,0,0,0,0,0,0,0,1,0,0,3,391.51,97.88,1.49,0.97,2.71,1.92,4,4,3,3,0,3,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,2.604,0
11,12,C6H3N2FS:O2S,-0.02704,0,0,2,0,0,0,0,0,0,0,1,0,0,3,64.07,21.36,0.7,1.24,0.85,5.28,3,3,2,2,2,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1.585,0,-2.379,0
12,1,C6H2N2F2S:AlCl3,-0.14932,0,0,2,0,0,0,0,0,0,0,1,0,0,2,133.33,33.33,1.16,1.1,1.89,3.28,4,4,3,3,0,3,0,0,0,0,0,0,3,0,1,3,0,0,0,0,0,0,0,1.364,0
12,2,C6H2N2F2S:AlH3,-0.13678,0,0,2,0,0,0,0,0,0,0,1,0,0,2,30.01,7.5,0.63,0.86,1.25,2,4,1,3,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,3,0,0,0,-1.041,0
12,3,C6H2N2F2S:C18F15Al,-0.1625,0,0,2,0,0,0,0,0,0,0,1,0,0,2,528.16,15.53,0.76,1.19,0.78,4.43,34,34,36,36,18,45,0.5,0.083,18,0,18,15,0,0,1,15,3,15,15,0,15,4.248,-0.525,7.875,1
12,4,C6H2N2F2S:C3H9Al,-0.12726,0,0,2,0,0,0,0,0,0,0,1,0,0,2,72.1,5.55,0.56,0.93,0.79,1.69,13,4,12,3,0,3,0,0,0,9,3,0,0,0,1,0,0,0,0,0,0,0,-0.646,1.364,0
12,5,C6H2N2F2S:C2H5AlCl2,-0.12934,0,0,2,0,0,0,0,0,0,0,1,0,0,2,126.95,12.7,0.71,0.99,1.02,2.5,10,5,9,4,0,4,0,0,0,5,2,0,2,0,1,2,0,0,0,0,0,0,-0.359,1.817,0
12,6,C6H2N2F2S:BH3,-0.29572,0,0,2,0,0,0,0,0,0,0,1,0,0,2,13.84,3.46,0.42,0.91,0.72,2,4,1,3,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,3,0,0,0,-1.041,0
12,7,C6H2N2F2S:BF3,-0.26272,0,0,2,0,0,0,0,0,0,0,1,0,0,2,67.81,16.95,0.51,1.3,0.67,6.33,4,4,3,3,0,3,0,0,0,0,0,3,0,1,0,3,0,3,0,0,0,0,0,0.546,0
12,8,C6H2N2F2S:BCl3,-0.2944,0,0,2,0,0,0,0,0,0,0,1,0,0,2,117.16,29.29,0.95,1.16,1.36,3.42,4,4,3,3,0,3,0,0,0,0,0,0,3,1,0,3,0,0,0,0,0,0,0,1.364,0
12,9,C6H2N2F2S:BBr3,-0.26428,0,0,2,0,0,0,0,0,0,0,1,0,0,2,250.51,62.63,1.24,1.09,1.73,2.4,4,4,3,3,0,3,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,2.026,0
12,10,C6H2N2F2S:C18BF15,-0.37078,0,0,2,0,0,0,0,0,0,0,1,0,0,2,511.99,15.06,0.73,1.2,0.72,4.45,34,34,36,36,18,45,0.5,0.083,18,0,18,15,0,1,0,15,3,15,18,0,15,4.248,-0.525,7.875,1
12,11,C6H2N2F2S:BI3,-0.15226,0,0,2,0,0,0,0,0,0,0,1,0,0,2,391.51,97.88,1.49,0.97,2.71,1.92,4,4,3,3,0,3,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,2.604,0
12,12,C6H2N2F2S:O2S,-0.0247,0,0,2,0,0,0,0,0,0,0,1,0,0,2,64.07,21.36,0.7,1.24,0.85,5.28,3,3,2,2,2,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1.585,0,-2.379,0
13,1,C6H2N4S2:AlCl3,-0.1524,0,0,4,0,0,0,0,0,0,0,2,0,0,2,133.33,33.33,1.16,1.1,1.89,3.28,4,4,3,3,0,3,0,0,0,0,0,0,3,0,1,3,0,0,0,0,0,0,0,1.364,0
13,2,C6H2N4S2:AlH3,-0.13842,0,0,4,0,0,0,0,0,0,0,2,0,0,2,30.01,7.5,0.63,0.86,1.25,2,4,1,3,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,3,0,0,0,-1.041,0
13,3,C6H2N4S2:C18F15Al,-0.16316,0,0,4,0,0,0,0,0,0,0,2,0,0,2,528.16,15.53,0.76,1.19,0.78,4.43,34,34,36,36,18,45,0.5,0.083,18,0,18,15,0,0,1,15,3,15,15,0,15,4.248,-0.525,7.875,1
13,4,C6H2N4S2:C3H9Al,-0.12208,0,0,4,0,0,0,0,0,0,0,2,0,0,2,72.1,5.55,0.56,0.93,0.79,1.69,13,4,12,3,0,3,0,0,0,9,3,0,0,0,1,0,0,0,0,0,0,0,-0.646,1.364,0
13,5,C6H2N4S2:C2H5AlCl2,-0.12776,0,0,4,0,0,0,0,0,0,0,2,0,0,2,126.95,12.7,0.71,0.99,1.02,2.5,10,5,9,4,0,4,0,0,0,5,2,0,2,0,1,2,0,0,0,0,0,0,-0.359,1.817,0
13,6,C6H2N4S2:BH3,-0.29008,0,0,4,0,0,0,0,0,0,0,2,0,0,2,13.84,3.46,0.42,0.91,0.72,2,4,1,3,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,3,0,0,0,-1.041,0
13,7,C6H2N4S2:BF3,-0.26378,0,0,4,0,0,0,0,0,0,0,2,0,0,2,67.81,16.95,0.51,1.3,0.67,6.33,4,4,3,3,0,3,0,0,0,0,0,3,0,1,0,3,0,3,0,0,0,0,0,0.546,0
13,8,C6H2N4S2:BCl3,-0.29376,0,0,4,0,0,0,0,0,0,0,2,0,0,2,117.16,29.29,0.95,1.16,1.36,3.42,4,4,3,3,0,3,0,0,0,0,0,0,3,1,0,3,0,0,0,0,0,0,0,1.364,0
13,9,C6H2N4S2:BBr3,-0.26078,0,0,4,0,0,0,0,0,0,0,2,0,0,2,250.51,62.63,1.24,1.09,1.73,2.4,4,4,3,3,0,3,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,2.026,0
13,10,C6H2N4S2:C18BF15,-0.3635,0,0,4,0,0,0,0,0,0,0,2,0,0,2,511.99,15.06,0.73,1.2,0.72,4.45,34,34,36,36,18,45,0.5,0.083,18,0,18,15,0,1,0,15,3,15,18,0,15,4.248,-0.525,7.875,1
13,11,C6H2N4S2:BI3,-0.11668,0,0,4,0,0,0,0,0,0,0,2,0,0,2,391.51,97.88,1.49,0.97,2.71,1.92,4,4,3,3,0,3,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,2.604,0
13,12,C6H2N4S2:O2S,-0.02492,0,0,4,0,0,0,0,0,0,0,2,0,0,2,64.07,21.36,0.7,1.24,0.85,5.28,3,3,2,2,2,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1.585,0,-2.379,0
14,1,C10H4N4S2:AlCl3,-0.14464,0,0,4,0,0,0,0,0,0,0,2,0,0,4,133.33,33.33,1.16,1.1,1.89,3.28,4,4,3,3,0,3,0,0,0,0,0,0,3,0,1,3,0,0,0,0,0,0,0,1.364,0
14,2,C10H4N4S2:AlH3,-0.13482,0,0,4,0,0,0,0,0,0,0,2,0,0,4,30.01,7.5,0.63,0.86,1.25,2,4,1,3,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,3,0,0,0,-1.041,0
14,3,C10H4N4S2:C18F15Al,-0.16798,0,0,4,0,0,0,0,0,0,0,2,0,0,4,528.16,15.53,0.76,1.19,0.78,4.43,34,34,36,36,18,45,0.5,0.083,18,0,18,15,0,0,1,15,3,15,15,0,15,4.248,-0.525,7.875,1
14,4,C10H4N4S2:C3H9Al,-0.12974,0,0,4,0,0,0,0,0,0,0,2,0,0,4,72.1,5.55,0.56,0.93,0.79,1.69,13,4,12,3,0,3,0,0,0,9,3,0,0,0,1,0,0,0,0,0,0,0,-0.646,1.364,0
14,5,C10H4N4S2:C2H5AlCl2,-0.14296,0,0,4,0,0,0,0,0,0,0,2,0,0,4,126.95,12.7,0.71,0.99,1.02,2.5,10,5,9,4,0,4,0,0,0,5,2,0,2,0,1,2,0,0,0,0,0,0,-0.359,1.817,0
14,6,C10H4N4S2:BH3,-0.3004,0,0,4,0,0,0,0,0,0,0,2,0,0,4,13.84,3.46,0.42,0.91,0.72,2,4,1,3,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,3,0,0,0,-1.041,0
14,7,C10H4N4S2:BF3,-0.26332,0,0,4,0,0,0,0,0,0,0,2,0,0,4,67.81,16.95,0.51,1.3,0.67,6.33,4,4,3,3,0,3,0,0,0,0,0,3,0,1,0,3,0,3,0,0,0,0,0,0.546,0
14,8,C10H4N4S2:BCl3,-0.27858,0,0,4,0,0,0,0,0,0,0,2,0,0,4,117.16,29.29,0.95,1.16,1.36,3.42,4,4,3,3,0,3,0,0,0,0,0,0,3,1,0,3,0,0,0,0,0,0,0,1.364,0
14,9,C10H4N4S2:BBr3,-0.2471,0,0,4,0,0,0,0,0,0,0,2,0,0,4,250.51,62.63,1.24,1.09,1.73,2.4,4,4,3,3,0,3,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,2.026,0
14,10,C10H4N4S2:C18BF15,-0.3611,0,0,4,0,0,0,0,0,0,0,2,0,0,4,511.99,15.06,0.73,1.2,0.72,4.45,34,34,36,36,18,45,0.5,0.083,18,0,18,15,0,1,0,15,3,15,18,0,15,4.248,-0.525,7.875,1
14,11,C10H4N4S2:BI3,-0.14706,0,0,4,0,0,0,0,0,0,0,2,0,0,4,391.51,97.88,1.49,0.97,2.71,1.92,4,4,3,3,0,3,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,2.604,0
14,12,C10H4N4S2:O2S,-0.02186,0,0,4,0,0,0,0,0,0,0,2,0,0,4,64.07,21.36,0.7,1.24,0.85,5.28,3,3,2,2,2,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1.585,0,-2.379,0
15,1,C5H5N:AlCl3,-0.16168,0,0,1,0,0,0,0,0,0,0,0,0,0,5,133.33,33.33,1.16,1.1,1.89,3.28,4,4,3,3,0,3,0,0,0,0,0,0,3,0,1,3,0,0,0,0,0,0,0,1.364,0
15,2,C5H5N:AlH3,-0.15164,0,0,1,0,0,0,0,0,0,0,0,0,0,5,30.01,7.5,0.63,0.86,1.25,2,4,1,3,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,3,0,0,0,-1.041,0
15,3,C5H5N:C18F15Al,-0.17006,0,0,1,0,0,0,0,0,0,0,0,0,0,5,528.16,15.53,0.76,1.19,0.78,4.43,34,34,36,36,18,45,0.5,0.083,18,0,18,15,0,0,1,15,3,15,15,0,15,4.248,-0.525,7.875,1
15,4,C5H5N:C3H9Al,-0.1417,0,0,1,0,0,0,0,0,0,0,0,0,0,5,72.1,5.55,0.56,0.93,0.79,1.69,13,4,12,3,0,3,0,0,0,9,3,0,0,0,1,0,0,0,0,0,0,0,-0.646,1.364,0
15,5,C5H5N:C2H5AlCl2,-0.14758,0,0,1,0,0,0,0,0,0,0,0,0,0,5,126.95,12.7,0.71,0.99,1.02,2.5,10,5,9,4,0,4,0,0,0,5,2,0,2,0,1,2,0,0,0,0,0,0,-0.359,1.817,0
15,6,C5H5N:BH3,-0.32264,0,0,1,0,0,0,0,0,0,0,0,0,0,5,13.84,3.46,0.42,0.91,0.72,2,4,1,3,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,3,0,0,0,-1.041,0
15,7,C5H5N:BF3,-0.2986,0,0,1,0,0,0,0,0,0,0,0,0,0,5,67.81,16.95,0.51,1.3,0.67,6.33,4,4,3,3,0,3,0,0,0,0,0,3,0,1,0,3,0,3,0,0,0,0,0,0.546,0
15,8,C5H5N:BCl3,-0.31622,0,0,1,0,0,0,0,0,0,0,0,0,0,5,117.16,29.29,0.95,1.16,1.36,3.42,4,4,3,3,0,3,0,0,0,0,0,0,3,1,0,3,0,0,0,0,0,0,0,1.364,0
15,9,C5H5N:BBr3,-0.29592,0,0,1,0,0,0,0,0,0,0,0,0,0,5,250.51,62.63,1.24,1.09,1.73,2.4,4,4,3,3,0,3,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,2.026,0
15,10,C5H5N:C18BF15,-0.37174,0,0,1,0,0,0,0,0,0,0,0,0,0,5,511.99,15.06,0.73,1.2,0.72,4.45,34,34,36,36,18,45,0.5,0.083,18,0,18,15,0,1,0,15,3,15,18,0,15,4.248,-0.525,7.875,1
15,11,C5H5N:BI3,-0.25648,0,0,1,0,0,0,0,0,0,0,0,0,0,5,391.51,97.88,1.49,0.97,2.71,1.92,4,4,3,3,0,3,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,2.604,0
15,12,C5H5N:O2S,-0.12582,0,0,1,0,0,0,0,0,0,0,0,0,0,5,64.07,21.36,0.7,1.24,0.85,5.28,3,3,2,2,2,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1.585,0,-2.379,0
16,1,C5H4NF:AlCl3,-0.16624,0,0,1,0,0,0,0,0,0,0,0,0,0,4,133.33,33.33,1.16,1.1,1.89,3.28,4,4,3,3,0,3,0,0,0,0,0,0,3,0,1,3,0,0,0,0,0,0,0,1.364,0
16,2,C5H4NF:AlH3,-0.15344,0,0,1,0,0,0,0,0,0,0,0,0,0,4,30.01,7.5,0.63,0.86,1.25,2,4,1,3,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,3,0,0,0,-1.041,0
16,3,C5H4NF:C18F15Al,-0.18388,0,0,1,0,0,0,0,0,0,0,0,0,0,4,528.16,15.53,0.76,1.19,0.78,4.43,34,34,36,36,18,45,0.5,0.083,18,0,18,15,0,0,1,15,3,15,15,0,15,4.248,-0.525,7.875,1
16,4,C5H4NF:C3H9Al,-0.14566,0,0,1,0,0,0,0,0,0,0,0,0,0,4,72.1,5.55,0.56,0.93,0.79,1.69,13,4,12,3,0,3,0,0,0,9,3,0,0,0,1,0,0,0,0,0,0,0,-0.646,1.364,0
16,5,C5H4NF:C2H5AlCl2,-0.15746,0,0,1,0,0,0,0,0,0,0,0,0,0,4,126.95,12.7,0.71,0.99,1.02,2.5,10,5,9,4,0,4,0,0,0,5,2,0,2,0,1,2,0,0,0,0,0,0,-0.359,1.817,0
16,6,C5H4NF:BH3,-0.31376,0,0,1,0,0,0,0,0,0,0,0,0,0,4,13.84,3.46,0.42,0.91,0.72,2,4,1,3,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,3,0,0,0,-1.041,0
16,7,C5H4NF:BF3,-0.27132,0,0,1,0,0,0,0,0,0,0,0,0,0,4,67.81,16.95,0.51,1.3,0.67,6.33,4,4,3,3,0,3,0,0,0,0,0,3,0,1,0,3,0,3,0,0,0,0,0,0.546,0
16,8,C5H4NF:BCl3,-0.31048,0,0,1,0,0,0,0,0,0,0,0,0,0,4,117.16,29.29,0.95,1.16,1.36,3.42,4,4,3,3,0,3,0,0,0,0,0,0,3,1,0,3,0,0,0,0,0,0,0,1.364,0
16,9,C5H4NF:BBr3,-0.2953,0,0,1,0,0,0,0,0,0,0,0,0,0,4,250.51,62.63,1.24,1.09,1.73,2.4,4,4,3,3,0,3,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,2.026,0
16,10,C5H4NF:C18BF15,-0.36854,0,0,1,0,0,0,0,0,0,0,0,0,0,4,511.99,15.06,0.73,1.2,0.72,4.45,34,34,36,36,18,45,0.5,0.083,18,0,18,15,0,1,0,15,3,15,18,0,15,4.248,-0.525,7.875,1
16,11,C5H4NF:BI3,-0.24738,0,0,1,0,0,0,0,0,0,0,0,0,0,4,391.51,97.88,1.49,0.97,2.71,1.92,4,4,3,3,0,3,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,2.604,0
16,12,C5H4NF:O2S,-0.07472,0,0,1,0,0,0,0,0,0,0,0,0,0,4,64.07,21.36,0.7,1.24,0.85,5.28,3,3,2,2,2,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1.585,0,-2.379,0
17,1,C6H7N:AlCl3,-0.1676,0,0,1,0,0,0,0,0,0,0,0,0,0,7,133.33,33.33,1.16,1.1,1.89,3.28,4,4,3,3,0,3,0,0,0,0,0,0,3,0,1,3,0,0,0,0,0,0,0,1.364,0
17,2,C6H7N:AlH3,-0.15838,0,0,1,0,0,0,0,0,0,0,0,0,0,7,30.01,7.5,0.63,0.86,1.25,2,4,1,3,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,3,0,0,0,-1.041,0
17,3,C6H7N:C18F15Al,-0.18362,0,0,1,0,0,0,0,0,0,0,0,0,0,7,528.16,15.53,0.76,1.19,0.78,4.43,34,34,36,36,18,45,0.5,0.083,18,0,18,15,0,0,1,15,3,15,15,0,15,4.248,-0.525,7.875,1
17,4,C6H7N:C3H9Al,-0.15246,0,0,1,0,0,0,0,0,0,0,0,0,0,7,72.1,5.55,0.56,0.93,0.79,1.69,13,4,12,3,0,3,0,0,0,9,3,0,0,0,1,0,0,0,0,0,0,0,-0.646,1.364,0
17,5,C6H7N:C2H5AlCl2,-0.1576,0,0,1,0,0,0,0,0,0,0,0,0,0,7,126.95,12.7,0.71,0.99,1.02,2.5,10,5,9,4,0,4,0,0,0,5,2,0,2,0,1,2,0,0,0,0,0,0,-0.359,1.817,0
17,6,C6H7N:BH3,-0.32724,0,0,1,0,0,0,0,0,0,0,0,0,0,7,13.84,3.46,0.42,0.91,0.72,2,4,1,3,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,3,0,0,0,-1.041,0
17,7,C6H7N:BF3,-0.30354,0,0,1,0,0,0,0,0,0,0,0,0,0,7,67.81,16.95,0.51,1.3,0.67,6.33,4,4,3,3,0,3,0,0,0,0,0,3,0,1,0,3,0,3,0,0,0,0,0,0.546,0
17,8,C6H7N:BCl3,-0.31426,0,0,1,0,0,0,0,0,0,0,0,0,0,7,117.16,29.29,0.95,1.16,1.36,3.42,4,4,3,3,0,3,0,0,0,0,0,0,3,1,0,3,0,0,0,0,0,0,0,1.364,0
17,9,C6H7N:BBr3,-0.29314,0,0,1,0,0,0,0,0,0,0,0,0,0,7,250.51,62.63,1.24,1.09,1.73,2.4,4,4,3,3,0,3,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,2.026,0
17,10,C6H7N:C18BF15,-0.3769,0,0,1,0,0,0,0,0,0,0,0,0,0,7,511.99,15.06,0.73,1.2,0.72,4.45,34,34,36,36,18,45,0.5,0.083,18,0,18,15,0,1,0,15,3,15,18,0,15,4.248,-0.525,7.875,1
17,11,C6H7N:BI3,-0.25672,0,0,1,0,0,0,0,0,0,0,0,0,0,7,391.51,97.88,1.49,0.97,2.71,1.92,4,4,3,3,0,3,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,2.604,0
17,12,C6H7N:O2S,-0.13514,0,0,1,0,0,0,0,0,0,0,0,0,0,7,64.07,21.36,0.7,1.24,0.85,5.28,3,3,2,2,2,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1.585,0,-2.379,0
18,1,NH3:AlCl3,-0.18562,0,0,0,0,0,0,1,0,0,0,0,0,0,3,133.33,33.33,1.16,1.1,1.89,3.28,4,4,3,3,0,3,0,0,0,0,0,0,3,0,1,3,0,0,0,0,0,0,0,1.364,0
18,2,NH3:AlH3,-0.17416,0,0,0,0,0,0,1,0,0,0,0,0,0,3,30.01,7.5,0.63,0.86,1.25,2,4,1,3,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,3,0,0,0,-1.041,0
18,3,NH3:C18F15Al,-0.19356,0,0,0,0,0,0,1,0,0,0,0,0,0,3,528.16,15.53,0.76,1.19,0.78,4.43,34,34,36,36,18,45,0.5,0.083,18,0,18,15,0,0,1,15,3,15,15,0,15,4.248,-0.525,7.875,1
18,4,NH3:C3H9Al,-0.1695,0,0,0,0,0,0,1,0,0,0,0,0,0,3,72.1,5.55,0.56,0.93,0.79,1.69,13,4,12,3,0,3,0,0,0,9,3,0,0,0,1,0,0,0,0,0,0,0,-0.646,1.364,0
18,5,NH3:C2H5AlCl2,-0.17902,0,0,0,0,0,0,1,0,0,0,0,0,0,3,126.95,12.7,0.71,0.99,1.02,2.5,10,5,9,4,0,4,0,0,0,5,2,0,2,0,1,2,0,0,0,0,0,0,-0.359,1.817,0
18,6,NH3:BH3,-0.35796,0,0,0,0,0,0,1,0,0,0,0,0,0,3,13.84,3.46,0.42,0.91,0.72,2,4,1,3,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,3,0,0,0,-1.041,0
18,7,NH3:BF3,-0.30406,0,0,0,0,0,0,1,0,0,0,0,0,0,3,67.81,16.95,0.51,1.3,0.67,6.33,4,4,3,3,0,3,0,0,0,0,0,3,0,1,0,3,0,3,0,0,0,0,0,0.546,0
18,8,NH3:BCl3,-0.35168,0,0,0,0,0,0,1,0,0,0,0,0,0,3,117.16,29.29,0.95,1.16,1.36,3.42,4,4,3,3,0,3,0,0,0,0,0,0,3,1,0,3,0,0,0,0,0,0,0,1.364,0
18,9,NH3:BBr3,-0.34132,0,0,0,0,0,0,1,0,0,0,0,0,0,3,250.51,62.63,1.24,1.09,1.73,2.4,4,4,3,3,0,3,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,2.026,0
18,10,NH3:C18BF15,-0.39134,0,0,0,0,0,0,1,0,0,0,0,0,0,3,511.99,15.06,0.73,1.2,0.72,4.45,34,34,36,36,18,45,0.5,0.083,18,0,18,15,0,1,0,15,3,15,18,0,15,4.248,-0.525,7.875,1
