#LB_label,#LA_label,#ID,ChargeTransfer,la_nB,nO,AMW,nROCON,la_nHM,nPyrroles,la_Mp,la_nH,nR08,H-047,Total_MW,nH,la_Hy,la_Me,nRNH2,C-024,nCconjX
18,4,NH3:C3H9Al,-0.1695,0,0,4.26,0,1,0,0.79,9,0,0,89.14,3,-0.646,0.93,0,0,0
18,5,NH3:C2H5AlCl2,-0.17902,0,0,4.26,0,1,0,1.02,5,0,0,143.99,3,-0.359,0.99,0,0,0
18,6,NH3:BH3,-0.35796,1,0,4.26,0,0,0,0.72,3,0,0,30.88,3,0.0,0.91,0,0,0
18,7,NH3:BF3,-0.30406,1,0,4.26,0,0,0,0.67,0,0,0,84.85,3,0.0,1.3,0,0,0
18,8,NH3:BCl3,-0.35168,1,0,4.26,0,0,0,1.36,0,0,0,134.2,3,0.0,1.16,0,0,0
18,9,NH3:BBr3,-0.34132,1,0,4.26,0,0,0,1.73,0,0,0,267.55,3,0.0,1.09,0,0,0
18,10,NH3:C18BF15,-0.39134,1,0,4.26,0,0,0,0.72,0,0,0,529.03,3,-0.525,1.2,0,0,0
18,11,NH3:BI3,-0.31084,1,0,4.26,0,0,0,2.71,0,0,0,408.55,3,0.0,0.97,0,0,0
18,12,NH3:O2S,-0.09924,0,0,4.26,0,0,0,0.85,0,0,0,81.11,3,0.0,1.24,0,0,0
19,1,CH5N:AlCl3,-0.17356,0,0,4.44,0,1,0,1.89,0,0,3,164.4,5,0.0,1.1,1,0,0
19,2,CH5N:AlH3,-0.1686,0,0,4.44,0,1,0,1.25,3,0,3,61.08,5,0.0,0.86,1,0,0
19,3,CH5N:C18F15Al,-0.18526,0,0,4.44,0,1,0,0.78,0,0,3,559.23,5,-0.525,1.19,1,0,0
19,4,CH5N:C3H9Al,-0.16026,0,0,4.44,0,1,0,0.79,9,0,3,103.17,5,-0.646,0.93,1,0,0
19,5,CH5N:C2H5AlCl2,-0.16818,0,0,4.44,0,1,0,1.02,5,0,3,158.02,5,-0.359,0.99,1,0,0
19,6,CH5N:BH3,-0.35942,1,0,4.44,0,0,0,0.72,3,0,3,44.91,5,0.0,0.91,1,0,0
19,7,CH5N:BF3,-0.31126,1,0,4.44,0,0,0,0.67,0,0,3,98.88,5,0.0,1.3,1,0,0
19,8,CH5N:BCl3,-0.34326,1,0,4.44,0,0,0,1.36,0,0,3,148.23,5,0.0,1.16,1,0,0
19,9,CH5N:BBr3,-0.33016,1,0,4.44,0,0,0,1.73,0,0,3,281.58,5,0.0,1.09,1,0,0
19,10,CH5N:C18BF15,-0.39548,1,0,4.44,0,0,0,0.72,0,0,3,543.06,5,-0.525,1.2,1,0,0
19,11,CH5N:BI3,-0.3012,1,0,4.44,0,0,0,2.71,0,0,3,422.58,5,0.0,0.97,1,0,0
19,12,CH5N:O2S,-0.1548,0,0,4.44,0,0,0,0.85,0,0,3,95.14,5,0.0,1.24,1,0,0
20,1,C2H7N:AlCl3,-0.16264,0,0,4.51,0,1,0,1.89,0,0,6,178.43,7,0.0,1.1,0,0,0
20,2,C2H7N:AlH3,-0.15608,0,0,4.51,0,1,0,1.25,3,0,6,75.11,7,0.0,0.86,0,0,0
20,3,C2H7N:C18F15Al,-0.17594,0,0,4.51,0,1,0,0.78,0,0,6,573.26,7,-0.525,1.19,0,0,0
20,4,C2H7N:C3H9Al,-0.14752,0,0,4.51,0,1,0,0.79,9,0,6,117.2,7,-0.646,0.93,0,0,0
20,5,C2H7N:C2H5AlCl2,-0.15544,0,0,4.51,0,1,0,1.02,5,0,6,172.05,7,-0.359,0.99,0,0,0
20,6,C2H7N:BH3,-0.35029,1,0,4.51,0,0,0,0.72,3,0,6,58.94,7,0.0,0.91,0,0,0
20,7,C2H7N:BF3,-0.3051,1,0,4.51,0,0,0,0.67,0,0,6,112.91,7,0.0,1.3,0,0,0
20,8,C2H7N:BCl3,-0.32704,1,0,4.51,0,0,0,1.36,0,0,6,162.26,7,0.0,1.16,0,0,0
20,9,C2H7N:BBr3,-0.31312,1,0,4.51,0,0,0,1.73,0,0,6,295.61,7,0.0,1.09,0,0,0
20,10,C2H7N:C18BF15,-0.38534,1,0,4.51,0,0,0,0.72,0,0,6,557.09,7,-0.525,1.2,0,0,0
20,11,C2H7N:BI3,-0.2871,1,0,4.51,0,0,0,2.71,0,0,6,436.61,7,0.0,0.97,0,0,0
20,12,C2H7N:O2S,-0.1882,0,0,4.51,0,0,0,0.85,0,0,6,109.17,7,0.0,1.24,0,0,0
21,1,C3H9N:AlCl3,-0.14898,0,0,4.55,0,1,0,1.89,0,0,9,192.46,9,0.0,1.1,0,0,0
21,2,C3H9N:AlH3,-0.14104,0,0,4.55,0,1,0,1.25,3,0,9,89.14,9,0.0,0.86,0,0,0
21,3,C3H9N:C18F15Al,-0.16274,0,0,4.55,0,1,0,0.78,0,0,9,587.29,9,-0.525,1.19,0,0,0
21,4,C3H9N:C3H9Al,-0.13346,0,0,4.55,0,1,0,0.79,9,0,9,131.23,9,-0.646,0.93,0,0,0
21,5,C3H9N:C2H5AlCl2,-0.14134,0,0,4.55,0,1,0,1.02,5,0,9,186.08,9,-0.359,0.99,0,0,0
21,6,C3H9N:BH3,-0.3324,1,0,4.55,0,0,0,0.72,3,0,9,72.97,9,0.0,0.91,0,0,0
21,7,C3H9N:BF3,-0.2895,1,0,4.55,0,0,0,0.67,0,0,9,126.94,9,0.0,1.3,0,0,0
21,8,C3H9N:BCl3,-0.3046,1,0,4.55,0,0,0,1.36,0,0,9,176.29,9,0.0,1.16,0,0,0
21,9,C3H9N:BBr3,-0.29132,1,0,4.55,0,0,0,1.73,0,0,9,309.64,9,0.0,1.09,0,0,0
21,10,C3H9N:C18BF15,-0.3461,1,0,4.55,0,0,0,0.72,0,0,9,571.12,9,-0.525,1.2,0,0,0
21,11,C3H9N:BI3,-0.26952,1,0,4.55,0,0,0,2.71,0,0,9,450.64,9,0.0,0.97,0,0,0
21,12,C3H9N:O2S,-0.20366,0,0,4.55,0,0,0,0.85,0,0,9,123.2,9,0.0,1.24,0,0,0
22,1,CHN:AlCl3,-0.14508,0,0,9.01,0,1,0,1.89,0,0,0,160.36,1,0.0,1.1,0,0,0
22,2,CHN:AlH3,-0.13308,0,0,9.01,0,1,0,1.25,3,0,0,57.04,1,0.0,0.86,0,0,0
22,3,CHN:C18F15Al,-0.16824,0,0,9.01,0,1,0,0.78,0,0,0,555.19,1,-0.525,1.19,0,0,0
22,4,CHN:C3H9Al,-0.1296,0,0,9.01,0,1,0,0.79,9,0,0,99.13,1,-0.646,0.93,0,0,0
22,5,CHN:C2H5AlCl2,-0.13958,0,0,9.01,0,1,0,1.02,5,0,0,153.98,1,-0.359,0.99,0,0,0
22,6,CHN:BH3,-0.26836,1,0,9.01,0,0,0,0.72,3,0,0,40.87,1,0.0,0.91,0,0,0
22,7,CHN:BF3,-0.05116,1,0,9.01,0,0,0,0.67,0,0,0,94.84,1,0.0,1.3,0,0,0
22,8,CHN:BCl3,-0.28674,1,0,9.01,0,0,0,1.36,0,0,0,144.19,1,0.0,1.16,0,0,0
22,9,CHN:BBr3,-0.26818,1,0,9.01,0,0,0,1.73,0,0,0,277.54,1,0.0,1.09,0,0,0
22,10,CHN:C18BF15,-0.35422,1,0,9.01,0,0,0,0.72,0,0,0,539.02,1,-0.525,1.2,0,0,0
22,11,CHN:BI3,-0.19632,1,0,9.01,0,0,0,2.71,0,0,0,418.54,1,0.0,0.97,0,0,0
23,1,C2H3N:AlCl3,-0.16194,0,0,6.84,0,1,0,1.89,0,0,0,174.39,3,0.0,1.1,0,0,0
23,2,C2H3N:AlH3,-0.15014,0,0,6.84,0,1,0,1.25,3,0,0,71.07,3,0.0,0.86,0,0,0
23,3,C2H3N:C18F15Al,-0.19064,0,0,6.84,0,1,0,0.78,0,0,0,569.22,3,-0.525,1.19,0,0,0
23,4,C2H3N:C3H9Al,-0.14608,0,0,6.84,0,1,0,0.79,9,0,0,113.16,3,-0.646,0.93,0,0,0
23,5,C2H3N:C2H5AlCl2,-0.1562,0,0,6.84,0,1,0,1.02,5,0,0,168.01,3,-0.359,0.99,0,0,0
23,6,C2H3N:BH3,-0.28739,1,0,6.84,0,0,0,0.72,3,0,0,54.9,3,0.0,0.91,0,0,0
23,7,C2H3N:BF3,-0.20008,1,0,6.84,0,0,0,0.67,0,0,0,108.87,3,0.0,1.3,0,0,0
23,8,C2H3N:BCl3,-0.31718,1,0,6.84,0,0,0,1.36,0,0,0,158.22,3,0.0,1.16,0,0,0
23,9,C2H3N:BBr3,-0.30024,1,0,6.84,0,0,0,1.73,0,0,0,291.57,3,0.0,1.09,0,0,0
23,10,C2H3N:C18BF15,-0.3811,1,0,6.84,0,0,0,0.72,0,0,0,553.05,3,-0.525,1.2,0,0,0
23,11,C2H3N:BI3,-0.23684,1,0,6.84,0,0,0,2.71,0,0,0,432.57,3,0.0,0.97,0,0,0
24,1,C3H3N3:AlCl3,-0.15124,0,0,9.01,0,1,0,1.89,0,0,0,214.42,3,0.0,1.1,0,0,0
24,2,C3H3N3:AlH3,-0.14066,0,0,9.01,0,1,0,1.25,3,0,0,111.1,3,0.0,0.86,0,0,0
24,3,C3H3N3:C18F15Al,-0.15848,0,0,9.01,0,1,0,0.78,0,0,0,609.25,3,-0.525,1.19,0,0,0
24,4,C3H3N3:C3H9Al,-0.13228,0,0,9.01,0,1,0,0.79,9,0,0,153.19,3,-0.646,0.93,0,0,0
24,5,C3H3N3:C2H5AlCl2,-0.14146,0,0,9.01,0,1,0,1.02,5,0,0,208.04,3,-0.359,0.99,0,0,0
24,6,C3H3N3:BH3,-0.30546,1,0,9.01,0,0,0,0.72,3,0,0,94.93,3,0.0,0.91,0,0,0
24,7,C3H3N3:BF3,-0.27408,1,0,9.01,0,0,0,0.67,0,0,0,148.9,3,0.0,1.3,0,0,0
24,8,C3H3N3:BCl3,-0.29974,1,0,9.01,0,0,0,1.36,0,0,0,198.25,3,0.0,1.16,0,0,0
24,9,C3H3N3:BBr3,-0.27748,1,0,9.01,0,0,0,1.73,0,0,0,331.6,3,0.0,1.09,0,0,0
24,10,C3H3N3:C18BF15,-0.35084,1,0,9.01,0,0,0,0.72,0,0,0,593.08,3,-0.525,1.2,0,0,0
24,11,C3H3N3:BI3,-0.2105,1,0,9.01,0,0,0,2.71,0,0,0,472.6,3,0.0,0.97,0,0,0
24,12,C3H3N3:O2S,-0.06906,0,0,9.01,0,0,0,0.85,0,0,0,145.16,3,0.0,1.24,0,0,0
25,1,C6H7N:AlCl3,-0.16978,0,0,6.65,0,1,0,1.89,0,0,5,226.47,7,0.0,1.1,0,5,0
25,2,C6H7N:AlH3,-0.15576,0,0,6.65,0,1,0,1.25,3,0,5,123.15,7,0.0,0.86,0,5,0
25,3,C6H7N:C18F15Al,-0.1623,0,0,6.65,0,1,0,0.78,0,0,5,621.3,7,-0.525,1.19,0,5,0
25,4,C6H7N:C3H9Al,-0.14474,0,0,6.65,0,1,0,0.79,9,0,5,165.24,7,-0.646,0.93,0,5,0
25,5,C6H7N:C2H5AlCl2,-0.15586,0,0,6.65,0,1,0,1.02,5,0,5,220.09,7,-0.359,0.99,0,5,0
25,6,C6H7N:BH3,-0.33454,1,0,6.65,0,0,0,0.72,3,0,5,106.98,7,0.0,0.91,0,5,0
25,7,C6H7N:BF3,-0.28486,1,0,6.65,0,0,0,0.67,0,0,5,160.95,7,0.0,1.3,0,5,0
25,8,C6H7N:BCl3,-0.3324,1,0,6.65,0,0,0,1.36,0,0,5,210.3,7,0.0,1.16,0,5,0
25,9,C6H7N:BBr3,-0.31504,1,0,6.65,0,0,0,1.73,0,0,5,343.65,7,0.0,1.09,0,5,0
25,10,C6H7N:C18BF15,-0.37654,1,0,6.65,0,0,0,0.72,0,0,5,605.13,7,-0.525,1.2,0,5,0
25,11,C6H7N:BI3,-0.28618,1,0,6.65,0,0,0,2.71,0,0,5,484.65,7,0.0,0.97,0,5,0
25,12,C6H7N:O2S,-0.12138,0,0,6.65,0,0,0,0.85,0,0,5,157.21,7,0.0,1.24,0,5,0
26,1,C6H5NF2:AlCl3,-0.16384,0,0,9.22,0,1,0,1.89,0,0,3,262.45,5,0.0,1.1,0,3,0
26,2,C6H5NF2:AlH3,-0.14902,0,0,9.22,0,1,0,1.25,3,0,3,159.13,5,0.0,0.86,0,3,0
26,3,C6H5NF2:C18F15Al,-0.15524,0,0,9.22,0,1,0,0.78,0,0,3,657.28,5,-0.525,1.19,0,3,0
26,4,C6H5NF2:C3H9Al,-0.1371,0,0,9.22,0,1,0,0.79,9,0,3,201.22,5,-0.646,0.93,0,3,0
26,5,C6H5NF2:C2H5AlCl2,-0.14968,0,0,9.22,0,1,0,1.02,5,0,3,256.07,5,-0.359,0.99,0,3,0
26,6,C6H5NF2:BH3,-0.32454,1,0,9.22,0,0,0,0.72,3,0,3,142.96,5,0.0,0.91,0,3,0
26,7,C6H5NF2:BF3,-0.27186,1,0,9.22,0,0,0,0.67,0,0,3,196.93,5,0.0,1.3,0,3,0
26,8,C6H5NF2:BCl3,-0.31842,1,0,9.22,0,0,0,1.36,0,0,3,246.28,5,0.0,1.16,0,3,0
26,9,C6H5NF2:BBr3,-0.31146,1,0,9.22,0,0,0,1.73,0,0,3,379.63,5,0.0,1.09,0,3,0
26,10,C6H5NF2:C18BF15,-0.36502,1,0,9.22,0,0,0,0.72,0,0,3,641.11,5,-0.525,1.2,0,3,0
26,11,C6H5NF2:BI3,-0.27184,1,0,9.22,0,0,0,2.71,0,0,3,520.63,5,0.0,0.97,0,3,0
26,12,C6H5NF2:O2S,-0.10298,0,0,9.22,0,0,0,0.85,0,0,3,193.19,5,0.0,1.24,0,3,0
27,1,C8H11N:AlCl3,-0.16622,0,0,6.06,0,1,0,1.89,0,0,3,254.53,11,0.0,1.1,0,3,0
27,2,C8H11N:AlH3,-0.15768,0,0,6.06,0,1,0,1.25,3,0,3,151.21,11,0.0,0.86,0,3,0
27,3,C8H11N:C18F15Al,-0.16668,0,0,6.06,0,1,0,0.78,0,0,3,649.36,11,-0.525,1.19,0,3,0
27,4,C8H11N:C3H9Al,-0.14506,0,0,6.06,0,1,0,0.79,9,0,3,193.3,11,-0.646,0.93,0,3,0
27,5,C8H11N:C2H5AlCl2,-0.15736,0,0,6.06,0,1,0,1.02,5,0,3,248.15,11,-0.359,0.99,0,3,0
27,6,C8H11N:BH3,-0.33684,1,0,6.06,0,0,0,0.72,3,0,3,135.04,11,0.0,0.91,0,3,0
27,7,C8H11N:BF3,-0.28852,1,0,6.06,0,0,0,0.67,0,0,3,189.01,11,0.0,1.3,0,3,0
27,8,C8H11N:BCl3,-0.32988,1,0,6.06,0,0,0,1.36,0,0,3,238.36,11,0.0,1.16,0,3,0
27,9,C8H11N:BBr3,-0.31806,1,0,6.06,0,0,0,1.73,0,0,3,371.71,11,0.0,1.09,0,3,0
27,10,C8H11N:C18BF15,-0.36978,1,0,6.06,0,0,0,0.72,0,0,3,633.19,11,-0.525,1.2,0,3,0
27,11,C8H11N:BI3,-0.28958,1,0,6.06,0,0,0,2.71,0,0,3,512.71,11,0.0,0.97,0,3,0
27,12,C8H11N:O2S,-0.13034,0,0,6.06,0,0,0,0.85,0,0,3,185.27,11,0.0,1.24,0,3,0
28,1,C8H6N2:AlCl3,-0.15794,0,0,8.13,0,1,0,1.89,0,0,4,263.49,6,0.0,1.1,0,4,0
28,2,C8H6N2:AlH3,-0.14948,0,0,8.13,0,1,0,1.25,3,0,4,160.17,6,0.0,0.86,0,4,0
28,3,C8H6N2:C18F15Al,-0.17398,0,0,8.13,0,1,0,0.78,0,0,4,658.32,6,-0.525,1.19,0,4,0
28,4,C8H6N2:C3H9Al,-0.13872,0,0,8.13,0,1,0,0.79,9,0,4,202.26,6,-0.646,0.93,0,4,0
28,5,C8H6N2:C2H5AlCl2,-0.15058,0,0,8.13,0,1,0,1.02,5,0,4,257.11,6,-0.359,0.99,0,4,0
28,6,C8H6N2:BH3,-0.31266,1,0,8.13,0,0,0,0.72,3,0,4,144.0,6,0.0,0.91,0,4,0
28,7,C8H6N2:BF3,-0.28844,1,0,8.13,0,0,0,0.67,0,0,4,197.97,6,0.0,1.3,0,4,0
28,8,C8H6N2:BCl3,-0.30078,1,0,8.13,0,0,0,1.36,0,0,4,247.32,6,0.0,1.16,0,4,0
28,9,C8H6N2:BBr3,-0.27632,1,0,8.13,0,0,0,1.73,0,0,4,380.67,6,0.0,1.09,0,4,0
28,10,C8H6N2:C18BF15,-0.36424,1,0,8.13,0,0,0,0.72,0,0,4,642.15,6,-0.525,1.2,0,4,0
28,11,C8H6N2:BI3,-0.22648,1,0,8.13,0,0,0,2.71,0,0,4,521.67,6,0.0,0.97,0,4,0
28,12,C8H6N2:O2S,-0.10128,0,0,8.13,0,0,0,0.85,0,0,4,194.23,6,0.0,1.24,0,4,0
29,1,C10H10N2:AlCl3,-0.161,0,0,7.19,0,1,0,1.89,0,0,2,291.55,10,0.0,1.1,0,2,0
29,2,C10H10N2:AlH3,-0.15786,0,0,7.19,0,1,0,1.25,3,0,2,188.23,10,0.0,0.86,0,2,0
29,3,C10H10N2:C18F15Al,-0.17622,0,0,7.19,0,1,0,0.78,0,0,2,686.38,10,-0.525,1.19,0,2,0
29,4,C10H10N2:C3H9Al,-0.14216,0,0,7.19,0,1,0,0.79,9,0,2,230.32,10,-0.646,0.93,0,2,0
29,5,C10H10N2:C2H5AlCl2,-0.15728,0,0,7.19,0,1,0,1.02,5,0,2,285.17,10,-0.359,0.99,0,2,0
29,6,C10H10N2:BH3,-0.3179,1,0,7.19,0,0,0,0.72,3,0,2,172.06,10,0.0,0.91,0,2,0
29,7,C10H10N2:BF3,-0.29434,1,0,7.19,0,0,0,0.67,0,0,2,226.03,10,0.0,1.3,0,2,0
29,8,C10H10N2:BCl3,-0.30644,1,0,7.19,0,0,0,1.36,0,0,2,275.38,10,0.0,1.16,0,2,0
29,9,C10H10N2:BBr3,-0.2826,1,0,7.19,0,0,0,1.73,0,0,2,408.73,10,0.0,1.09,0,2,0
29,10,C10H10N2:C18BF15,-0.37034,1,0,7.19,0,0,0,0.72,0,0,2,670.21,10,-0.525,1.2,0,2,0
29,11,C10H10N2:BI3,-0.2361,1,0,7.19,0,0,0,2.71,0,0,2,549.73,10,0.0,0.97,0,2,0
29,12,C10H10N2:O2S,-0.1104,0,0,7.19,0,0,0,0.85,0,0,2,222.29,10,0.0,1.24,0,2,0
30,1,C8H4N2F2:AlCl3,-0.15562,0,0,10.38,0,1,0,1.89,0,0,2,299.47,4,0.0,1.1,0,2,0
30,2,C8H4N2F2:AlH3,-0.14308,0,0,10.38,0,1,0,1.25,3,0,2,196.15,4,0.0,0.86,0,2,0
30,3,C8H4N2F2:C18F15Al,-0.16744,0,0,10.38,0,1,0,0.78,0,0,2,694.3,4,-0.525,1.19,0,2,0
30,4,C8H4N2F2:C3H9Al,-0.1333,0,0,10.38,0,1,0,0.79,9,0,2,238.24,4,-0.646,0.93,0,2,0
30,5,C8H4N2F2:C2H5AlCl2,-0.14826,0,0,10.38,0,1,0,1.02,5,0,2,293.09,4,-0.359,0.99,0,2,0
30,6,C8H4N2F2:BH3,-0.30772,1,0,10.38,0,0,0,0.72,3,0,2,179.98,4,0.0,0.91,0,2,0
30,7,C8H4N2F2:BF3,-0.28338,1,0,10.38,0,0,0,0.67,0,0,2,233.95,4,0.0,1.3,0,2,0
30,8,C8H4N2F2:BCl3,-0.2948,1,0,10.38,0,0,0,1.36,0,0,2,283.3,4,0.0,1.16,0,2,0
30,9,C8H4N2F2:BBr3,-0.26946,1,0,10.38,0,0,0,1.73,0,0,2,416.65,4,0.0,1.09,0,2,0
30,10,C8H4N2F2:C18BF15,-0.35706,1,0,10.38,0,0,0,0.72,0,0,2,678.13,4,-0.525,1.2,0,2,0
30,11,C8H4N2F2:BI3,-0.2081,1,0,10.38,0,0,0,2.71,0,0,2,557.65,4,0.0,0.97,0,2,0
30,12,C8H4N2F2:O2S,-0.0909,0,0,10.38,0,0,0,0.85,0,0,2,230.21,4,0.0,1.24,0,2,0
31,1,C8H11NO2S:AlCl3,-0.1154,0,2,8.06,0,1,0,1.89,0,0,3,318.6,11,0.0,1.1,0,0,0
31,2,C8H11NO2S:AlH3,-0.09492,0,2,8.06,0,1,0,1.25,3,0,3,215.28,11,0.0,0.86,0,0,0
31,3,C8H11NO2S:C18F15Al,-0.11542,0,2,8.06,0,1,0,0.78,0,0,3,713.43,11,-0.525,1.19,0,0,0
31,4,C8H11NO2S:C3H9Al,-0.07102,0,2,8.06,0,1,0,0.79,9,0,3,257.37,11,-0.646,0.93,0,0,0
31,5,C8H11NO2S:C2H5AlCl2,-0.09864,0,2,8.06,0,1,0,1.02,5,0,3,312.22,11,-0.359,0.99,0,0,0
31,6,C8H11NO2S:BH3,-0.24758,1,2,8.06,0,0,0,0.72,3,0,3,199.11,11,0.0,0.91,0,0,0
31,7,C8H11NO2S:BF3,-0.00152,1,2,8.06,0,0,0,0.67,0,0,3,253.08,11,0.0,1.3,0,0,0
31,10,C8H11NO2S:C18BF15,-0.30426,1,2,8.06,0,0,0,0.72,0,0,3,697.26,11,-0.525,1.2,0,0,0
32,1,C6H8N2O2S:AlCl3,-0.1208,0,2,9.06,0,1,0,1.89,0,0,3,305.56,8,0.0,1.1,0,0,0
32,2,C6H8N2O2S:AlH3,-0.09772,0,2,9.06,0,1,0,1.25,3,0,3,202.24,8,0.0,0.86,0,0,0
32,4,C6H8N2O2S:C3H9Al,-0.07258,0,2,9.06,0,1,0,0.79,9,0,3,244.33,8,-0.646,0.93,0,0,0
32,5,C6H8N2O2S:C2H5AlCl2,-0.10412,0,2,9.06,0,1,0,1.02,5,0,3,299.18,8,-0.359,0.99,0,0,0
32,6,C6H8N2O2S:BH3,-0.26092,1,2,9.06,0,0,0,0.72,3,0,3,186.07,8,0.0,0.91,0,0,0
32,7,C6H8N2O2S:BF3,-0.00182,1,2,9.06,0,0,0,0.67,0,0,3,240.04,8,0.0,1.3,0,0,0
32,9,C6H8N2O2S:BBr3,-0.24172,1,2,9.06,0,0,0,1.73,0,0,3,422.74,8,0.0,1.09,0,0,0
32,10,C6H8N2O2S:C18BF15,-0.27746,1,2,9.06,0,0,0,0.72,0,0,3,684.22,8,-0.525,1.2,0,0,0
32,11,C6H8N2O2S:BI3,-0.1988,1,2,9.06,0,0,0,2.71,0,0,3,563.74,8,0.0,0.97,0,0,0
33,1,C4H3NO2S:AlCl3,-0.10978,0,2,11.74,1,1,0,1.89,0,0,2,262.48,3,0.0,1.1,0,0,0
33,2,C4H3NO2S:AlH3,-0.08112,0,2,11.74,1,1,0,1.25,3,0,2,159.16,3,0.0,0.86,0,0,0
33,3,C4H3NO2S:C18F15Al,-0.11274,0,2,11.74,1,1,0,0.78,0,0,2,657.31,3,-0.525,1.19,0,0,0
33,4,C4H3NO2S:C3H9Al,-0.05204,0,2,11.74,1,1,0,0.79,9,0,2,201.25,3,-0.646,0.93,0,0,0
33,5,C4H3NO2S:C2H5AlCl2,-0.08992,0,2,11.74,1,1,0,1.02,5,0,2,256.1,3,-0.359,0.99,0,0,0
33,6,C4H3NO2S:BH3,-0.2283,1,2,11.74,1,0,0,0.72,3,0,2,142.99,3,0.0,0.91,0,0,0
33,7,C4H3NO2S:BF3,-0.00266,1,2,11.74,1,0,0,0.67,0,0,2,196.96,3,0.0,1.3,0,0,0
33,8,C4H3NO2S:BCl3,-0.00584,1,2,11.74,1,0,0,1.36,0,0,2,246.31,3,0.0,1.16,0,0,0
33,9,C4H3NO2S:BBr3,-0.005,1,2,11.74,1,0,0,1.73,0,0,2,379.66,3,0.0,1.09,0,0,0
33,10,C4H3NO2S:C18BF15,-0.269,1,2,11.74,1,0,0,0.72,0,0,2,641.14,3,-0.525,1.2,0,0,0
33,11,C4H3NO2S:BI3,0.00188,1,2,11.74,1,0,0,2.71,0,0,2,520.66,3,0.0,0.97,0,0,0
34,1,C4H3NOS2:AlCl3,-0.11594,0,1,13.2,1,1,0,1.89,0,0,2,278.55,3,0.0,1.1,0,0,0
34,2,C4H3NOS2:AlH3,-0.09032,0,1,13.2,1,1,0,1.25,3,0,2,175.23,3,0.0,0.86,0,0,0
34,3,C4H3NOS2:C18F15Al,-0.10932,0,1,13.2,1,1,0,0.78,0,0,2,673.38,3,-0.525,1.19,0,0,0
34,4,C4H3NOS2:C3H9Al,-0.06344,0,1,13.2,1,1,0,0.79,9,0,2,217.32,3,-0.646,0.93,0,0,0
34,5,C4H3NOS2:C2H5AlCl2,-0.09972,0,1,13.2,1,1,0,1.02,5,0,2,272.17,3,-0.359,0.99,0,0,0
34,6,C4H3NOS2:BH3,-0.24758,1,1,13.2,1,0,0,0.72,3,0,2,159.06,3,0.0,0.91,0,0,0
34,7,C4H3NOS2:BF3,-0.0035,1,1,13.2,1,0,0,0.67,0,0,2,213.03,3,0.0,1.3,0,0,0
34,8,C4H3NOS2:BCl3,-0.00654,1,1,13.2,1,0,0,1.36,0,0,2,262.38,3,0.0,1.16,0,0,0
34,10,C4H3NOS2:C18BF15,-0.28238,1,1,13.2,1,0,0,0.72,0,0,2,657.21,3,-0.525,1.2,0,0,0
35,1,C5H11N:AlCl3,-0.14708,0,0,5.01,0,1,0,1.89,0,0,7,218.5,11,0.0,1.1,0,0,0
35,2,C5H11N:AlH3,-0.14432,0,0,5.01,0,1,0,1.25,3,0,7,115.18,11,0.0,0.86,0,0,0
35,3,C5H11N:C18F15Al,-0.1604,0,0,5.01,0,1,0,0.78,0,0,7,613.33,11,-0.525,1.19,0,0,0
35,4,C5H11N:C3H9Al,-0.13326,0,0,5.01,0,1,0,0.79,9,0,7,157.27,11,-0.646,0.93,0,0,0
35,5,C5H11N:C2H5AlCl2,-0.14238,0,0,5.01,0,1,0,1.02,5,0,7,212.12,11,-0.359,0.99,0,0,0
35,6,C5H11N:BH3,-0.335,1,0,5.01,0,0,0,0.72,3,0,7,99.01,11,0.0,0.91,0,0,0
35,7,C5H11N:BF3,-0.2929,1,0,5.01,0,0,0,0.67,0,0,7,152.98,11,0.0,1.3,0,0,0
35,8,C5H11N:BCl3,-0.2996,1,0,5.01,0,0,0,1.36,0,0,7,202.33,11,0.0,1.16,0,0,0
35,9,C5H11N:BBr3,-0.28536,1,0,5.01,0,0,0,1.73,0,0,7,335.68,11,0.0,1.09,0,0,0
35,10,C5H11N:C18BF15,-0.35034,1,0,5.01,0,0,0,0.72,0,0,7,597.16,11,-0.525,1.2,0,0,0
35,11,C5H11N:BI3,-0.26196,1,0,5.01,0,0,0,2.71,0,0,7,476.68,11,0.0,0.97,0,0,0
35,12,C5H11N:O2S,-0.20302,0,0,5.01,0,0,0,0.85,0,0,7,149.24,11,0.0,1.24,0,0,0
36,1,C7H15N:AlCl3,-0.1473,0,0,4.92,0,1,0,1.89,0,0,5,246.56,15,0.0,1.1,0,0,0
36,2,C7H15N:AlH3,-0.14216,0,0,4.92,0,1,0,1.25,3,0,5,143.24,15,0.0,0.86,0,0,0
36,3,C7H15N:C18F15Al,-0.16,0,0,4.92,0,1,0,0.78,0,0,5,641.39,15,-0.525,1.19,0,0,0
36,4,C7H15N:C3H9Al,-0.1302,0,0,4.92,0,1,0,0.79,9,0,5,185.33,15,-0.646,0.93,0,0,0
36,5,C7H15N:C2H5AlCl2,-0.14018,0,0,4.92,0,1,0,1.02,5,0,5,240.18,15,-0.359,0.99,0,0,0
36,6,C7H15N:BH3,-0.3284,1,0,4.92,0,0,0,0.72,3,0,5,127.07,15,0.0,0.91,0,0,0
36,7,C7H15N:BF3,-0.2915,1,0,4.92,0,0,0,0.67,0,0,5,181.04,15,0.0,1.3,0,0,0
36,8,C7H15N:BCl3,-0.2964,1,0,4.92,0,0,0,1.36,0,0,5,230.39,15,0.0,1.16,0,0,0
