#LB_label,#LA_label,#ID,ChargeTransfer,la_nB,nO,AMW,nROCON,la_nHM,nPyrroles,la_Mp,la_nH,nR08,H-047,Total_MW,nH,la_Hy,la_Me,nRNH2,C-024,nCconjX
36,9,C7H15N:BBr3,-0.28036,1,0,4.92,0,0,0,1.73,0,0,5,363.74,15,0.0,1.09,0,0,0
36,10,C7H15N:C18BF15,-0.34416,1,0,4.92,0,0,0,0.72,0,0,5,625.22,15,-0.525,1.2,0,0,0
36,11,C7H15N:BI3,-0.25654,1,0,4.92,0,0,0,2.71,0,0,5,504.74,15,0.0,0.97,0,0,0
36,12,C7H15N:O2S,-0.20596,0,0,4.92,0,0,0,0.85,0,0,5,177.3,15,0.0,1.24,0,0,0
37,1,C6H13N:AlCl3,-0.1451,0,0,4.96,0,1,0,1.89,0,0,7,232.53,13,0.0,1.1,0,0,0
37,2,C6H13N:AlH3,-0.13582,0,0,4.96,0,1,0,1.25,3,0,7,129.21,13,0.0,0.86,0,0,0
37,3,C6H13N:C18F15Al,-0.15654,0,0,4.96,0,1,0,0.78,0,0,7,627.36,13,-0.525,1.19,0,0,0
37,4,C6H13N:C3H9Al,-0.12914,0,0,4.96,0,1,0,0.79,9,0,7,171.3,13,-0.646,0.93,0,0,0
37,5,C6H13N:C2H5AlCl2,-0.1369,0,0,4.96,0,1,0,1.02,5,0,7,226.15,13,-0.359,0.99,0,0,0
37,6,C6H13N:BH3,-0.3267,1,0,4.96,0,0,0,0.72,3,0,7,113.04,13,0.0,0.91,0,0,0
37,7,C6H13N:BF3,-0.28658,1,0,4.96,0,0,0,0.67,0,0,7,167.01,13,0.0,1.3,0,0,0
37,8,C6H13N:BCl3,-0.29546,1,0,4.96,0,0,0,1.36,0,0,7,216.36,13,0.0,1.16,0,0,0
37,9,C6H13N:BBr3,-0.28086,1,0,4.96,0,0,0,1.73,0,0,7,349.71,13,0.0,1.09,0,0,0
37,10,C6H13N:C18BF15,-0.34208,1,0,4.96,0,0,0,0.72,0,0,7,611.19,13,-0.525,1.2,0,0,0
37,11,C6H13N:BI3,-0.25642,1,0,4.96,0,0,0,2.71,0,0,7,490.71,13,0.0,0.97,0,0,0
37,12,C6H13N:O2S,-0.21432,0,0,4.96,0,0,0,0.85,0,0,7,163.27,13,0.0,1.24,0,0,0
38,1,C8H17N:AlCl3,-0.1689,0,0,4.89,0,1,0,1.89,0,0,5,260.59,17,0.0,1.1,0,0,0
38,2,C8H17N:AlH3,-0.1702,0,0,4.89,0,1,0,1.25,3,0,5,157.27,17,0.0,0.86,0,0,0
38,3,C8H17N:C18F15Al,-0.18378,0,0,4.89,0,1,0,0.78,0,0,5,655.42,17,-0.525,1.19,0,0,0
38,4,C8H17N:C3H9Al,-0.15978,0,0,4.89,0,1,0,0.79,9,0,5,199.36,17,-0.646,0.93,0,0,0
38,5,C8H17N:C2H5AlCl2,-0.16446,0,0,4.89,0,1,0,1.02,5,0,5,254.21,17,-0.359,0.99,0,0,0
38,6,C8H17N:BH3,-0.34616,1,0,4.89,0,0,0,0.72,3,0,5,141.1,17,0.0,0.91,0,0,0
38,7,C8H17N:BF3,-0.28988,1,0,4.89,0,0,0,0.67,0,0,5,195.07,17,0.0,1.3,0,0,0
38,8,C8H17N:BCl3,-0.30348,1,0,4.89,0,0,0,1.36,0,0,5,244.42,17,0.0,1.16,0,0,0
38,9,C8H17N:BBr3,-0.29156,1,0,4.89,0,0,0,1.73,0,0,5,377.77,17,0.0,1.09,0,0,0
38,10,C8H17N:C18BF15,-0.34422,1,0,4.89,0,0,0,0.72,0,0,5,639.25,17,-0.525,1.2,0,0,0
38,11,C8H17N:BI3,-0.26912,1,0,4.89,0,0,0,2.71,0,0,5,518.77,17,0.0,0.97,0,0,0
38,12,C8H17N:O2S,-0.17794,0,0,4.89,0,0,0,0.85,0,0,5,191.33,17,0.0,1.24,0,0,0
39,1,C10H6N2S2:AlCl3,-0.15004,0,0,10.92,0,1,0,1.89,0,0,5,351.65,6,0.0,1.1,0,5,0
39,2,C10H6N2S2:AlH3,-0.14014,0,0,10.92,0,1,0,1.25,3,0,5,248.33,6,0.0,0.86,0,5,0
39,3,C10H6N2S2:C18F15Al,-0.17266,0,0,10.92,0,1,0,0.78,0,0,5,746.48,6,-0.525,1.19,0,5,0
39,4,C10H6N2S2:C3H9Al,-0.1298,0,0,10.92,0,1,0,0.79,9,0,5,290.42,6,-0.646,0.93,0,5,0
39,5,C10H6N2S2:C2H5AlCl2,-0.1375,0,0,10.92,0,1,0,1.02,5,0,5,345.27,6,-0.359,0.99,0,5,0
39,6,C10H6N2S2:BH3,-0.29986,1,0,10.92,0,0,0,0.72,3,0,5,232.16,6,0.0,0.91,0,5,0
39,7,C10H6N2S2:BF3,-0.2695,1,0,10.92,0,0,0,0.67,0,0,5,286.13,6,0.0,1.3,0,5,0
39,8,C10H6N2S2:BCl3,-0.2999,1,0,10.92,0,0,0,1.36,0,0,5,335.48,6,0.0,1.16,0,5,0
39,9,C10H6N2S2:BBr3,-0.2706,1,0,10.92,0,0,0,1.73,0,0,5,468.83,6,0.0,1.09,0,5,0
39,10,C10H6N2S2:C18BF15,-0.3743,1,0,10.92,0,0,0,0.72,0,0,5,730.31,6,-0.525,1.2,0,5,0
39,11,C10H6N2S2:BI3,-0.1758,1,0,10.92,0,0,0,2.71,0,0,5,609.83,6,0.0,0.97,0,5,0
39,12,C10H6N2S2:O2S,-0.03024,0,0,10.92,0,0,0,0.85,0,0,5,282.39,6,0.0,1.24,0,5,0
40,1,C17H12N2S3:AlCl3,-0.15222,0,0,10.02,0,1,0,1.89,0,2,5,473.85,12,0.0,1.1,0,5,0
40,2,C17H12N2S3:AlH3,-0.1436,0,0,10.02,0,1,0,1.25,3,2,5,370.53,12,0.0,0.86,0,5,0
40,3,C17H12N2S3:C18F15Al,-0.17296,0,0,10.02,0,1,0,0.78,0,2,5,868.68,12,-0.525,1.19,0,5,0
40,4,C17H12N2S3:C3H9Al,-0.13136,0,0,10.02,0,1,0,0.79,9,2,5,412.62,12,-0.646,0.93,0,5,0
40,5,C17H12N2S3:C2H5AlCl2,-0.13512,0,0,10.02,0,1,0,1.02,5,2,5,467.47,12,-0.359,0.99,0,5,0
40,6,C17H12N2S3:BH3,-0.30196,1,0,10.02,0,0,0,0.72,3,2,5,354.36,12,0.0,0.91,0,5,0
40,7,C17H12N2S3:BF3,-0.27276,1,0,10.02,0,0,0,0.67,0,2,5,408.33,12,0.0,1.3,0,5,0
40,8,C17H12N2S3:BCl3,-0.30324,1,0,10.02,0,0,0,1.36,0,2,5,457.68,12,0.0,1.16,0,5,0
40,9,C17H12N2S3:BBr3,-0.27436,1,0,10.02,0,0,0,1.73,0,2,5,591.03,12,0.0,1.09,0,5,0
40,10,C17H12N2S3:C18BF15,-0.37848,1,0,10.02,0,0,0,0.72,0,2,5,852.51,12,-0.525,1.2,0,5,0
40,11,C17H12N2S3:BI3,-0.18684,1,0,10.02,0,0,0,2.71,0,2,5,732.03,12,0.0,0.97,0,5,0
40,12,C17H12N2S3:O2S,-0.03174,0,0,10.02,0,0,0,0.85,0,2,5,404.59,12,0.0,1.24,0,5,0
41,1,C10H5N2FS2:AlCl3,-0.1474,0,0,11.82,0,1,0,1.89,0,0,4,369.64,5,0.0,1.1,0,4,0
41,2,C10H5N2FS2:AlH3,-0.1387,0,0,11.82,0,1,0,1.25,3,0,4,266.32,5,0.0,0.86,0,4,0
41,3,C10H5N2FS2:C18F15Al,-0.16994,0,0,11.82,0,1,0,0.78,0,0,4,764.47,5,-0.525,1.19,0,4,0
41,4,C10H5N2FS2:C3H9Al,-0.127,0,0,11.82,0,1,0,0.79,9,0,4,308.41,5,-0.646,0.93,0,4,0
41,5,C10H5N2FS2:C2H5AlCl2,-0.14506,0,0,11.82,0,1,0,1.02,5,0,4,363.26,5,-0.359,0.99,0,4,0
41,6,C10H5N2FS2:BH3,-0.29666,1,0,11.82,0,0,0,0.72,3,0,4,250.15,5,0.0,0.91,0,4,0
41,7,C10H5N2FS2:BF3,-0.26512,1,0,11.82,0,0,0,0.67,0,0,4,304.12,5,0.0,1.3,0,4,0
41,8,C10H5N2FS2:BCl3,-0.29578,1,0,11.82,0,0,0,1.36,0,0,4,353.47,5,0.0,1.16,0,4,0
41,9,C10H5N2FS2:BBr3,-0.26582,1,0,11.82,0,0,0,1.73,0,0,4,486.82,5,0.0,1.09,0,4,0
41,10,C10H5N2FS2:C18BF15,-0.37024,1,0,11.82,0,0,0,0.72,0,0,4,748.3,5,-0.525,1.2,0,4,0
41,11,C10H5N2FS2:BI3,-0.16482,1,0,11.82,0,0,0,2.71,0,0,4,627.82,5,0.0,0.97,0,4,0
41,12,C10H5N2FS2:O2S,-0.0266,0,0,11.82,0,0,0,0.85,0,0,4,300.38,5,0.0,1.24,0,4,0
42,1,C17H11N2FS3:AlCl3,-0.14984,0,0,10.54,0,1,0,1.89,0,2,4,491.84,11,0.0,1.1,0,4,0
42,2,C17H11N2FS3:AlH3,-0.14072,0,0,10.54,0,1,0,1.25,3,2,4,388.52,11,0.0,0.86,0,4,0
42,3,C17H11N2FS3:C18F15Al,-0.1728,0,0,10.54,0,1,0,0.78,0,2,4,886.67,11,-0.525,1.19,0,4,0
42,4,C17H11N2FS3:C3H9Al,-0.1288,0,0,10.54,0,1,0,0.79,9,2,4,430.61,11,-0.646,0.93,0,4,0
42,5,C17H11N2FS3:C2H5AlCl2,-0.13688,0,0,10.54,0,1,0,1.02,5,2,4,485.46,11,-0.359,0.99,0,4,0
42,6,C17H11N2FS3:BH3,-0.29894,1,0,10.54,0,0,0,0.72,3,2,4,372.35,11,0.0,0.91,0,4,0
42,7,C17H11N2FS3:BF3,-0.26878,1,0,10.54,0,0,0,0.67,0,2,4,426.32,11,0.0,1.3,0,4,0
42,8,C17H11N2FS3:BCl3,-0.2997,1,0,10.54,0,0,0,1.36,0,2,4,475.67,11,0.0,1.16,0,4,0
42,9,C17H11N2FS3:BBr3,-0.27022,1,0,10.54,0,0,0,1.73,0,2,4,609.02,11,0.0,1.09,0,4,0
42,10,C17H11N2FS3:C18BF15,-0.37484,1,0,10.54,0,0,0,0.72,0,2,4,870.5,11,-0.525,1.2,0,4,0
42,11,C17H11N2FS3:BI3,-0.17756,1,0,10.54,0,0,0,2.71,0,2,4,750.02,11,0.0,0.97,0,4,0
42,12,C17H11N2FS3:O2S,-0.02816,0,0,10.54,0,0,0,0.85,0,2,4,422.58,11,0.0,1.24,0,4,0
43,1,C10H4N2F2S2:AlCl3,-0.14584,0,0,12.71,0,1,0,1.89,0,0,3,387.63,4,0.0,1.1,0,3,0
43,2,C10H4N2F2S2:AlH3,-0.13606,0,0,12.71,0,1,0,1.25,3,0,3,284.31,4,0.0,0.86,0,3,0
43,3,C10H4N2F2S2:C18F15Al,-0.16784,0,0,12.71,0,1,0,0.78,0,0,3,782.46,4,-0.525,1.19,0,3,0
43,4,C10H4N2F2S2:C3H9Al,-0.1259,0,0,12.71,0,1,0,0.79,9,0,3,326.4,4,-0.646,0.93,0,3,0
43,5,C10H4N2F2S2:C2H5AlCl2,-0.14622,0,0,12.71,0,1,0,1.02,5,0,3,381.25,4,-0.359,0.99,0,3,0
43,6,C10H4N2F2S2:BH3,-0.2963,1,0,12.71,0,0,0,0.72,3,0,3,268.14,4,0.0,0.91,0,3,0
43,7,C10H4N2F2S2:BF3,-0.26434,1,0,12.71,0,0,0,0.67,0,0,3,322.11,4,0.0,1.3,0,3,0
43,8,C10H4N2F2S2:BCl3,-0.2945,1,0,12.71,0,0,0,1.36,0,0,3,371.46,4,0.0,1.16,0,3,0
43,9,C10H4N2F2S2:BBr3,-0.26404,1,0,12.71,0,0,0,1.73,0,0,3,504.81,4,0.0,1.09,0,3,0
43,10,C10H4N2F2S2:C18BF15,-0.37388,1,0,12.71,0,0,0,0.72,0,0,3,766.29,4,-0.525,1.2,0,3,0
43,11,C10H4N2F2S2:BI3,-0.1563,1,0,12.71,0,0,0,2.71,0,0,3,645.81,4,0.0,0.97,0,3,0
43,12,C10H4N2F2S2:O2S,-0.0249,0,0,12.71,0,0,0,0.85,0,0,3,318.37,4,0.0,1.24,0,3,0
44,1,C17H10N2F2S3:AlCl3,-0.14844,0,0,11.07,0,1,0,1.89,0,2,3,509.83,10,0.0,1.1,0,3,0
44,2,C17H10N2F2S3:AlH3,-0.138,0,0,11.07,0,1,0,1.25,3,2,3,406.51,10,0.0,0.86,0,3,0
44,3,C17H10N2F2S3:C18F15Al,-0.16848,0,0,11.07,0,1,0,0.78,0,2,3,904.66,10,-0.525,1.19,0,3,0
44,4,C17H10N2F2S3:C3H9Al,-0.12788,0,0,11.07,0,1,0,0.79,9,2,3,448.6,10,-0.646,0.93,0,3,0
44,5,C17H10N2F2S3:C2H5AlCl2,-0.13548,0,0,11.07,0,1,0,1.02,5,2,3,503.45,10,-0.359,0.99,0,3,0
44,6,C17H10N2F2S3:BH3,-0.29888,1,0,11.07,0,0,0,0.72,3,2,3,390.34,10,0.0,0.91,0,3,0
44,7,C17H10N2F2S3:BF3,-0.268,1,0,11.07,0,0,0,0.67,0,2,3,444.31,10,0.0,1.3,0,3,0
44,8,C17H10N2F2S3:BCl3,-0.29854,1,0,11.07,0,0,0,1.36,0,2,3,493.66,10,0.0,1.16,0,3,0
44,9,C17H10N2F2S3:BBr3,-0.2687,1,0,11.07,0,0,0,1.73,0,2,3,627.01,10,0.0,1.09,0,3,0
44,10,C17H10N2F2S3:C18BF15,-0.37336,1,0,11.07,0,0,0,0.72,0,2,3,888.49,10,-0.525,1.2,0,3,0
44,11,C17H10N2F2S3:BI3,-0.17062,1,0,11.07,0,0,0,2.71,0,2,3,768.01,10,0.0,0.97,0,3,0
44,12,C17H10N2F2S3:O2S,-0.02672,0,0,11.07,0,0,0,0.85,0,2,3,440.57,10,0.0,1.24,0,3,0
45,2,C4H5N:AlH3,-0.11308,0,0,6.71,0,1,1,1.25,3,0,2,97.11,5,0.0,0.86,0,2,0
45,4,C4H5N:C3H9Al,-0.10308,0,0,6.71,0,1,1,0.79,9,0,2,139.2,5,-0.646,0.93,0,2,0
45,6,C4H5N:BH3,-0.29226,1,0,6.71,0,0,1,0.72,3,0,2,80.94,5,0.0,0.91,0,2,0
45,7,C4H5N:BF3,-0.18884,1,0,6.71,0,0,1,0.67,0,0,2,134.91,5,0.0,1.3,0,2,0
45,8,C4H5N:BCl3,-0.29762,1,0,6.71,0,0,1,1.36,0,0,2,184.26,5,0.0,1.16,0,2,0
45,9,C4H5N:BBr3,-0.2945,1,0,6.71,0,0,1,1.73,0,0,2,317.61,5,0.0,1.09,0,2,0
45,10,C4H5N:C18BF15,-0.34534,1,0,6.71,0,0,1,0.72,0,0,2,579.09,5,-0.525,1.2,0,2,0
45,11,C4H5N:BI3,-0.27086,1,0,6.71,0,0,1,2.71,0,0,2,458.61,5,0.0,0.97,0,2,0
46,1,C5H7N:AlCl3,-0.13912,0,0,6.24,0,1,1,1.89,0,0,5,214.46,7,0.0,1.1,0,2,0
46,2,C5H7N:AlH3,-0.1099,0,0,6.24,0,1,1,1.25,3,0,5,111.14,7,0.0,0.86,0,2,0
46,3,C5H7N:C18F15Al,-0.14164,0,0,6.24,0,1,1,0.78,0,0,5,609.29,7,-0.525,1.19,0,2,0
46,4,C5H7N:C3H9Al,-0.09026,0,0,6.24,0,1,1,0.79,9,0,5,153.23,7,-0.646,0.93,0,2,0
46,5,C5H7N:C2H5AlCl2,-0.12562,0,0,6.24,0,1,1,1.02,5,0,5,208.08,7,-0.359,0.99,0,2,0
46,6,C5H7N:BH3,-0.2806,1,0,6.24,0,0,1,0.72,3,0,5,94.97,7,0.0,0.91,0,2,0
46,7,C5H7N:BF3,-0.1981,1,0,6.24,0,0,1,0.67,0,0,5,148.94,7,0.0,1.3,0,2,0
46,8,C5H7N:BCl3,-0.28226,1,0,6.24,0,0,1,1.36,0,0,5,198.29,7,0.0,1.16,0,2,0
46,9,C5H7N:BBr3,-0.27586,1,0,6.24,0,0,1,1.73,0,0,5,331.64,7,0.0,1.09,0,2,0
46,11,C5H7N:BI3,-0.25222,1,0,6.24,0,0,1,2.71,0,0,5,472.64,7,0.0,0.97,0,2,0
47,1,C5H7N:AlCl3,-0.15092,0,0,6.24,0,1,0,1.89,0,0,2,214.46,7,0.0,1.1,0,0,0
47,2,C5H7N:AlH3,-0.1358,0,0,6.24,0,1,0,1.25,3,0,2,111.14,7,0.0,0.86,0,0,0
47,3,C5H7N:C18F15Al,-0.1589,0,0,6.24,0,1,0,0.78,0,0,2,609.29,7,-0.525,1.19,0,0,0
47,4,C5H7N:C3H9Al,-0.12482,0,0,6.24,0,1,0,0.79,9,0,2,153.23,7,-0.646,0.93,0,0,0
47,5,C5H7N:C2H5AlCl2,-0.13756,0,0,6.24,0,1,0,1.02,5,0,2,208.08,7,-0.359,0.99,0,0,0
47,6,C5H7N:BH3,-0.31618,1,0,6.24,0,0,0,0.72,3,0,2,94.97,7,0.0,0.91,0,0,0
47,7,C5H7N:BF3,-0.26432,1,0,6.24,0,0,0,0.67,0,0,2,148.94,7,0.0,1.3,0,0,0
47,8,C5H7N:BCl3,-0.30818,1,0,6.24,0,0,0,1.36,0,0,2,198.29,7,0.0,1.16,0,0,0
47,9,C5H7N:BBr3,-0.29994,1,0,6.24,0,0,0,1.73,0,0,2,331.64,7,0.0,1.09,0,0,0
47,10,C5H7N:C18BF15,-0.35104,1,0,6.24,0,0,0,0.72,0,0,2,593.12,7,-0.525,1.2,0,0,0
47,11,C5H7N:BI3,-0.27818,1,0,6.24,0,0,0,2.71,0,0,2,472.64,7,0.0,0.97,0,0,0
47,12,C5H7N:O2S,-0.1251,0,0,6.24,0,0,0,0.85,0,0,2,145.2,7,0.0,1.24,0,0,0
48,1,C6H9N:AlCl3,-0.1389,0,0,5.95,0,1,0,1.89,0,0,5,228.49,9,0.0,1.1,0,0,0
48,2,C6H9N:AlH3,-0.12176,0,0,5.95,0,1,0,1.25,3,0,5,125.17,9,0.0,0.86,0,0,0
48,3,C6H9N:C18F15Al,-0.14876,0,0,5.95,0,1,0,0.78,0,0,5,623.32,9,-0.525,1.19,0,0,0
48,4,C6H9N:C3H9Al,-0.11248,0,0,5.95,0,1,0,0.79,9,0,5,167.26,9,-0.646,0.93,0,0,0
48,5,C6H9N:C2H5AlCl2,-0.12606,0,0,5.95,0,1,0,1.02,5,0,5,222.11,9,-0.359,0.99,0,0,0
48,6,C6H9N:BH3,-0.30038,1,0,5.95,0,0,0,0.72,3,0,5,109.0,9,0.0,0.91,0,0,0
48,7,C6H9N:BF3,-0.258,1,0,5.95,0,0,0,0.67,0,0,5,162.97,9,0.0,1.3,0,0,0
48,8,C6H9N:BCl3,-0.28906,1,0,5.95,0,0,0,1.36,0,0,5,212.32,9,0.0,1.16,0,0,0
48,9,C6H9N:BBr3,-0.27952,1,0,5.95,0,0,0,1.73,0,0,5,345.67,9,0.0,1.09,0,0,0
48,10,C6H9N:C18BF15,-0.3393,1,0,5.95,0,0,0,0.72,0,0,5,607.15,9,-0.525,1.2,0,0,0
48,11,C6H9N:BI3,-0.25926,1,0,5.95,0,0,0,2.71,0,0,5,486.67,9,0.0,0.97,0,0,0
48,12,C6H9N:O2S,-0.16008,0,0,5.95,0,0,0,0.85,0,0,5,159.23,9,0.0,1.24,0,0,0
49,1,C6H9N:AlCl3,-0.14898,0,0,5.95,0,1,1,1.89,0,0,2,228.49,9,0.0,1.1,0,2,0
49,2,C6H9N:AlH3,-0.12524,0,0,5.95,0,1,1,1.25,3,0,2,125.17,9,0.0,0.86,0,2,0
49,3,C6H9N:C18F15Al,-0.15402,0,0,5.95,0,1,1,0.78,0,0,2,623.32,9,-0.525,1.19,0,2,0
49,4,C6H9N:C3H9Al,-0.10432,0,0,5.95,0,1,1,0.79,9,0,2,167.26,9,-0.646,0.93,0,2,0
49,5,C6H9N:C2H5AlCl2,-0.1378,0,0,5.95,0,1,1,1.02,5,0,2,222.11,9,-0.359,0.99,0,2,0
49,6,C6H9N:BH3,-0.30392,1,0,5.95,0,0,1,0.72,3,0,2,109.0,9,0.0,0.91,0,2,0
49,7,C6H9N:BF3,-0.2296,1,0,5.95,0,0,1,0.67,0,0,2,162.97,9,0.0,1.3,0,2,0
49,8,C6H9N:BCl3,-0.2971,1,0,5.95,0,0,1,1.36,0,0,2,212.32,9,0.0,1.16,0,2,0
49,9,C6H9N:BBr3,-0.29312,1,0,5.95,0,0,1,1.73,0,0,2,345.67,9,0.0,1.09,0,2,0
49,10,C6H9N:C18BF15,-0.34458,1,0,5.95,0,0,1,0.72,0,0,2,607.15,9,-0.525,1.2,0,2,0
49,11,C6H9N:BI3,-0.27014,1,0,5.95,0,0,1,2.71,0,0,2,486.67,9,0.0,0.97,0,2,0
50,1,C4H3NF2:AlCl3,-0.13104,0,0,10.31,0,1,1,1.89,0,0,2,236.41,3,0.0,1.1,0,2,0
50,2,C4H3NF2:AlH3,-0.11022,0,0,10.31,0,1,1,1.25,3,0,2,133.09,3,0.0,0.86,0,2,0
50,3,C4H3NF2:C18F15Al,-0.14378,0,0,10.31,0,1,1,0.78,0,0,2,631.24,3,-0.525,1.19,0,2,0
50,4,C4H3NF2:C3H9Al,-0.08894,0,0,10.31,0,1,1,0.79,9,0,2,175.18,3,-0.646,0.93,0,2,0
50,5,C4H3NF2:C2H5AlCl2,-0.12188,0,0,10.31,0,1,1,1.02,5,0,2,230.03,3,-0.359,0.99,0,2,0
50,6,C4H3NF2:BH3,-0.26972,1,0,10.31,0,0,1,0.72,3,0,2,116.92,3,0.0,0.91,0,2,0
50,7,C4H3NF2:BF3,-0.01534,1,0,10.31,0,0,1,0.67,0,0,2,170.89,3,0.0,1.3,0,2,0
50,8,C4H3NF2:BCl3,-0.0149,1,0,10.31,0,0,1,1.36,0,0,2,220.24,3,0.0,1.16,0,2,0
50,9,C4H3NF2:BBr3,-0.0164,1,0,10.31,0,0,1,1.73,0,0,2,353.59,3,0.0,1.09,0,2,0
50,10,C4H3NF2:C18BF15,-0.31982,1,0,10.31,0,0,1,0.72,0,0,2,615.07,3,-0.525,1.2,0,2,0
50,11,C4H3NF2:BI3,-0.0039,1,0,10.31,0,0,1,2.71,0,0,2,494.59,3,0.0,0.97,0,2,0
51,2,C7H11N:AlH3,-0.10998,0,0,5.75,0,1,1,1.25,3,0,5,139.2,11,0.0,0.86,0,2,0
51,3,C7H11N:C18F15Al,-0.14878,0,0,5.75,0,1,1,0.78,0,0,5,637.35,11,-0.525,1.19,0,2,0
51,4,C7H11N:C3H9Al,-0.09028,0,0,5.75,0,1,1,0.79,9,0,5,181.29,11,-0.646,0.93,0,2,0
51,5,C7H11N:C2H5AlCl2,-0.1177,0,0,5.75,0,1,1,1.02,5,0,5,236.14,11,-0.359,0.99,0,2,0
51,6,C7H11N:BH3,-0.28924,1,0,5.75,0,0,1,0.72,3,0,5,123.03,11,0.0,0.91,0,2,0
51,7,C7H11N:BF3,-0.22918,1,0,5.75,0,0,1,0.67,0,0,5,177.0,11,0.0,1.3,0,2,0
51,8,C7H11N:BCl3,-0.28098,1,0,5.75,0,0,1,1.36,0,0,5,226.35,11,0.0,1.16,0,2,0
51,9,C7H11N:BBr3,-0.27362,1,0,5.75,0,0,1,1.73,0,0,5,359.7,11,0.0,1.09,0,2,0
51,11,C7H11N:BI3,-0.25052,1,0,5.75,0,0,1,2.71,0,0,5,500.7,11,0.0,0.97,0,2,0
52,1,C5H5NF2:AlCl3,-0.12398,0,0,9.01,0,1,1,1.89,0,0,5,250.44,5,0.0,1.1,0,2,0
52,2,C5H5NF2:AlH3,-0.09898,0,0,9.01,0,1,1,1.25,3,0,5,147.12,5,0.0,0.86,0,2,0
52,3,C5H5NF2:C18F15Al,-0.13566,0,0,9.01,0,1,1,0.78,0,0,5,645.27,5,-0.525,1.19,0,2,0
52,4,C5H5NF2:C3H9Al,-0.07616,0,0,9.01,0,1,1,0.79,9,0,5,189.21,5,-0.646,0.93,0,2,0
52,5,C5H5NF2:C2H5AlCl2,-0.11006,0,0,9.01,0,1,1,1.02,5,0,5,244.06,5,-0.359,0.99,0,2,0
52,6,C5H5NF2:BH3,-0.25192,1,0,9.01,0,0,1,0.72,3,0,5,130.95,5,0.0,0.91,0,2,0
52,12,C5H5NF2:O2S,-0.12642,0,0,9.01,0,0,1,0.85,0,0,5,181.18,5,0.0,1.24,0,2,0
53,1,C7H11N:AlCl3,-0.16168,0,0,5.75,0,1,0,1.89,0,0,2,242.52,11,0.0,1.1,0,0,0
53,2,C7H11N:AlH3,-0.14604,0,0,5.75,0,1,0,1.25,3,0,2,139.2,11,0.0,0.86,0,0,0
53,3,C7H11N:C18F15Al,-0.15582,0,0,5.75,0,1,0,0.78,0,0,2,637.35,11,-0.525,1.19,0,0,0
53,4,C7H11N:C3H9Al,-0.1304,0,0,5.75,0,1,0,0.79,9,0,2,181.29,11,-0.646,0.93,0,0,0
53,5,C7H11N:C2H5AlCl2,-0.14708,0,0,5.75,0,1,0,1.02,5,0,2,236.14,11,-0.359,0.99,0,0,0
53,6,C7H11N:BH3,-0.31716,1,0,5.75,0,0,0,0.72,3,0,2,123.03,11,0.0,0.91,0,0,0
53,7,C7H11N:BF3,-0.26738,1,0,5.75,0,0,0,0.67,0,0,2,177.0,11,0.0,1.3,0,0,0
53,8,C7H11N:BCl3,-0.30816,1,0,5.75,0,0,0,1.36,0,0,2,226.35,11,0.0,1.16,0,0,0
53,9,C7H11N:BBr3,-0.30148,1,0,5.75,0,0,0,1.73,0,0,2,359.7,11,0.0,1.09,0,0,0
53,10,C7H11N:C18BF15,-0.35744,1,0,5.75,0,0,0,0.72,0,0,2,621.18,11,-0.525,1.2,0,0,0
53,11,C7H11N:BI3,-0.28476,1,0,5.75,0,0,0,2.71,0,0,2,500.7,11,0.0,0.97,0,0,0
53,12,C7H11N:O2S,-0.15554,0,0,5.75,0,0,0,0.85,0,0,2,173.26,11,0.0,1.24,0,0,0
54,1,C5H5NF2:AlCl3,-0.14554,0,0,9.01,0,1,0,1.89,0,0,2,250.44,5,0.0,1.1,0,0,0
54,2,C5H5NF2:AlH3,-0.12828,0,0,9.01,0,1,0,1.25,3,0,2,147.12,5,0.0,0.86,0,0,0
54,3,C5H5NF2:C18F15Al,-0.1553,0,0,9.01,0,1,0,0.78,0,0,2,645.27,5,-0.525,1.19,0,0,0
54,4,C5H5NF2:C3H9Al,-0.11604,0,0,9.01,0,1,0,0.79,9,0,2,189.21,5,-0.646,0.93,0,0,0
54,5,C5H5NF2:C2H5AlCl2,-0.13674,0,0,9.01,0,1,0,1.02,5,0,2,244.06,5,-0.359,0.99,0,0,0
54,6,C5H5NF2:BH3,-0.29168,1,0,9.01,0,0,0,0.72,3,0,2,130.95,5,0.0,0.91,0,0,0
54,7,C5H5NF2:BF3,-0.19046,1,0,9.01,0,0,0,0.67,0,0,2,184.92,5,0.0,1.3,0,0,0
54,8,C5H5NF2:BCl3,-0.27896,1,0,9.01,0,0,0,1.36,0,0,2,234.27,5,0.0,1.16,0,0,0
54,9,C5H5NF2:BBr3,-0.28016,1,0,9.01,0,0,0,1.73,0,0,2,367.62,5,0.0,1.09,0,0,0
54,10,C5H5NF2:C18BF15,-0.31808,1,0,9.01,0,0,0,0.72,0,0,2,629.1,5,-0.525,1.2,0,0,0
54,11,C5H5NF2:BI3,-0.25116,1,0,9.01,0,0,0,2.71,0,0,2,508.62,5,0.0,0.97,0,0,0
54,12,C5H5NF2:O2S,-0.09532,0,0,9.01,0,0,0,0.85,0,0,2,181.18,5,0.0,1.24,0,0,0
55,1,C8H13N:AlCl3,-0.14126,0,0,5.6,0,1,0,1.89,0,0,5,256.55,13,0.0,1.1,0,0,0
