#LB_label,#LA_label,#ID,ChargeTransfer,Me,nAT,nH,nROCON,nN(CO)2,nArX,N-075,la_AMW,la_nAT,la_nB,la_nHM,la_H-050
24,8,C3H3N3:BCl3,-0.29974,1.03,9,3,0,0,0,3,29.29,4,1,0,0
24,9,C3H3N3:BBr3,-0.27748,1.03,9,3,0,0,0,3,62.63,4,1,0,0
24,10,C3H3N3:C18BF15,-0.35084,1.03,9,3,0,0,0,3,15.06,34,1,0,0
24,11,C3H3N3:BI3,-0.2105,1.03,9,3,0,0,0,3,97.88,4,1,0,0
24,12,C3H3N3:O2S,-0.06906,1.03,9,3,0,0,0,3,21.36,3,0,0,0
25,1,C6H7N:AlCl3,-0.16978,0.98,14,7,0,0,0,0,33.33,4,0,1,0
25,2,C6H7N:AlH3,-0.15576,0.98,14,7,0,0,0,0,7.5,4,0,1,3
25,3,C6H7N:C18F15Al,-0.1623,0.98,14,7,0,0,0,0,15.53,34,0,1,0
25,4,C6H7N:C3H9Al,-0.14474,0.98,14,7,0,0,0,0,5.55,13,0,1,0
25,5,C6H7N:C2H5AlCl2,-0.15586,0.98,14,7,0,0,0,0,12.7,10,0,1,0
25,6,C6H7N:BH3,-0.33454,0.98,14,7,0,0,0,0,3.46,4,1,0,3
25,7,C6H7N:BF3,-0.28486,0.98,14,7,0,0,0,0,16.95,4,1,0,0
25,8,C6H7N:BCl3,-0.3324,0.98,14,7,0,0,0,0,29.29,4,1,0,0
25,9,C6H7N:BBr3,-0.31504,0.98,14,7,0,0,0,0,62.63,4,1,0,0
25,10,C6H7N:C18BF15,-0.37654,0.98,14,7,0,0,0,0,15.06,34,1,0,0
25,11,C6H7N:BI3,-0.28618,0.98,14,7,0,0,0,0,97.88,4,1,0,0
25,12,C6H7N:O2S,-0.12138,0.98,14,7,0,0,0,0,21.36,3,0,0,0
26,1,C6H5NF2:AlCl3,-0.16384,1.06,14,5,0,0,2,0,33.33,4,0,1,0
26,2,C6H5NF2:AlH3,-0.14902,1.06,14,5,0,0,2,0,7.5,4,0,1,3
26,3,C6H5NF2:C18F15Al,-0.15524,1.06,14,5,0,0,2,0,15.53,34,0,1,0
26,4,C6H5NF2:C3H9Al,-0.1371,1.06,14,5,0,0,2,0,5.55,13,0,1,0
26,5,C6H5NF2:C2H5AlCl2,-0.14968,1.06,14,5,0,0,2,0,12.7,10,0,1,0
26,6,C6H5NF2:BH3,-0.32454,1.06,14,5,0,0,2,0,3.46,4,1,0,3
26,7,C6H5NF2:BF3,-0.27186,1.06,14,5,0,0,2,0,16.95,4,1,0,0
26,8,C6H5NF2:BCl3,-0.31842,1.06,14,5,0,0,2,0,29.29,4,1,0,0
26,9,C6H5NF2:BBr3,-0.31146,1.06,14,5,0,0,2,0,62.63,4,1,0,0
26,10,C6H5NF2:C18BF15,-0.36502,1.06,14,5,0,0,2,0,15.06,34,1,0,0
26,11,C6H5NF2:BI3,-0.27184,1.06,14,5,0,0,2,0,97.88,4,1,0,0
26,12,C6H5NF2:O2S,-0.10298,1.06,14,5,0,0,2,0,21.36,3,0,0,0
27,1,C8H11N:AlCl3,-0.16622,0.98,20,11,0,0,0,0,33.33,4,0,1,0
27,2,C8H11N:AlH3,-0.15768,0.98,20,11,0,0,0,0,7.5,4,0,1,3
27,3,C8H11N:C18F15Al,-0.16668,0.98,20,11,0,0,0,0,15.53,34,0,1,0
27,4,C8H11N:C3H9Al,-0.14506,0.98,20,11,0,0,0,0,5.55,13,0,1,0
27,5,C8H11N:C2H5AlCl2,-0.15736,0.98,20,11,0,0,0,0,12.7,10,0,1,0
27,6,C8H11N:BH3,-0.33684,0.98,20,11,0,0,0,0,3.46,4,1,0,3
27,7,C8H11N:BF3,-0.28852,0.98,20,11,0,0,0,0,16.95,4,1,0,0
27,8,C8H11N:BCl3,-0.32988,0.98,20,11,0,0,0,0,29.29,4,1,0,0
27,9,C8H11N:BBr3,-0.31806,0.98,20,11,0,0,0,0,62.63,4,1,0,0
27,10,C8H11N:C18BF15,-0.36978,0.98,20,11,0,0,0,0,15.06,34,1,0,0
27,11,C8H11N:BI3,-0.28958,0.98,20,11,0,0,0,0,97.88,4,1,0,0
27,12,C8H11N:O2S,-0.13034,0.98,20,11,0,0,0,0,21.36,3,0,0,0
28,1,C8H6N2:AlCl3,-0.15794,1.0,16,6,0,0,0,2,33.33,4,0,1,0
28,2,C8H6N2:AlH3,-0.14948,1.0,16,6,0,0,0,2,7.5,4,0,1,3
28,3,C8H6N2:C18F15Al,-0.17398,1.0,16,6,0,0,0,2,15.53,34,0,1,0
28,4,C8H6N2:C3H9Al,-0.13872,1.0,16,6,0,0,0,2,5.55,13,0,1,0
28,5,C8H6N2:C2H5AlCl2,-0.15058,1.0,16,6,0,0,0,2,12.7,10,0,1,0
28,6,C8H6N2:BH3,-0.31266,1.0,16,6,0,0,0,2,3.46,4,1,0,3
28,7,C8H6N2:BF3,-0.28844,1.0,16,6,0,0,0,2,16.95,4,1,0,0
28,8,C8H6N2:BCl3,-0.30078,1.0,16,6,0,0,0,2,29.29,4,1,0,0
28,9,C8H6N2:BBr3,-0.27632,1.0,16,6,0,0,0,2,62.63,4,1,0,0
28,10,C8H6N2:C18BF15,-0.36424,1.0,16,6,0,0,0,2,15.06,34,1,0,0
28,11,C8H6N2:BI3,-0.22648,1.0,16,6,0,0,0,2,97.88,4,1,0,0
28,12,C8H6N2:O2S,-0.10128,1.0,16,6,0,0,0,2,21.36,3,0,0,0
29,1,C10H10N2:AlCl3,-0.161,0.99,22,10,0,0,0,2,33.33,4,0,1,0
29,2,C10H10N2:AlH3,-0.15786,0.99,22,10,0,0,0,2,7.5,4,0,1,3
29,3,C10H10N2:C18F15Al,-0.17622,0.99,22,10,0,0,0,2,15.53,34,0,1,0
29,4,C10H10N2:C3H9Al,-0.14216,0.99,22,10,0,0,0,2,5.55,13,0,1,0
29,5,C10H10N2:C2H5AlCl2,-0.15728,0.99,22,10,0,0,0,2,12.7,10,0,1,0
29,6,C10H10N2:BH3,-0.3179,0.99,22,10,0,0,0,2,3.46,4,1,0,3
29,7,C10H10N2:BF3,-0.29434,0.99,22,10,0,0,0,2,16.95,4,1,0,0
29,8,C10H10N2:BCl3,-0.30644,0.99,22,10,0,0,0,2,29.29,4,1,0,0
29,9,C10H10N2:BBr3,-0.2826,0.99,22,10,0,0,0,2,62.63,4,1,0,0
29,10,C10H10N2:C18BF15,-0.37034,0.99,22,10,0,0,0,2,15.06,34,1,0,0
29,11,C10H10N2:BI3,-0.2361,0.99,22,10,0,0,0,2,97.88,4,1,0,0
29,12,C10H10N2:O2S,-0.1104,0.99,22,10,0,0,0,2,21.36,3,0,0,0
30,1,C8H4N2F2:AlCl3,-0.15562,1.06,16,4,0,0,2,2,33.33,4,0,1,0
30,2,C8H4N2F2:AlH3,-0.14308,1.06,16,4,0,0,2,2,7.5,4,0,1,3
30,3,C8H4N2F2:C18F15Al,-0.16744,1.06,16,4,0,0,2,2,15.53,34,0,1,0
30,4,C8H4N2F2:C3H9Al,-0.1333,1.06,16,4,0,0,2,2,5.55,13,0,1,0
30,5,C8H4N2F2:C2H5AlCl2,-0.14826,1.06,16,4,0,0,2,2,12.7,10,0,1,0
30,6,C8H4N2F2:BH3,-0.30772,1.06,16,4,0,0,2,2,3.46,4,1,0,3
30,7,C8H4N2F2:BF3,-0.28338,1.06,16,4,0,0,2,2,16.95,4,1,0,0
30,8,C8H4N2F2:BCl3,-0.2948,1.06,16,4,0,0,2,2,29.29,4,1,0,0
30,9,C8H4N2F2:BBr3,-0.26946,1.06,16,4,0,0,2,2,62.63,4,1,0,0
30,10,C8H4N2F2:C18BF15,-0.35706,1.06,16,4,0,0,2,2,15.06,34,1,0,0
30,11,C8H4N2F2:BI3,-0.2081,1.06,16,4,0,0,2,2,97.88,4,1,0,0
30,12,C8H4N2F2:O2S,-0.0909,1.06,16,4,0,0,2,2,21.36,3,0,0,0
31,1,C8H11NO2S:AlCl3,-0.1154,1.01,23,11,0,1,0,0,33.33,4,0,1,0
31,2,C8H11NO2S:AlH3,-0.09492,1.01,23,11,0,1,0,0,7.5,4,0,1,3
31,3,C8H11NO2S:C18F15Al,-0.11542,1.01,23,11,0,1,0,0,15.53,34,0,1,0
31,4,C8H11NO2S:C3H9Al,-0.07102,1.01,23,11,0,1,0,0,5.55,13,0,1,0
31,5,C8H11NO2S:C2H5AlCl2,-0.09864,1.01,23,11,0,1,0,0,12.7,10,0,1,0
31,6,C8H11NO2S:BH3,-0.24758,1.01,23,11,0,1,0,0,3.46,4,1,0,3
31,7,C8H11NO2S:BF3,-0.00152,1.01,23,11,0,1,0,0,16.95,4,1,0,0
31,10,C8H11NO2S:C18BF15,-0.30426,1.01,23,11,0,1,0,0,15.06,34,1,0,0
32,1,C6H8N2O2S:AlCl3,-0.1208,1.03,19,8,0,2,0,0,33.33,4,0,1,0
32,2,C6H8N2O2S:AlH3,-0.09772,1.03,19,8,0,2,0,0,7.5,4,0,1,3
32,4,C6H8N2O2S:C3H9Al,-0.07258,1.03,19,8,0,2,0,0,5.55,13,0,1,0
32,5,C6H8N2O2S:C2H5AlCl2,-0.10412,1.03,19,8,0,2,0,0,12.7,10,0,1,0
32,6,C6H8N2O2S:BH3,-0.26092,1.03,19,8,0,2,0,0,3.46,4,1,0,3
32,7,C6H8N2O2S:BF3,-0.00182,1.03,19,8,0,2,0,0,16.95,4,1,0,0
32,9,C6H8N2O2S:BBr3,-0.24172,1.03,19,8,0,2,0,0,62.63,4,1,0,0
32,10,C6H8N2O2S:C18BF15,-0.27746,1.03,19,8,0,2,0,0,15.06,34,1,0,0
32,11,C6H8N2O2S:BI3,-0.1988,1.03,19,8,0,2,0,0,97.88,4,1,0,0
33,1,C4H3NO2S:AlCl3,-0.10978,1.07,11,3,1,1,0,0,33.33,4,0,1,0
33,2,C4H3NO2S:AlH3,-0.08112,1.07,11,3,1,1,0,0,7.5,4,0,1,3
33,3,C4H3NO2S:C18F15Al,-0.11274,1.07,11,3,1,1,0,0,15.53,34,0,1,0
33,4,C4H3NO2S:C3H9Al,-0.05204,1.07,11,3,1,1,0,0,5.55,13,0,1,0
33,5,C4H3NO2S:C2H5AlCl2,-0.08992,1.07,11,3,1,1,0,0,12.7,10,0,1,0
33,6,C4H3NO2S:BH3,-0.2283,1.07,11,3,1,1,0,0,3.46,4,1,0,3
33,7,C4H3NO2S:BF3,-0.00266,1.07,11,3,1,1,0,0,16.95,4,1,0,0
33,8,C4H3NO2S:BCl3,-0.00584,1.07,11,3,1,1,0,0,29.29,4,1,0,0
33,9,C4H3NO2S:BBr3,-0.005,1.07,11,3,1,1,0,0,62.63,4,1,0,0
33,10,C4H3NO2S:C18BF15,-0.269,1.07,11,3,1,1,0,0,15.06,34,1,0,0
33,11,C4H3NO2S:BI3,0.00188,1.07,11,3,1,1,0,0,97.88,4,1,0,0
34,1,C4H3NOS2:AlCl3,-0.11594,1.04,11,3,1,0,0,0,33.33,4,0,1,0
34,2,C4H3NOS2:AlH3,-0.09032,1.04,11,3,1,0,0,0,7.5,4,0,1,3
34,3,C4H3NOS2:C18F15Al,-0.10932,1.04,11,3,1,0,0,0,15.53,34,0,1,0
34,4,C4H3NOS2:C3H9Al,-0.06344,1.04,11,3,1,0,0,0,5.55,13,0,1,0
34,5,C4H3NOS2:C2H5AlCl2,-0.09972,1.04,11,3,1,0,0,0,12.7,10,0,1,0
34,6,C4H3NOS2:BH3,-0.24758,1.04,11,3,1,0,0,0,3.46,4,1,0,3
34,7,C4H3NOS2:BF3,-0.0035,1.04,11,3,1,0,0,0,16.95,4,1,0,0
34,8,C4H3NOS2:BCl3,-0.00654,1.04,11,3,1,0,0,0,29.29,4,1,0,0
34,10,C4H3NOS2:C18BF15,-0.28238,1.04,11,3,1,0,0,0,15.06,34,1,0,0
35,1,C5H11N:AlCl3,-0.14708,0.97,17,11,0,0,0,0,33.33,4,0,1,0
35,2,C5H11N:AlH3,-0.14432,0.97,17,11,0,0,0,0,7.5,4,0,1,3
35,3,C5H11N:C18F15Al,-0.1604,0.97,17,11,0,0,0,0,15.53,34,0,1,0
35,4,C5H11N:C3H9Al,-0.13326,0.97,17,11,0,0,0,0,5.55,13,0,1,0
35,5,C5H11N:C2H5AlCl2,-0.14238,0.97,17,11,0,0,0,0,12.7,10,0,1,0
35,6,C5H11N:BH3,-0.335,0.97,17,11,0,0,0,0,3.46,4,1,0,3
35,7,C5H11N:BF3,-0.2929,0.97,17,11,0,0,0,0,16.95,4,1,0,0
35,8,C5H11N:BCl3,-0.2996,0.97,17,11,0,0,0,0,29.29,4,1,0,0
35,9,C5H11N:BBr3,-0.28536,0.97,17,11,0,0,0,0,62.63,4,1,0,0
35,10,C5H11N:C18BF15,-0.35034,0.97,17,11,0,0,0,0,15.06,34,1,0,0
35,11,C5H11N:BI3,-0.26196,0.97,17,11,0,0,0,0,97.88,4,1,0,0
35,12,C5H11N:O2S,-0.20302,0.97,17,11,0,0,0,0,21.36,3,0,0,0
36,1,C7H15N:AlCl3,-0.1473,0.97,23,15,0,0,0,0,33.33,4,0,1,0
36,2,C7H15N:AlH3,-0.14216,0.97,23,15,0,0,0,0,7.5,4,0,1,3
36,3,C7H15N:C18F15Al,-0.16,0.97,23,15,0,0,0,0,15.53,34,0,1,0
36,4,C7H15N:C3H9Al,-0.1302,0.97,23,15,0,0,0,0,5.55,13,0,1,0
36,5,C7H15N:C2H5AlCl2,-0.14018,0.97,23,15,0,0,0,0,12.7,10,0,1,0
36,6,C7H15N:BH3,-0.3284,0.97,23,15,0,0,0,0,3.46,4,1,0,3
36,7,C7H15N:BF3,-0.2915,0.97,23,15,0,0,0,0,16.95,4,1,0,0
36,8,C7H15N:BCl3,-0.2964,0.97,23,15,0,0,0,0,29.29,4,1,0,0
36,9,C7H15N:BBr3,-0.28036,0.97,23,15,0,0,0,0,62.63,4,1,0,0
36,10,C7H15N:C18BF15,-0.34416,0.97,23,15,0,0,0,0,15.06,34,1,0,0
36,11,C7H15N:BI3,-0.25654,0.97,23,15,0,0,0,0,97.88,4,1,0,0
36,12,C7H15N:O2S,-0.20596,0.97,23,15,0,0,0,0,21.36,3,0,0,0
37,1,C6H13N:AlCl3,-0.1451,0.97,20,13,0,0,0,0,33.33,4,0,1,0
37,2,C6H13N:AlH3,-0.13582,0.97,20,13,0,0,0,0,7.5,4,0,1,3
37,3,C6H13N:C18F15Al,-0.15654,0.97,20,13,0,0,0,0,15.53,34,0,1,0
37,4,C6H13N:C3H9Al,-0.12914,0.97,20,13,0,0,0,0,5.55,13,0,1,0
37,5,C6H13N:C2H5AlCl2,-0.1369,0.97,20,13,0,0,0,0,12.7,10,0,1,0
37,6,C6H13N:BH3,-0.3267,0.97,20,13,0,0,0,0,3.46,4,1,0,3
37,7,C6H13N:BF3,-0.28658,0.97,20,13,0,0,0,0,16.95,4,1,0,0
37,8,C6H13N:BCl3,-0.29546,0.97,20,13,0,0,0,0,29.29,4,1,0,0
37,9,C6H13N:BBr3,-0.28086,0.97,20,13,0,0,0,0,62.63,4,1,0,0
37,10,C6H13N:C18BF15,-0.34208,0.97,20,13,0,0,0,0,15.06,34,1,0,0
37,11,C6H13N:BI3,-0.25642,0.97,20,13,0,0,0,0,97.88,4,1,0,0
37,12,C6H13N:O2S,-0.21432,0.97,20,13,0,0,0,0,21.36,3,0,0,0
38,1,C8H17N:AlCl3,-0.1689,0.97,26,17,0,0,0,0,33.33,4,0,1,0
38,2,C8H17N:AlH3,-0.1702,0.97,26,17,0,0,0,0,7.5,4,0,1,3
38,3,C8H17N:C18F15Al,-0.18378,0.97,26,17,0,0,0,0,15.53,34,0,1,0
38,4,C8H17N:C3H9Al,-0.15978,0.97,26,17,0,0,0,0,5.55,13,0,1,0
38,5,C8H17N:C2H5AlCl2,-0.16446,0.97,26,17,0,0,0,0,12.7,10,0,1,0
38,6,C8H17N:BH3,-0.34616,0.97,26,17,0,0,0,0,3.46,4,1,0,3
38,7,C8H17N:BF3,-0.28988,0.97,26,17,0,0,0,0,16.95,4,1,0,0
38,8,C8H17N:BCl3,-0.30348,0.97,26,17,0,0,0,0,29.29,4,1,0,0
38,9,C8H17N:BBr3,-0.29156,0.97,26,17,0,0,0,0,62.63,4,1,0,0
38,10,C8H17N:C18BF15,-0.34422,0.97,26,17,0,0,0,0,15.06,34,1,0,0
38,11,C8H17N:BI3,-0.26912,0.97,26,17,0,0,0,0,97.88,4,1,0,0
38,12,C8H17N:O2S,-0.17794,0.97,26,17,0,0,0,0,21.36,3,0,0,0
39,1,C10H6N2S2:AlCl3,-0.15004,1.01,20,6,0,0,0,2,33.33,4,0,1,0
39,2,C10H6N2S2:AlH3,-0.14014,1.01,20,6,0,0,0,2,7.5,4,0,1,3
39,3,C10H6N2S2:C18F15Al,-0.17266,1.01,20,6,0,0,0,2,15.53,34,0,1,0
39,4,C10H6N2S2:C3H9Al,-0.1298,1.01,20,6,0,0,0,2,5.55,13,0,1,0
39,5,C10H6N2S2:C2H5AlCl2,-0.1375,1.01,20,6,0,0,0,2,12.7,10,0,1,0
39,6,C10H6N2S2:BH3,-0.29986,1.01,20,6,0,0,0,2,3.46,4,1,0,3
39,7,C10H6N2S2:BF3,-0.2695,1.01,20,6,0,0,0,2,16.95,4,1,0,0
39,8,C10H6N2S2:BCl3,-0.2999,1.01,20,6,0,0,0,2,29.29,4,1,0,0
39,9,C10H6N2S2:BBr3,-0.2706,1.01,20,6,0,0,0,2,62.63,4,1,0,0
39,10,C10H6N2S2:C18BF15,-0.3743,1.01,20,6,0,0,0,2,15.06,34,1,0,0
39,11,C10H6N2S2:BI3,-0.1758,1.01,20,6,0,0,0,2,97.88,4,1,0,0
39,12,C10H6N2S2:O2S,-0.03024,1.01,20,6,0,0,0,2,21.36,3,0,0,0
40,1,C17H12N2S3:AlCl3,-0.15222,1.0,34,12,0,0,0,2,33.33,4,0,1,0
40,2,C17H12N2S3:AlH3,-0.1436,1.0,34,12,0,0,0,2,7.5,4,0,1,3
40,3,C17H12N2S3:C18F15Al,-0.17296,1.0,34,12,0,0,0,2,15.53,34,0,1,0
40,4,C17H12N2S3:C3H9Al,-0.13136,1.0,34,12,0,0,0,2,5.55,13,0,1,0
40,5,C17H12N2S3:C2H5AlCl2,-0.13512,1.0,34,12,0,0,0,2,12.7,10,0,1,0
40,6,C17H12N2S3:BH3,-0.30196,1.0,34,12,0,0,0,2,3.46,4,1,0,3
40,7,C17H12N2S3:BF3,-0.27276,1.0,34,12,0,0,0,2,16.95,4,1,0,0
40,8,C17H12N2S3:BCl3,-0.30324,1.0,34,12,0,0,0,2,29.29,4,1,0,0
40,9,C17H12N2S3:BBr3,-0.27436,1.0,34,12,0,0,0,2,62.63,4,1,0,0
40,10,C17H12N2S3:C18BF15,-0.37848,1.0,34,12,0,0,0,2,15.06,34,1,0,0
40,11,C17H12N2S3:BI3,-0.18684,1.0,34,12,0,0,0,2,97.88,4,1,0,0
40,12,C17H12N2S3:O2S,-0.03174,1.0,34,12,0,0,0,2,21.36,3,0,0,0
41,1,C10H5N2FS2:AlCl3,-0.1474,1.03,20,5,0,0,1,2,33.33,4,0,1,0
41,2,C10H5N2FS2:AlH3,-0.1387,1.03,20,5,0,0,1,2,7.5,4,0,1,3
41,3,C10H5N2FS2:C18F15Al,-0.16994,1.03,20,5,0,0,1,2,15.53,34,0,1,0
41,4,C10H5N2FS2:C3H9Al,-0.127,1.03,20,5,0,0,1,2,5.55,13,0,1,0
41,5,C10H5N2FS2:C2H5AlCl2,-0.14506,1.03,20,5,0,0,1,2,12.7,10,0,1,0
41,6,C10H5N2FS2:BH3,-0.29666,1.03,20,5,0,0,1,2,3.46,4,1,0,3
41,7,C10H5N2FS2:BF3,-0.26512,1.03,20,5,0,0,1,2,16.95,4,1,0,0
41,8,C10H5N2FS2:BCl3,-0.29578,1.03,20,5,0,0,1,2,29.29,4,1,0,0
41,9,C10H5N2FS2:BBr3,-0.26582,1.03,20,5,0,0,1,2,62.63,4,1,0,0
41,10,C10H5N2FS2:C18BF15,-0.37024,1.03,20,5,0,0,1,2,15.06,34,1,0,0
41,11,C10H5N2FS2:BI3,-0.16482,1.03,20,5,0,0,1,2,97.88,4,1,0,0
41,12,C10H5N2FS2:O2S,-0.0266,1.03,20,5,0,0,1,2,21.36,3,0,0,0
42,1,C17H11N2FS3:AlCl3,-0.14984,1.01,34,11,0,0,1,2,33.33,4,0,1,0
42,2,C17H11N2FS3:AlH3,-0.14072,1.01,34,11,0,0,1,2,7.5,4,0,1,3
42,3,C17H11N2FS3:C18F15Al,-0.1728,1.01,34,11,0,0,1,2,15.53,34,0,1,0
42,4,C17H11N2FS3:C3H9Al,-0.1288,1.01,34,11,0,0,1,2,5.55,13,0,1,0
42,5,C17H11N2FS3:C2H5AlCl2,-0.13688,1.01,34,11,0,0,1,2,12.7,10,0,1,0
42,6,C17H11N2FS3:BH3,-0.29894,1.01,34,11,0,0,1,2,3.46,4,1,0,3
42,7,C17H11N2FS3:BF3,-0.26878,1.01,34,11,0,0,1,2,16.95,4,1,0,0
42,8,C17H11N2FS3:BCl3,-0.2997,1.01,34,11,0,0,1,2,29.29,4,1,0,0
42,9,C17H11N2FS3:BBr3,-0.27022,1.01,34,11,0,0,1,2,62.63,4,1,0,0
42,10,C17H11N2FS3:C18BF15,-0.37484,1.01,34,11,0,0,1,2,15.06,34,1,0,0
42,11,C17H11N2FS3:BI3,-0.17756,1.01,34,11,0,0,1,2,97.88,4,1,0,0
42,12,C17H11N2FS3:O2S,-0.02816,1.01,34,11,0,0,1,2,21.36,3,0,0,0
43,1,C10H4N2F2S2:AlCl3,-0.14584,1.06,20,4,0,0,2,2,33.33,4,0,1,0
43,2,C10H4N2F2S2:AlH3,-0.13606,1.06,20,4,0,0,2,2,7.5,4,0,1,3
43,3,C10H4N2F2S2:C18F15Al,-0.16784,1.06,20,4,0,0,2,2,15.53,34,0,1,0
43,4,C10H4N2F2S2:C3H9Al,-0.1259,1.06,20,4,0,0,2,2,5.55,13,0,1,0
43,5,C10H4N2F2S2:C2H5AlCl2,-0.14622,1.06,20,4,0,0,2,2,12.7,10,0,1,0
43,6,C10H4N2F2S2:BH3,-0.2963,1.06,20,4,0,0,2,2,3.46,4,1,0,3
43,7,C10H4N2F2S2:BF3,-0.26434,1.06,20,4,0,0,2,2,16.95,4,1,0,0
43,8,C10H4N2F2S2:BCl3,-0.2945,1.06,20,4,0,0,2,2,29.29,4,1,0,0
43,9,C10H4N2F2S2:BBr3,-0.26404,1.06,20,4,0,0,2,2,62.63,4,1,0,0
43,10,C10H4N2F2S2:C18BF15,-0.37388,1.06,20,4,0,0,2,2,15.06,34,1,0,0
43,11,C10H4N2F2S2:BI3,-0.1563,1.06,20,4,0,0,2,2,97.88,4,1,0,0
43,12,C10H4N2F2S2:O2S,-0.0249,1.06,20,4,0,0,2,2,21.36,3,0,0,0
44,1,C17H10N2F2S3:AlCl3,-0.14844,1.03,34,10,0,0,2,2,33.33,4,0,1,0
44,2,C17H10N2F2S3:AlH3,-0.138,1.03,34,10,0,0,2,2,7.5,4,0,1,3
44,3,C17H10N2F2S3:C18F15Al,-0.16848,1.03,34,10,0,0,2,2,15.53,34,0,1,0
44,4,C17H10N2F2S3:C3H9Al,-0.12788,1.03,34,10,0,0,2,2,5.55,13,0,1,0
44,5,C17H10N2F2S3:C2H5AlCl2,-0.13548,1.03,34,10,0,0,2,2,12.7,10,0,1,0
44,6,C17H10N2F2S3:BH3,-0.29888,1.03,34,10,0,0,2,2,3.46,4,1,0,3
44,7,C17H10N2F2S3:BF3,-0.268,1.03,34,10,0,0,2,2,16.95,4,1,0,0
44,8,C17H10N2F2S3:BCl3,-0.29854,1.03,34,10,0,0,2,2,29.29,4,1,0,0
44,9,C17H10N2F2S3:BBr3,-0.2687,1.03,34,10,0,0,2,2,62.63,4,1,0,0
44,10,C17H10N2F2S3:C18BF15,-0.37336,1.03,34,10,0,0,2,2,15.06,34,1,0,0
44,11,C17H10N2F2S3:BI3,-0.17062,1.03,34,10,0,0,2,2,97.88,4,1,0,0
44,12,C17H10N2F2S3:O2S,-0.02672,1.03,34,10,0,0,2,2,21.36,3,0,0,0
45,2,C4H5N:AlH3,-0.11308,0.99,10,5,0,0,0,0,7.5,4,0,1,3
45,4,C4H5N:C3H9Al,-0.10308,0.99,10,5,0,0,0,0,5.55,13,0,1,0
45,6,C4H5N:BH3,-0.29226,0.99,10,5,0,0,0,0,3.46,4,1,0,3
45,7,C4H5N:BF3,-0.18884,0.99,10,5,0,0,0,0,16.95,4,1,0,0
45,8,C4H5N:BCl3,-0.29762,0.99,10,5,0,0,0,0,29.29,4,1,0,0
45,9,C4H5N:BBr3,-0.2945,0.99,10,5,0,0,0,0,62.63,4,1,0,0
45,10,C4H5N:C18BF15,-0.34534,0.99,10,5,0,0,0,0,15.06,34,1,0,0
45,11,C4H5N:BI3,-0.27086,0.99,10,5,0,0,0,0,97.88,4,1,0,0
46,1,C5H7N:AlCl3,-0.13912,0.98,13,7,0,0,0,0,33.33,4,0,1,0
46,2,C5H7N:AlH3,-0.1099,0.98,13,7,0,0,0,0,7.5,4,0,1,3
46,3,C5H7N:C18F15Al,-0.14164,0.98,13,7,0,0,0,0,15.53,34,0,1,0
46,4,C5H7N:C3H9Al,-0.09026,0.98,13,7,0,0,0,0,5.55,13,0,1,0
46,5,C5H7N:C2H5AlCl2,-0.12562,0.98,13,7,0,0,0,0,12.7,10,0,1,0
46,6,C5H7N:BH3,-0.2806,0.98,13,7,0,0,0,0,3.46,4,1,0,3
46,7,C5H7N:BF3,-0.1981,0.98,13,7,0,0,0,0,16.95,4,1,0,0
46,8,C5H7N:BCl3,-0.28226,0.98,13,7,0,0,0,0,29.29,4,1,0,0
46,9,C5H7N:BBr3,-0.27586,0.98,13,7,0,0,0,0,62.63,4,1,0,0
46,11,C5H7N:BI3,-0.25222,0.98,13,7,0,0,0,0,97.88,4,1,0,0
47,1,C5H7N:AlCl3,-0.15092,0.98,13,7,0,0,0,0,33.33,4,0,1,0
47,2,C5H7N:AlH3,-0.1358,0.98,13,7,0,0,0,0,7.5,4,0,1,3
47,3,C5H7N:C18F15Al,-0.1589,0.98,13,7,0,0,0,0,15.53,34,0,1,0
47,4,C5H7N:C3H9Al,-0.12482,0.98,13,7,0,0,0,0,5.55,13,0,1,0
47,5,C5H7N:C2H5AlCl2,-0.13756,0.98,13,7,0,0,0,0,12.7,10,0,1,0
47,6,C5H7N:BH3,-0.31618,0.98,13,7,0,0,0,0,3.46,4,1,0,3
47,7,C5H7N:BF3,-0.26432,0.98,13,7,0,0,0,0,16.95,4,1,0,0
47,8,C5H7N:BCl3,-0.30818,0.98,13,7,0,0,0,0,29.29,4,1,0,0
47,9,C5H7N:BBr3,-0.29994,0.98,13,7,0,0,0,0,62.63,4,1,0,0
47,10,C5H7N:C18BF15,-0.35104,0.98,13,7,0,0,0,0,15.06,34,1,0,0
47,11,C5H7N:BI3,-0.27818,0.98,13,7,0,0,0,0,97.88,4,1,0,0
47,12,C5H7N:O2S,-0.1251,0.98,13,7,0,0,0,0,21.36,3,0,0,0
48,1,C6H9N:AlCl3,-0.1389,0.98,16,9,0,0,0,0,33.33,4,0,1,0
48,2,C6H9N:AlH3,-0.12176,0.98,16,9,0,0,0,0,7.5,4,0,1,3
48,3,C6H9N:C18F15Al,-0.14876,0.98,16,9,0,0,0,0,15.53,34,0,1,0
48,4,C6H9N:C3H9Al,-0.11248,0.98,16,9,0,0,0,0,5.55,13,0,1,0
48,5,C6H9N:C2H5AlCl2,-0.12606,0.98,16,9,0,0,0,0,12.7,10,0,1,0
48,6,C6H9N:BH3,-0.30038,0.98,16,9,0,0,0,0,3.46,4,1,0,3
