#LB_label,#LA_label,#ID,ChargeTransfer,Me,nAT,nH,nROCON,nN(CO)2,nArX,N-075,la_AMW,la_nAT,la_nB,la_nHM,la_H-050
48,7,C6H9N:BF3,-0.258,0.98,16,9,0,0,0,0,16.95,4,1,0,0
48,8,C6H9N:BCl3,-0.28906,0.98,16,9,0,0,0,0,29.29,4,1,0,0
48,9,C6H9N:BBr3,-0.27952,0.98,16,9,0,0,0,0,62.63,4,1,0,0
48,10,C6H9N:C18BF15,-0.3393,0.98,16,9,0,0,0,0,15.06,34,1,0,0
48,11,C6H9N:BI3,-0.25926,0.98,16,9,0,0,0,0,97.88,4,1,0,0
48,12,C6H9N:O2S,-0.16008,0.98,16,9,0,0,0,0,21.36,3,0,0,0
49,1,C6H9N:AlCl3,-0.14898,0.98,16,9,0,0,0,0,33.33,4,0,1,0
49,2,C6H9N:AlH3,-0.12524,0.98,16,9,0,0,0,0,7.5,4,0,1,3
49,3,C6H9N:C18F15Al,-0.15402,0.98,16,9,0,0,0,0,15.53,34,0,1,0
49,4,C6H9N:C3H9Al,-0.10432,0.98,16,9,0,0,0,0,5.55,13,0,1,0
49,5,C6H9N:C2H5AlCl2,-0.1378,0.98,16,9,0,0,0,0,12.7,10,0,1,0
49,6,C6H9N:BH3,-0.30392,0.98,16,9,0,0,0,0,3.46,4,1,0,3
49,7,C6H9N:BF3,-0.2296,0.98,16,9,0,0,0,0,16.95,4,1,0,0
49,8,C6H9N:BCl3,-0.2971,0.98,16,9,0,0,0,0,29.29,4,1,0,0
49,9,C6H9N:BBr3,-0.29312,0.98,16,9,0,0,0,0,62.63,4,1,0,0
49,10,C6H9N:C18BF15,-0.34458,0.98,16,9,0,0,0,0,15.06,34,1,0,0
49,11,C6H9N:BI3,-0.27014,0.98,16,9,0,0,0,0,97.88,4,1,0,0
50,1,C4H3NF2:AlCl3,-0.13104,1.09,10,3,0,0,2,0,33.33,4,0,1,0
50,2,C4H3NF2:AlH3,-0.11022,1.09,10,3,0,0,2,0,7.5,4,0,1,3
50,3,C4H3NF2:C18F15Al,-0.14378,1.09,10,3,0,0,2,0,15.53,34,0,1,0
50,4,C4H3NF2:C3H9Al,-0.08894,1.09,10,3,0,0,2,0,5.55,13,0,1,0
50,5,C4H3NF2:C2H5AlCl2,-0.12188,1.09,10,3,0,0,2,0,12.7,10,0,1,0
50,6,C4H3NF2:BH3,-0.26972,1.09,10,3,0,0,2,0,3.46,4,1,0,3
50,7,C4H3NF2:BF3,-0.01534,1.09,10,3,0,0,2,0,16.95,4,1,0,0
50,8,C4H3NF2:BCl3,-0.0149,1.09,10,3,0,0,2,0,29.29,4,1,0,0
50,9,C4H3NF2:BBr3,-0.0164,1.09,10,3,0,0,2,0,62.63,4,1,0,0
50,10,C4H3NF2:C18BF15,-0.31982,1.09,10,3,0,0,2,0,15.06,34,1,0,0
50,11,C4H3NF2:BI3,-0.0039,1.09,10,3,0,0,2,0,97.88,4,1,0,0
51,2,C7H11N:AlH3,-0.10998,0.97,19,11,0,0,0,0,7.5,4,0,1,3
51,3,C7H11N:C18F15Al,-0.14878,0.97,19,11,0,0,0,0,15.53,34,0,1,0
51,4,C7H11N:C3H9Al,-0.09028,0.97,19,11,0,0,0,0,5.55,13,0,1,0
51,5,C7H11N:C2H5AlCl2,-0.1177,0.97,19,11,0,0,0,0,12.7,10,0,1,0
51,6,C7H11N:BH3,-0.28924,0.97,19,11,0,0,0,0,3.46,4,1,0,3
51,7,C7H11N:BF3,-0.22918,0.97,19,11,0,0,0,0,16.95,4,1,0,0
51,8,C7H11N:BCl3,-0.28098,0.97,19,11,0,0,0,0,29.29,4,1,0,0
51,9,C7H11N:BBr3,-0.27362,0.97,19,11,0,0,0,0,62.63,4,1,0,0
51,11,C7H11N:BI3,-0.25052,0.97,19,11,0,0,0,0,97.88,4,1,0,0
52,1,C5H5NF2:AlCl3,-0.12398,1.06,13,5,0,0,2,0,33.33,4,0,1,0
52,2,C5H5NF2:AlH3,-0.09898,1.06,13,5,0,0,2,0,7.5,4,0,1,3
52,3,C5H5NF2:C18F15Al,-0.13566,1.06,13,5,0,0,2,0,15.53,34,0,1,0
52,4,C5H5NF2:C3H9Al,-0.07616,1.06,13,5,0,0,2,0,5.55,13,0,1,0
52,5,C5H5NF2:C2H5AlCl2,-0.11006,1.06,13,5,0,0,2,0,12.7,10,0,1,0
52,6,C5H5NF2:BH3,-0.25192,1.06,13,5,0,0,2,0,3.46,4,1,0,3
52,12,C5H5NF2:O2S,-0.12642,1.06,13,5,0,0,2,0,21.36,3,0,0,0
53,1,C7H11N:AlCl3,-0.16168,0.97,19,11,0,0,0,0,33.33,4,0,1,0
53,2,C7H11N:AlH3,-0.14604,0.97,19,11,0,0,0,0,7.5,4,0,1,3
53,3,C7H11N:C18F15Al,-0.15582,0.97,19,11,0,0,0,0,15.53,34,0,1,0
53,4,C7H11N:C3H9Al,-0.1304,0.97,19,11,0,0,0,0,5.55,13,0,1,0
53,5,C7H11N:C2H5AlCl2,-0.14708,0.97,19,11,0,0,0,0,12.7,10,0,1,0
53,6,C7H11N:BH3,-0.31716,0.97,19,11,0,0,0,0,3.46,4,1,0,3
53,7,C7H11N:BF3,-0.26738,0.97,19,11,0,0,0,0,16.95,4,1,0,0
53,8,C7H11N:BCl3,-0.30816,0.97,19,11,0,0,0,0,29.29,4,1,0,0
53,9,C7H11N:BBr3,-0.30148,0.97,19,11,0,0,0,0,62.63,4,1,0,0
53,10,C7H11N:C18BF15,-0.35744,0.97,19,11,0,0,0,0,15.06,34,1,0,0
53,11,C7H11N:BI3,-0.28476,0.97,19,11,0,0,0,0,97.88,4,1,0,0
53,12,C7H11N:O2S,-0.15554,0.97,19,11,0,0,0,0,21.36,3,0,0,0
54,1,C5H5NF2:AlCl3,-0.14554,1.06,13,5,0,0,0,0,33.33,4,0,1,0
54,2,C5H5NF2:AlH3,-0.12828,1.06,13,5,0,0,0,0,7.5,4,0,1,3
54,3,C5H5NF2:C18F15Al,-0.1553,1.06,13,5,0,0,0,0,15.53,34,0,1,0
54,4,C5H5NF2:C3H9Al,-0.11604,1.06,13,5,0,0,0,0,5.55,13,0,1,0
54,5,C5H5NF2:C2H5AlCl2,-0.13674,1.06,13,5,0,0,0,0,12.7,10,0,1,0
54,6,C5H5NF2:BH3,-0.29168,1.06,13,5,0,0,0,0,3.46,4,1,0,3
54,7,C5H5NF2:BF3,-0.19046,1.06,13,5,0,0,0,0,16.95,4,1,0,0
54,8,C5H5NF2:BCl3,-0.27896,1.06,13,5,0,0,0,0,29.29,4,1,0,0
54,9,C5H5NF2:BBr3,-0.28016,1.06,13,5,0,0,0,0,62.63,4,1,0,0
54,10,C5H5NF2:C18BF15,-0.31808,1.06,13,5,0,0,0,0,15.06,34,1,0,0
54,11,C5H5NF2:BI3,-0.25116,1.06,13,5,0,0,0,0,97.88,4,1,0,0
54,12,C5H5NF2:O2S,-0.09532,1.06,13,5,0,0,0,0,21.36,3,0,0,0
55,1,C8H13N:AlCl3,-0.14126,0.97,22,13,0,0,0,0,33.33,4,0,1,0
55,2,C8H13N:AlH3,-0.12648,0.97,22,13,0,0,0,0,7.5,4,0,1,3
55,3,C8H13N:C18F15Al,-0.15646,0.97,22,13,0,0,0,0,15.53,34,0,1,0
55,4,C8H13N:C3H9Al,-0.11302,0.97,22,13,0,0,0,0,5.55,13,0,1,0
55,5,C8H13N:C2H5AlCl2,-0.1265,0.97,22,13,0,0,0,0,12.7,10,0,1,0
55,6,C8H13N:BH3,-0.31664,0.97,22,13,0,0,0,0,3.46,4,1,0,3
55,7,C8H13N:BF3,-0.25744,0.97,22,13,0,0,0,0,16.95,4,1,0,0
55,8,C8H13N:BCl3,-0.28576,0.97,22,13,0,0,0,0,29.29,4,1,0,0
55,9,C8H13N:BBr3,-0.27502,0.97,22,13,0,0,0,0,62.63,4,1,0,0
55,10,C8H13N:C18BF15,-0.3334,0.97,22,13,0,0,0,0,15.06,34,1,0,0
55,11,C8H13N:BI3,-0.2521,0.97,22,13,0,0,0,0,97.88,4,1,0,0
55,12,C8H13N:O2S,-0.17714,0.97,22,13,0,0,0,0,21.36,3,0,0,0
56,1,C6H7NF2:AlCl3,-0.137,1.04,16,7,0,0,0,0,33.33,4,0,1,0
56,2,C6H7NF2:AlH3,-0.11772,1.04,16,7,0,0,0,0,7.5,4,0,1,3
56,3,C6H7NF2:C18F15Al,-0.1502,1.04,16,7,0,0,0,0,15.53,34,0,1,0
56,4,C6H7NF2:C3H9Al,-0.10584,1.04,16,7,0,0,0,0,5.55,13,0,1,0
56,5,C6H7NF2:C2H5AlCl2,-0.12202,1.04,16,7,0,0,0,0,12.7,10,0,1,0
56,6,C6H7NF2:BH3,-0.28148,1.04,16,7,0,0,0,0,3.46,4,1,0,3
56,7,C6H7NF2:BF3,-0.21246,1.04,16,7,0,0,0,0,16.95,4,1,0,0
56,8,C6H7NF2:BCl3,-0.26702,1.04,16,7,0,0,0,0,29.29,4,1,0,0
56,9,C6H7NF2:BBr3,-0.26898,1.04,16,7,0,0,0,0,62.63,4,1,0,0
56,11,C6H7NF2:BI3,-0.2425,1.04,16,7,0,0,0,0,97.88,4,1,0,0
56,12,C6H7NF2:O2S,-0.10692,1.04,16,7,0,0,0,0,21.36,3,0,0,0
57,1,C9H4N2O:AlCl3,-0.15466,1.03,16,4,0,0,0,0,33.33,4,0,1,0
57,2,C9H4N2O:AlH3,-0.13268,1.03,16,4,0,0,0,0,7.5,4,0,1,3
57,3,C9H4N2O:C18F15Al,-0.16666,1.03,16,4,0,0,0,0,15.53,34,0,1,0
57,4,C9H4N2O:C3H9Al,-0.12626,1.03,16,4,0,0,0,0,5.55,13,0,1,0
57,5,C9H4N2O:C2H5AlCl2,-0.14608,1.03,16,4,0,0,0,0,12.7,10,0,1,0
57,6,C9H4N2O:BH3,-0.25836,1.03,16,4,0,0,0,0,3.46,4,1,0,3
57,7,C9H4N2O:BF3,-0.15674,1.03,16,4,0,0,0,0,16.95,4,1,0,0
57,8,C9H4N2O:BCl3,-0.30432,1.03,16,4,0,0,0,0,29.29,4,1,0,0
57,9,C9H4N2O:BBr3,-0.27726,1.03,16,4,0,0,0,0,62.63,4,1,0,0
57,10,C9H4N2O:C18BF15,-0.35798,1.03,16,4,0,0,0,0,15.06,34,1,0,0
57,11,C9H4N2O:BI3,-0.19434,1.03,16,4,0,0,0,0,97.88,4,1,0,0
57,12,C9H4N2O:O2S,0.0031,1.03,16,4,0,0,0,0,21.36,3,0,0,0
58,1,C10H6N2O:AlCl3,-0.1587,1.02,19,6,0,0,0,0,33.33,4,0,1,0
58,2,C10H6N2O:AlH3,-0.1381,1.02,19,6,0,0,0,0,7.5,4,0,1,3
58,3,C10H6N2O:C18F15Al,-0.17234,1.02,19,6,0,0,0,0,15.53,34,0,1,0
58,4,C10H6N2O:C3H9Al,-0.13196,1.02,19,6,0,0,0,0,5.55,13,0,1,0
58,5,C10H6N2O:C2H5AlCl2,-0.15012,1.02,19,6,0,0,0,0,12.7,10,0,1,0
58,6,C10H6N2O:BH3,-0.2665,1.02,19,6,0,0,0,0,3.46,4,1,0,3
58,7,C10H6N2O:BF3,-0.19036,1.02,19,6,0,0,0,0,16.95,4,1,0,0
58,8,C10H6N2O:BCl3,-0.31126,1.02,19,6,0,0,0,0,29.29,4,1,0,0
58,9,C10H6N2O:BBr3,-0.28542,1.02,19,6,0,0,0,0,62.63,4,1,0,0
58,10,C10H6N2O:C18BF15,-0.36096,1.02,19,6,0,0,0,0,15.06,34,1,0,0
58,11,C10H6N2O:BI3,-0.20688,1.02,19,6,0,0,0,0,97.88,4,1,0,0
58,12,C10H6N2O:O2S,0.00034,1.02,19,6,0,0,0,0,21.36,3,0,0,0
59,1,C9H3N2OF:AlCl3,-0.15368,1.06,16,3,0,0,0,0,33.33,4,0,1,0
59,2,C9H3N2OF:AlH3,-0.1324,1.06,16,3,0,0,0,0,7.5,4,0,1,3
59,3,C9H3N2OF:C18F15Al,-0.16662,1.06,16,3,0,0,0,0,15.53,34,0,1,0
59,4,C9H3N2OF:C3H9Al,-0.12582,1.06,16,3,0,0,0,0,5.55,13,0,1,0
59,5,C9H3N2OF:C2H5AlCl2,-0.14458,1.06,16,3,0,0,0,0,12.7,10,0,1,0
59,6,C9H3N2OF:BH3,-0.25814,1.06,16,3,0,0,0,0,3.46,4,1,0,3
59,7,C9H3N2OF:BF3,-0.1214,1.06,16,3,0,0,0,0,16.95,4,1,0,0
59,8,C9H3N2OF:BCl3,-0.30328,1.06,16,3,0,0,0,0,29.29,4,1,0,0
59,9,C9H3N2OF:BBr3,-0.27592,1.06,16,3,0,0,0,0,62.63,4,1,0,0
59,10,C9H3N2OF:C18BF15,-0.36352,1.06,16,3,0,0,0,0,15.06,34,1,0,0
59,11,C9H3N2OF:BI3,-0.18616,1.06,16,3,0,0,0,0,97.88,4,1,0,0
59,12,C9H3N2OF:O2S,0.00386,1.06,16,3,0,0,0,0,21.36,3,0,0,0
60,1,C9H2N2OF2:AlCl3,-0.14756,1.09,16,2,0,0,0,0,33.33,4,0,1,0
60,2,C9H2N2OF2:AlH3,-0.124,1.09,16,2,0,0,0,0,7.5,4,0,1,3
60,3,C9H2N2OF2:C18F15Al,-0.16848,1.09,16,2,0,0,0,0,15.53,34,0,1,0
60,4,C9H2N2OF2:C3H9Al,-0.11712,1.09,16,2,0,0,0,0,5.55,13,0,1,0
60,5,C9H2N2OF2:C2H5AlCl2,-0.14316,1.09,16,2,0,0,0,0,12.7,10,0,1,0
60,6,C9H2N2OF2:BH3,-0.24548,1.09,16,2,0,0,0,0,3.46,4,1,0,3
60,7,C9H2N2OF2:BF3,-0.12222,1.09,16,2,0,0,0,0,16.95,4,1,0,0
60,8,C9H2N2OF2:BCl3,-0.29086,1.09,16,2,0,0,0,0,29.29,4,1,0,0
60,9,C9H2N2OF2:BBr3,-0.26066,1.09,16,2,0,0,0,0,62.63,4,1,0,0
60,10,C9H2N2OF2:C18BF15,-0.33522,1.09,16,2,0,0,0,0,15.06,34,1,0,0
60,11,C9H2N2OF2:BI3,-0.16022,1.09,16,2,0,0,0,0,97.88,4,1,0,0
60,12,C9H2N2OF2:O2S,-6e-05,1.09,16,2,0,0,0,0,21.36,3,0,0,0
61,1,C9H2N2OCl2:AlCl3,-0.15044,1.07,16,2,0,0,0,0,33.33,4,0,1,0
61,2,C9H2N2OCl2:AlH3,-0.12546,1.07,16,2,0,0,0,0,7.5,4,0,1,3
61,3,C9H2N2OCl2:C18F15Al,-0.1576,1.07,16,2,0,0,0,0,15.53,34,0,1,0
61,4,C9H2N2OCl2:C3H9Al,-0.11686,1.07,16,2,0,0,0,0,5.55,13,0,1,0
61,5,C9H2N2OCl2:C2H5AlCl2,-0.14166,1.07,16,2,0,0,0,0,12.7,10,0,1,0
61,6,C9H2N2OCl2:BH3,-0.2475,1.07,16,2,0,0,0,0,3.46,4,1,0,3
61,7,C9H2N2OCl2:BF3,-0.14576,1.07,16,2,0,0,0,0,16.95,4,1,0,0
61,8,C9H2N2OCl2:BCl3,-0.29638,1.07,16,2,0,0,0,0,29.29,4,1,0,0
61,9,C9H2N2OCl2:BBr3,-0.26538,1.07,16,2,0,0,0,0,62.63,4,1,0,0
61,10,C9H2N2OCl2:C18BF15,-0.36012,1.07,16,2,0,0,0,0,15.06,34,1,0,0
61,11,C9H2N2OCl2:BI3,-0.16688,1.07,16,2,0,0,0,0,97.88,4,1,0,0
61,12,C9H2N2OCl2:O2S,0.00124,1.07,16,2,0,0,0,0,21.36,3,0,0,0
62,1,C11H4N2OS:AlCl3,-0.1555,1.03,19,4,0,0,0,0,33.33,4,0,1,0
62,2,C11H4N2OS:AlH3,-0.13488,1.03,19,4,0,0,0,0,7.5,4,0,1,3
62,3,C11H4N2OS:C18F15Al,-0.16944,1.03,19,4,0,0,0,0,15.53,34,0,1,0
62,4,C11H4N2OS:C3H9Al,-0.1316,1.03,19,4,0,0,0,0,5.55,13,0,1,0
62,5,C11H4N2OS:C2H5AlCl2,-0.15166,1.03,19,4,0,0,0,0,12.7,10,0,1,0
62,6,C11H4N2OS:BH3,-0.27072,1.03,19,4,0,0,0,0,3.46,4,1,0,3
62,7,C11H4N2OS:BF3,-0.20934,1.03,19,4,0,0,0,0,16.95,4,1,0,0
62,8,C11H4N2OS:BCl3,-0.31166,1.03,19,4,0,0,0,0,29.29,4,1,0,0
62,9,C11H4N2OS:BBr3,-0.28672,1.03,19,4,0,0,0,0,62.63,4,1,0,0
62,10,C11H4N2OS:C18BF15,-0.35398,1.03,19,4,0,0,0,0,15.06,34,1,0,0
62,11,C11H4N2OS:BI3,-0.2081,1.03,19,4,0,0,0,0,97.88,4,1,0,0
62,12,C11H4N2OS:O2S,-0.00086,1.03,19,4,0,0,0,0,21.36,3,0,0,0
63,1,C13H6N2O:AlCl3,-0.15562,1.01,22,6,0,0,0,0,33.33,4,0,1,0
63,2,C13H6N2O:AlH3,-0.13504,1.01,22,6,0,0,0,0,7.5,4,0,1,3
63,3,C13H6N2O:C18F15Al,-0.14224,1.01,22,6,0,0,0,0,15.53,34,0,1,0
63,4,C13H6N2O:C3H9Al,-0.13048,1.01,22,6,0,0,0,0,5.55,13,0,1,0
63,5,C13H6N2O:C2H5AlCl2,-0.14822,1.01,22,6,0,0,0,0,12.7,10,0,1,0
63,6,C13H6N2O:BH3,-0.26786,1.01,22,6,0,0,0,0,3.46,4,1,0,3
63,7,C13H6N2O:BF3,-0.20514,1.01,22,6,0,0,0,0,16.95,4,1,0,0
63,8,C13H6N2O:BCl3,-0.30602,1.01,22,6,0,0,0,0,29.29,4,1,0,0
63,9,C13H6N2O:BBr3,-0.27994,1.01,22,6,0,0,0,0,62.63,4,1,0,0
63,10,C13H6N2O:C18BF15,-0.35336,1.01,22,6,0,0,0,0,15.06,34,1,0,0
63,11,C13H6N2O:BI3,-0.21264,1.01,22,6,0,0,0,0,97.88,4,1,0,0
63,12,C13H6N2O:O2S,0.00012,1.01,22,6,0,0,0,0,21.36,3,0,0,0
64,1,C14H8N2O:AlCl3,-0.1579,1.01,25,8,0,0,0,0,33.33,4,0,1,0
64,2,C14H8N2O:AlH3,-0.1377,1.01,25,8,0,0,0,0,7.5,4,0,1,3
64,3,C14H8N2O:C18F15Al,-0.16208,1.01,25,8,0,0,0,0,15.53,34,0,1,0
64,4,C14H8N2O:C3H9Al,-0.13134,1.01,25,8,0,0,0,0,5.55,13,0,1,0
64,5,C14H8N2O:C2H5AlCl2,-0.15024,1.01,25,8,0,0,0,0,12.7,10,0,1,0
64,6,C14H8N2O:BH3,-0.27192,1.01,25,8,0,0,0,0,3.46,4,1,0,3
64,7,C14H8N2O:BF3,-0.21342,1.01,25,8,0,0,0,0,16.95,4,1,0,0
64,8,C14H8N2O:BCl3,-0.30968,1.01,25,8,0,0,0,0,29.29,4,1,0,0
64,9,C14H8N2O:BBr3,-0.28488,1.01,25,8,0,0,0,0,62.63,4,1,0,0
64,10,C14H8N2O:C18BF15,-0.35446,1.01,25,8,0,0,0,0,15.06,34,1,0,0
64,11,C14H8N2O:BI3,-0.21918,1.01,25,8,0,0,0,0,97.88,4,1,0,0
64,12,C14H8N2O:O2S,-0.00078,1.01,25,8,0,0,0,0,21.36,3,0,0,0
65,1,C13H5N2OF:AlCl3,-0.15468,1.04,22,5,0,0,1,0,33.33,4,0,1,0
65,2,C13H5N2OF:AlH3,-0.1338,1.04,22,5,0,0,1,0,7.5,4,0,1,3
65,3,C13H5N2OF:C18F15Al,-0.1591,1.04,22,5,0,0,1,0,15.53,34,0,1,0
65,4,C13H5N2OF:C3H9Al,-0.12978,1.04,22,5,0,0,1,0,5.55,13,0,1,0
65,5,C13H5N2OF:C2H5AlCl2,-0.14676,1.04,22,5,0,0,1,0,12.7,10,0,1,0
65,6,C13H5N2OF:BH3,-0.26716,1.04,22,5,0,0,1,0,3.46,4,1,0,3
65,7,C13H5N2OF:BF3,-0.20368,1.04,22,5,0,0,1,0,16.95,4,1,0,0
65,8,C13H5N2OF:BCl3,-0.30464,1.04,22,5,0,0,1,0,29.29,4,1,0,0
65,9,C13H5N2OF:BBr3,-0.27886,1.04,22,5,0,0,1,0,62.63,4,1,0,0
65,10,C13H5N2OF:C18BF15,-0.35118,1.04,22,5,0,0,1,0,15.06,34,1,0,0
65,11,C13H5N2OF:BI3,-0.20716,1.04,22,5,0,0,1,0,97.88,4,1,0,0
65,12,C13H5N2OF:O2S,0.00114,1.04,22,5,0,0,1,0,21.36,3,0,0,0
66,1,C13H4N2OF2:AlCl3,-0.151,1.06,22,4,0,0,2,0,33.33,4,0,1,0
66,2,C13H4N2OF2:AlH3,-0.13,1.06,22,4,0,0,2,0,7.5,4,0,1,3
66,3,C13H4N2OF2:C18F15Al,-0.1396,1.06,22,4,0,0,2,0,15.53,34,0,1,0
66,4,C13H4N2OF2:C3H9Al,-0.12438,1.06,22,4,0,0,2,0,5.55,13,0,1,0
66,5,C13H4N2OF2:C2H5AlCl2,-0.143,1.06,22,4,0,0,2,0,12.7,10,0,1,0
66,6,C13H4N2OF2:BH3,-0.2597,1.06,22,4,0,0,2,0,3.46,4,1,0,3
66,7,C13H4N2OF2:BF3,-0.18604,1.06,22,4,0,0,2,0,16.95,4,1,0,0
66,8,C13H4N2OF2:BCl3,-0.2974,1.06,22,4,0,0,2,0,29.29,4,1,0,0
66,9,C13H4N2OF2:BBr3,-0.26852,1.06,22,4,0,0,2,0,62.63,4,1,0,0
66,10,C13H4N2OF2:C18BF15,-0.35282,1.06,22,4,0,0,2,0,15.06,34,1,0,0
66,11,C13H4N2OF2:BI3,-0.19424,1.06,22,4,0,0,2,0,97.88,4,1,0,0
66,12,C13H4N2OF2:O2S,0.00806,1.06,22,4,0,0,2,0,21.36,3,0,0,0
67,1,C13H4N2OCl2:AlCl3,-0.15284,1.04,22,4,0,0,2,0,33.33,4,0,1,0
67,2,C13H4N2OCl2:AlH3,-0.12942,1.04,22,4,0,0,2,0,7.5,4,0,1,3
67,3,C13H4N2OCl2:C18F15Al,-0.1378,1.04,22,4,0,0,2,0,15.53,34,0,1,0
67,4,C13H4N2OCl2:C3H9Al,-0.1226,1.04,22,4,0,0,2,0,5.55,13,0,1,0
67,5,C13H4N2OCl2:C2H5AlCl2,-0.14448,1.04,22,4,0,0,2,0,12.7,10,0,1,0
67,6,C13H4N2OCl2:BH3,-0.2587,1.04,22,4,0,0,2,0,3.46,4,1,0,3
67,7,C13H4N2OCl2:BF3,-0.18572,1.04,22,4,0,0,2,0,16.95,4,1,0,0
67,8,C13H4N2OCl2:BCl3,-0.29874,1.04,22,4,0,0,2,0,29.29,4,1,0,0
67,9,C13H4N2OCl2:BBr3,-0.27834,1.04,22,4,0,0,2,0,62.63,4,1,0,0
67,10,C13H4N2OCl2:C18BF15,-0.3401,1.04,22,4,0,0,2,0,15.06,34,1,0,0
67,11,C13H4N2OCl2:BI3,-0.19476,1.04,22,4,0,0,2,0,97.88,4,1,0,0
67,12,C13H4N2OCl2:O2S,0.00354,1.04,22,4,0,0,2,0,21.36,3,0,0,0
68,1,C9H7NO:AlCl3,-0.13906,1.0,18,7,0,0,0,0,33.33,4,0,1,0
68,2,C9H7NO:AlH3,-0.11892,1.0,18,7,0,0,0,0,7.5,4,0,1,3
68,3,C9H7NO:C18F15Al,-0.13718,1.0,18,7,0,0,0,0,15.53,34,0,1,0
68,4,C9H7NO:C3H9Al,-0.10048,1.0,18,7,0,0,0,0,5.55,13,0,1,0
68,5,C9H7NO:C2H5AlCl2,-0.1287,1.0,18,7,0,0,0,0,12.7,10,0,1,0
68,6,C9H7NO:BH3,-0.2864,1.0,18,7,0,0,0,0,3.46,4,1,0,3
68,7,C9H7NO:BF3,-0.21148,1.0,18,7,0,0,0,0,16.95,4,1,0,0
68,8,C9H7NO:BCl3,-0.28152,1.0,18,7,0,0,0,0,29.29,4,1,0,0
68,9,C9H7NO:BBr3,-0.27146,1.0,18,7,0,0,0,0,62.63,4,1,0,0
68,10,C9H7NO:C18BF15,-0.32594,1.0,18,7,0,0,0,0,15.06,34,1,0,0
68,11,C9H7NO:BI3,-0.24324,1.0,18,7,0,0,0,0,97.88,4,1,0,0
68,12,C9H7NO:O2S,-0.04564,1.0,18,7,0,0,0,0,21.36,3,0,0,0
69,1,C10H9NO:AlCl3,-0.12416,1.0,21,9,0,0,0,0,33.33,4,0,1,0
69,2,C10H9NO:AlH3,-0.10052,1.0,21,9,0,0,0,0,7.5,4,0,1,3
69,3,C10H9NO:C18F15Al,-0.1095,1.0,21,9,0,0,0,0,15.53,34,0,1,0
69,4,C10H9NO:C3H9Al,-0.08118,1.0,21,9,0,0,0,0,5.55,13,0,1,0
69,5,C10H9NO:C2H5AlCl2,-0.10934,1.0,21,9,0,0,0,0,12.7,10,0,1,0
69,6,C10H9NO:BH3,-0.26662,1.0,21,9,0,0,0,0,3.46,4,1,0,3
69,7,C10H9NO:BF3,-0.20746,1.0,21,9,0,0,0,0,16.95,4,1,0,0
69,8,C10H9NO:BCl3,-0.26022,1.0,21,9,0,0,0,0,29.29,4,1,0,0
69,9,C10H9NO:BBr3,-0.24884,1.0,21,9,0,0,0,0,62.63,4,1,0,0
69,10,C10H9NO:C18BF15,-0.2892,1.0,21,9,0,0,0,0,15.06,34,1,0,0
69,11,C10H9NO:BI3,-0.21384,1.0,21,9,0,0,0,0,97.88,4,1,0,0
69,12,C10H9NO:O2S,-0.05754,1.0,21,9,0,0,0,0,21.36,3,0,0,0
70,1,C9H6NOF:AlCl3,-0.13688,1.03,18,6,0,0,1,0,33.33,4,0,1,0
70,2,C9H6NOF:AlH3,-0.116,1.03,18,6,0,0,1,0,7.5,4,0,1,3
70,3,C9H6NOF:C18F15Al,-0.13362,1.03,18,6,0,0,1,0,15.53,34,0,1,0
70,4,C9H6NOF:C3H9Al,-0.09708,1.03,18,6,0,0,1,0,5.55,13,0,1,0
70,5,C9H6NOF:C2H5AlCl2,-0.12002,1.03,18,6,0,0,1,0,12.7,10,0,1,0
70,6,C9H6NOF:BH3,-0.28294,1.03,18,6,0,0,1,0,3.46,4,1,0,3
70,7,C9H6NOF:BF3,-0.20068,1.03,18,6,0,0,1,0,16.95,4,1,0,0
70,8,C9H6NOF:BCl3,-0.27712,1.03,18,6,0,0,1,0,29.29,4,1,0,0
70,9,C9H6NOF:BBr3,-0.26876,1.03,18,6,0,0,1,0,62.63,4,1,0,0
70,10,C9H6NOF:C18BF15,-0.32092,1.03,18,6,0,0,1,0,15.06,34,1,0,0
70,11,C9H6NOF:BI3,-0.2376,1.03,18,6,0,0,1,0,97.88,4,1,0,0
71,1,C10H8NOF:AlCl3,-0.12184,1.02,21,8,0,0,1,0,33.33,4,0,1,0
71,2,C10H8NOF:AlH3,-0.09774,1.02,21,8,0,0,1,0,7.5,4,0,1,3
71,3,C10H8NOF:C18F15Al,-0.12482,1.02,21,8,0,0,1,0,15.53,34,0,1,0
71,4,C10H8NOF:C3H9Al,-0.07766,1.02,21,8,0,0,1,0,5.55,13,0,1,0
71,5,C10H8NOF:C2H5AlCl2,-0.10696,1.02,21,8,0,0,1,0,12.7,10,0,1,0
71,6,C10H8NOF:BH3,-0.26324,1.02,21,8,0,0,1,0,3.46,4,1,0,3
71,7,C10H8NOF:BF3,-0.19852,1.02,21,8,0,0,1,0,16.95,4,1,0,0
71,8,C10H8NOF:BCl3,-0.25636,1.02,21,8,0,0,1,0,29.29,4,1,0,0
71,9,C10H8NOF:BBr3,-0.24582,1.02,21,8,0,0,1,0,62.63,4,1,0,0
71,11,C10H8NOF:BI3,-0.20712,1.02,21,8,0,0,1,0,97.88,4,1,0,0
71,12,C10H8NOF:O2S,-0.05198,1.02,21,8,0,0,1,0,21.36,3,0,0,0
