,lr,ridge,svr,knn,ann,forest,gbrt
0,0.7503952809200802,0.7354002115753454,0.8276652851648745,0.500220924287676,0.9147914443626617,0.9127711690456622,0.9488838545235252
1,0.8372902322388811,0.8327322737691986,0.9111567061713084,0.5669800858796743,0.9222842352606236,0.9378986794297397,0.9631121397443124
2,0.7073965050422151,0.7062826417027938,0.9197063264773634,,0.8692661572073879,0.9220406483634208,0.9376097218313268
3,0.8752232229520245,0.875005053885932,0.889693244915662,0.4706435598519691,0.9496212785228046,0.9481684245349443,0.9576267277350976
4,0.692003378910995,0.749245386474776,0.8334537411420703,0.32803405653525275,0.9226873742879284,0.8908091387289376,0.8955209990470967
5,0.6679571058386428,0.6460583496346995,0.9160559521854637,0.6818925169567466,0.8921872446341588,0.8892829006268331,0.9281256892335348
6,0.8258623747250254,0.8146063360857967,0.8672075360273406,,0.9596971900119937,0.968329847261617,0.9785484905386912
7,0.8081742507899442,0.818695867480049,0.8771307064045653,0.49713568896683386,0.9483727801657383,0.9486303493299357,0.9492497278507959
8,0.6793227779542639,0.6955534410698662,0.8447084666285555,0.06515568780319575,0.8703049217239082,0.8478735994427956,0.8745409731147168
9,0.8084908605970383,0.7941114852880228,0.8384290994218074,0.5243556312523576,0.9601224027545394,0.9178746281938718,0.9486068345582606
10,0.6634824735890564,0.6984538745320176,0.8873714020379211,0.4826397285978825,0.9127914582398607,0.937917900130245,0.9405133699705511
11,0.761088002853087,0.7452024885263379,0.7606357093392926,0.23026124039765944,0.9624017470614715,0.868002788387897,0.9332666618339264
12,0.8218852725231243,0.8275704875907494,0.8974442063445759,0.47997671248426926,0.8971131220706544,0.9381437727555411,0.9731401687878531
13,0.6704065338779958,0.7507068562857547,0.914040694711984,0.44649712415261056,0.8582550996727575,0.9350245517405641,0.9205824331255106
14,0.8413078135536837,0.8287989800983134,0.9096298993117832,0.38746177212269955,0.8602616333508682,0.9179466876049672,0.9543225168758069
15,0.7329950994647145,0.7365149632315044,0.7652827174383017,0.40287284253116623,0.9031431274126462,0.8662179136605621,0.9204814331302175
16,0.8351743767597395,0.8228653626257846,0.8771740354932244,0.43618492350322047,0.9034231174780513,0.9399471468282278,0.9569585161091897
17,0.7620289218963483,0.7310092599741362,0.933702451357096,0.543324216890643,0.9096841195597133,0.9344454620576659,0.9524584932259995
18,0.7595053557989663,0.7648182739219634,0.8754848764266864,0.3470512638953403,0.9251181575899013,0.9273914638417348,0.9456223514671711
19,0.7346632825907361,0.7262951959907706,0.9021246210558163,0.5499480138334076,0.9080568194236965,0.9228669983443634,0.9472871501815983
20,0.7902152980354858,0.7616911521282879,0.8687869523252219,0.5575984959336289,0.9493939322035198,0.9449866896180931,0.9542401729860713
21,0.8005071727145993,0.7980794066543446,0.8231944092201987,0.3828209268666855,0.9457851932771301,0.9297947007828423,0.9522119981253374
22,0.7194936018489745,0.7097293636909093,0.9418353594193548,0.6729285818700391,0.9218699399625688,0.9576176445920231,0.9683426364854434
23,0.7760445432431451,0.7816860835099472,0.8654298160322107,0.08596444810456454,0.915551574464979,0.8370581012388405,0.8679077621742466
24,0.7959827377353028,0.7822224052563894,0.8506867886661604,0.5240908620227992,0.9019203311881697,0.9241637453989103,0.9508684295541207
25,0.8077644857432879,0.7955590350907552,0.8243333221913596,0.4997355747935639,0.9663906897617154,0.9088346190009358,0.9425793660299355
26,0.7102848673730041,0.7157499073124449,0.8612221082351985,0.20659748695728417,0.9002041314265518,0.922359424352172,0.9484246058652719
27,0.800109704898811,0.8189260316945597,0.8840186541089242,0.5114149793812378,0.889113150502489,0.9277666437634339,0.9520056423649936
28,0.8011632661923169,0.786207026326423,0.9065011948708609,0.40371377049754614,0.929222866075117,0.9126597510810255,0.9672070328932583
29,0.8133524225692467,0.8162591429396573,0.886788335799303,,0.8628564862351819,0.9258050195953592,0.9390019552807176
