,Decriptor,FI_LR,FI_RIDGE,FI_RF,FI_GB
96,C-040,217378422511.11536,0.020834557782534183,0.005723099074769967,0.011812430337818012
97,C-041,186987168745.41367,-0.007758667105591997,0.008104194197472584,0.0006821056478436368
98,H-046,-45546078717.68518,0.005753079153926106,0.0005342423612965677,0.004113081836250235
99,H-047,-104780681763.39304,-0.005031065981152479,0.0034936987940529145,0.005773362417005747
100,H-048,-39339034377.89589,-0.029264849651067536,0.0008022334913609442,0.0009309634688852755
101,H-049,-419687680547.7955,-0.012884402039362447,0.0020771368069880235,0.0005612262608098329
102,H-050,-303285867958.48914,0.03378994112962469,0.0017565032646030432,0.0027057937534932194
103,H-051,-133073481143.20486,-0.010566572611644176,0.0011014789140035735,0.0013044376271306973
104,H-052,-175308724603.8277,-0.010802091686284036,0.0005392126099018162,0.000751885948311506
105,O-058,-921360253209.6909,0.03650953689431481,0.00956117090362939,0.01255900087590566
106,N-067,-77464712939.92741,-0.042056775334267285,0.00020198425872775168,5.869957438865654e-05
107,N-068,22429005492.216366,-0.030134389233536868,0.0005638115699718027,0.0006735493671750806
108,N-069,172796831419.95288,0.029172092299643227,0.0004378368177333354,5.10855541831157e-07
109,N-072,866920765175.4728,-0.0028406690930528958,0.012531884554368811,0.010381785865204567
110,N-073,108325191225.93048,0.02529191237251871,0.0024222647264810467,0.002009834979156872
111,N-074,-1031027377112.0879,-0.00535962177120124,0.0018865263626887826,0.0012933494576850937
112,N-075,550636362621.53,0.0014398737133338626,0.0018930978996602426,0.0024912341845395127
113,F-084,677064051524.4508,0.026405741316240128,0.00038519785722684186,0.00022771669458567927
114,F-085,404213508337.0797,-0.014242592942415689,0.002589735510888333,0.0027794690943954087
115,Cl-089,-267201447162.15106,-0.016997051897085436,3.7355056390702225e-05,4.138708397749619e-06
116,S-107,-1198224922957.5068,0.034394172730090794,0.0022204444578706063,0.0023848946240731
117,S-108,-438719424159.3484,-0.02685459683737075,0.0030706617898434755,0.0029127470583967655
118,Ui,-459822901507.4005,-0.030115647037216645,0.0038853325184838305,0.002621558135922566
119,Hy,-0.33475494384765625,-0.030832536260656927,0.005331330956310189,0.004146477819155945
120,AMR,325.3819923400879,0.03898381231877777,0.004664144071369474,0.0044733797330618295
121,TPSA(NO),-85285126267.47672,-0.003107388803873648,0.006515318432831624,0.004581952777835551
122,TPSA(Tot),-64526391003.549164,-0.008014740228029414,0.00794646564265839,0.005488218983050256
123,MLOGP,-0.24941635131835938,-0.040375026783201484,0.0046081152937883195,0.003214895464371055
124,ALOGP,100.72504425048828,-0.07994809904266832,0.004778254391438974,0.003325291996441
125,GVWAI-80,-285755030565.6881,0.006126373850056134,0.00029053631883469176,0.0010900474140166077
126,GVWAI-50,-644920459.7511292,-0.021289773088223565,9.242150502186431e-05,1.3277919358197042e-08
127,Inflammat-80,0.013263702392578125,0.0035790338520673604,9.837795911944151e-05,1.319676422053175e-05
128,Depressant-80,-644920459.7511292,-0.021289773091972556,0.00016300509994983248,4.024322154127848e-07
129,Hypertens-80,-644920459.7511292,-0.02128977308872255,9.456420723911851e-05,4.183774916510503e-06
130,Hypnotic-80,285755030565.69574,0.0018764364874864652,0.00038341418617545857,0.00020431230179685617
131,Neoplastic-80,0.0115966796875,0.015482891565931857,0.00043133603950044414,0.0005150685361913378
132,Neoplastic-50,-644920459.7511292,-0.021289773085970447,0.00015717617832562505,2.2207569363268764e-05
133,Infective-80,-0.02362060546875,-0.015625856714235116,0.0006708218192048766,0.00019468353175311771
134,Infective-50,0.0106964111328125,0.01722873364676136,8.979607461525026e-05,0.0
135,la_MW,-972862299392.4612,0.0037089695634155394,0.037187314506756906,0.018254284675458032
136,la_AMW,-169412461199.93628,-0.00989253991834706,0.03729246220737763,0.021083255346472297
137,la_Mv,275033298178.15717,-0.009088084079701653,0.04055392563776287,0.04674464714349207
138,la_Me,-1335076426688.225,-0.02444703790406754,0.026959219828296774,0.013878043528158246
139,la_Mp,-568320213019.15,-0.005772070078971736,0.04348295656167373,0.025694085422003264
140,la_Ms,1005641983740.3623,0.24285356812575057,0.023355620443524325,0.029752699234292707
141,la_nAT,-806720146347.7004,-0.056435927662604746,0.010031978265324681,0.007953205201479607
142,la_nSK,896157141529.8785,-0.08572512409571535,0.006716040045880392,0.005731115218817934
143,la_nBT,-1836537789700.1907,0.008940854128162375,0.010175049950789848,0.022284840061393568
144,la_nBO,511711385658.7148,-0.020348342308075133,0.005243409317951656,0.0010617601535502356
145,la_nBM,1028501829305.8978,0.017447417388042247,0.004833914929578632,0.0025025524129939276
146,la_SCBO,283135553286.14734,-0.038343325270406785,0.007671486324399417,0.0035852079528630163
147,la_ARR,213595423823.9093,0.0019690222304126074,0.0010756286260172846,0.0005258325321067149
148,la_nCIC,213595423823.9093,0.011814133452032638,0.0007203149742526832,0.0006687068113519263
149,la_nCIR,213595423823.9093,0.01181413346366818,0.0014229922923400795,0.0027202869916579274
150,la_RBN,213595423823.9093,0.011814133451027931,0.0016369881960982685,0.0009108523123303231
151,la_RBF,213595423823.9093,0.00032685768913493684,0.0016476517377114399,0.00027939522640570255
152,la_nAB,213595423823.9093,0.07088480072065094,0.0010120572397415801,0.0011340430418705413
153,la_nH,607769352661.0106,0.029289196440893246,0.007947450670655574,0.0019496681505687175
154,la_nC,-78813074707.25708,0.07520301388511562,0.004956433736606461,0.020009871457942315
155,la_nF,-701162454326.3129,-0.0774214636714513,0.0062841525408879285,0.001277155136779601
156,la_nCL,-70299619515.15982,-0.015609456795615043,0.003507663497340517,0.0022537215323018855
157,la_nB,632670877160.7997,-0.05719821187477834,0.11037152256024366,0.1526383640849378
158,la_nHM,1207450011341.885,0.030354255195513893,0.06131201237501987,0.09450321558614608
159,la_nX,-541874018828.30505,-0.05392810630414283,0.017738935074045274,0.008606035970024921
160,la_nR06,213595423823.9101,0.01181413345324147,0.0005852991332686669,0.0028065549616188433
161,la_nBnz,213595423823.9101,0.011814133454053173,0.001620109231051625,0.0033919802409008073
162,la_nCar,213595423823.9101,0.0708848007197643,0.0011413171537828773,0.0008922002130287808
163,la_nCb-,213595423823.9101,0.07088480072806244,0.001729411600833445,0.00058465284140258
164,la_nArX,213595423823.9101,0.059070667269030014,0.0013952818816928257,0.0007438670335916971
165,la_nHAcc,-1706228645145.7188,-0.13085884699722544,0.007078262473720893,0.0055833177126468495
166,la_C-026,-207783379155.86432,0.010775325944043799,0.02816008368398843,0.017466959553410596
167,la_H-050,-1050192767000.8516,-0.045800753663611346,0.00157581898549917,0.0029656424894496324
168,la_F-084,213595423823.9101,0.05907066727467279,0.0026921185132865242,0.004204182086625145
169,la_Cl-090,-30082687347.42581,-0.015609456807297688,0.0035630894003569956,0.0012847161745048314
170,la_B-112,635346258444.6554,-0.05719821188070527,0.1058172726963897,0.05126322205763549
171,la_Ui,1158813757184.6543,-0.025620313330326463,0.005317107211889388,0.02239313184636104
172,la_Hy,419307654547.9117,-0.007450359179994419,0.006667001675375329,0.009638407454269792
173,la_MLOGP,-1300753668660.5527,0.10488182342245929,0.0197380864687696,0.01696423440776957
174,la_LAI,-29292074874.971848,0.003938044478082364,0.0019366841787135248,0.000720267510656971
